Date,2018-12-25,2017-12-26,2016-12-27,2015-12-29,2014-12-30,2013-12-31,2012-12-25,2011-12-27
Cash and cash equivalents,8535000.0,4594000.0,14622000.0,5176000.0,3520000.0,13674000.0,10763000.0,15095000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,8535000.0,4594000.0,14622000.0,5176000.0,3520000.0,13674000.0,10763000.0,15095000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,22461000.0,18029000.0,16400000.0,17308000.0,16592000.0,14094000.0,12103000.0,9891000.0
Total current assets,57959000.0,37003000.0,46680000.0,40761000.0,39633000.0,41832000.0,32998000.0,203044000.0
Property Plant & Equipment Net,287803000.0,175355000.0,195992000.0,183191000.0,154999000.0,124091000.0,105568000.0,80508000.0
Goodwill and Intangible Assets,362704000.0,99241000.0,112774000.0,112230000.0,111940000.0,111713000.0,111756000.0,112596000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,3369000.0,3599000.0,3764000.0,3124000.0,2797000.0,-8725000.0,1748000.0
Total non-current assets,668073000.0,289784000.0,324102000.0,309658000.0,280033000.0,246819000.0,225387000.0,110112000.0
Total assets,726032000.0,326787000.0,370782000.0,350419000.0,319666000.0,288651000.0,258385000.0,234274000.0
Payables,43527000.0,13941000.0,12791000.0,16486000.0,12198000.0,8478000.0,8804000.0,7491000.0
Short-term debt,1714000.0,9516000.0,9660000.0,2281000.0,861000.0,1595000.0,1611000.0,0.0
Total current liabilities,89657000.0,51832000.0,51076000.0,47387000.0,41739000.0,33784000.0,33753000.0,28290000.0
Long-term debt,320736000.0,24477000.0,37697000.0,4500000.0,33186000.0,27511000.0,22644000.0,70000000.0
Total debt,322450000.0,33993000.0,47357000.0,6781000.0,34047000.0,29106000.0,24255000.0,70000000.0
Deferred revenue,16624000.0,17646000.0,18735000.0,17635000.0,15716000.0,12983000.0,10314000.0,8074000.0
Tax Liabilities,0.0,0.0,16000.0,147000.0,417000.0,165000.0,1768000.0,13857000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,402906000.0,74542000.0,95825000.0,61250000.0,87151000.0,74573000.0,60960000.0,110112000.0
Total liabilities,512450000.0,137700000.0,124416000.0,122720000.0,108683000.0,91868000.0,80484000.0,138402000.0
Other comprehensive income,180795000,79680000,125502000,124601000,123883000,126280000,119610000,0.0
Retained earnings (deficit),33379000.0,109383000.0,120840000.0,103074000.0,87076000.0,70479000.0,58267000.0,44513000.0
Total shareholders equity,213582000.0,189087000.0,246366000.0,227699000.0,210983000.0,196783000.0,177901000.0,95872000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,313915000.0,29399000.0,32735000.0,1605000.0,30527000.0,15432000.0,13492000.0,54905000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6244000.0
Other Liabilities,19887000.0,11326000.0,0.0,14083000.0,0.0,0.0,0.0,20799000.0
