date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1821000000.0,-2182000000.0,-1171000000.0,-176000000.0,-1102000000.0,-2043000000.0,-3142000000.0,-2776000000.0,-708000000.0,-760000000.0,-280000000.0,-1448000000.0,-660872800.0,-2813438740.0,-42943596130.0,-39786420130.0,-25753884160.0,-32309874730.0,-27225399930.0,-22924392270.0,-40482479540.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,76000000.0,1191000000.0,3912000000.0,15508000000.0,4983000000.0,8316000000.0,16826000000.0,15455000000.0,11418000000.0,12229000000.0,23579000000.0,18111000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-955000000.0,-13713000000.0,-6852000000.0,-8578000000.0,-6104000000.0,-14291000000.0,-9190000000.0,-13697000000.0,-12182000000.0,-13781000000.0,-15366000000.0,-19238000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383000000.0,115000000.0,996000000.0,62000000.0,687000000.0
,dividendsPaid,0.0,-227000000.0,-227000000.0,-392000000.0,0.0,-1034000000.0,-765000000.0,-764000000.0,-689000000.0,-695000000.0,-465000000.0,-314000000.0,-2279292820.0,-2008227360.0,-1238823150.0,-867106370.0,-827676960.0,-754328500.0,-800494800.0,-802471740.0,-708052100.0,-600000000.0,-489000000.0,-460000000.0,-459000000.0,-473000000.0
,otherFinancingActivites,705000000.0,-408000000.0,932000000.0,-371000000.0,-362000000.0,-261000000.0,4598000000.0,10000000.0,-276000000.0,-266000000.0,193000000.0,109000000.0,317506280.0,2029489330.0,318987490.0,-483789630.0,11802880.0,-38113440.0,-455519660.0,-2169146300.0,-30747561720.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-311000000.0,-2802000000.0,-3334000000.0,7138000000.0,-1649000000.0,-5583000000.0,8477000000.0,-544000000.0,-2359000000.0,-3160000000.0,9092000000.0,-1020000000.0,3220000000.0,-3369000000.0,86812000000.0,112018829250.0,31898758560.0,-18262690.0,-23649856490.0,-637256970.0,30116170900.0,6101000000.0,197000000.0,1820000000.0,690000000.0,700000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-1074000000.0,1578000000.0,1668000000.0,-5772000000.0,-28000000.0,94000000.0,897000000.0,-907000000.0,40000000.0,-964000000.0,1911000000.0,690000000.0,-402000000.0,-289000000.0,-389000000.0,486322560.0,-299498080.0,-972686750.0,-634678020.0,325933900.0,2717216480.0,40000000.0,-54000000.0,66000000.0,122000000.0,-87000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,27459000000.0,-51953000000.0,-48203000000.0,43376000000.0,80171000000.0,53518000000.0,-4081000000.0,2720000000.0,-29411000000.0,15593000000.0,14804000000.0,-13715000000.0,39258717680.0,685870.0,437944820.0,844310.0,-737680.0,-2338418350.0,-1410395600.0,1889292710.0,1064740.0,1704000000.0,9903000000.0,-1568000000.0,2681000000.0,2667000000.0
,cashAtEndOfPeriod,156328000000.0,128869000000.0,180822000000.0,229025000000.0,185649000000.0,105478000000.0,51960000000.0,56041000000.0,52535000000.0,81946000000.0,66353000000.0,51549000000.0,65418505460.0,26139191570.0,7008632500.0,6566198870.0,7573760560.0,6624592290.0,8986507100.0,10406282690.0,8525373180.0,1704000000.0,9903000000.0,-1568000000.0,2681000000.0,2667000000.0
,cashAtBeginningOfPeriod,128869000000.0,180822000000.0,229025000000.0,185649000000.0,105478000000.0,51960000000.0,56041000000.0,53321000000.0,81946000000.0,66353000000.0,51549000000.0,65264000000.0,26159787780.0,17381317540.0,6570687680.0,7573460700.0,6631005520.0,8963010640.0,10396902700.0,8516989980.0,11603536520.0,0.0,0.0,0.0,0.0,0.0
,operatingCashFlow,30736000000.0,-40449000000.0,-54066000000.0,39576000000.0,70610000000.0,67252000000.0,-630000000.0,7184000000.0,-24447000000.0,7802000000.0,-3676000000.0,-13786000000.0,37204983620.0,16816160660.0,-50978140890.0,-63911734070.0,-29929152960.0,-8803410610.0,-783341340.0,-13234040250.0,-33428577040.0,30313000000.0,23359000000.0,5387000000.0,7365000000.0,8944000000.0
,capitalExpenditure,-512000000.0,-327000000.0,-465000000.0,-485000000.0,-725000000.0,-432000000.0,-669000000.0,-513000000.0,-614000000.0,-794000000.0,-873000000.0,-592000000.0,-833992740.0,0.0,-544021420.0,-700777300.0,-791530640.0,-989361380.0,-1697239570.0,-3695416080.0,-2169940120.0,-5972000000.0,-1709000000.0,-2059000000.0,-1772000000.0,-412000000.0
,freeCashFlow,30224000000.0,-40776000000.0,-54531000000.0,39091000000.0,69885000000.0,66820000000.0,-1299000000.0,6671000000.0,-25061000000.0,7008000000.0,-4549000000.0,-14378000000.0,36370990880.0,16816160660.0,-51522162310.0,-64612511370.0,-30720683600.0,-9792771990.0,-2480580910.0,-16929456330.0,-35598517160.0,24341000000.0,21650000000.0,3328000000.0,5593000000.0,8532000000.0
