date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY
,commonStockIssued,0.0,0.0,0.0,0.0,889900000.0,982800000.0,667200000.0,387700000.0,0.0,0.0,0.0,0.0,117300000.0,154100000.0,67300000.0,80600000.0,61400000.0,16700000.0,7700000.0,13300000.0,14000000.0,14600000.0,200000.0,43000000.0
,commonStockRepurchased,-893000000.0,-1555000000.0,-759000000.0,-413000000.0,-889900000.0,-982800000.0,-667200000.0,-387700000.0,-592700000.0,0.0,-266700000.0,-62600000.0,-129600000.0,-1004300000.0,-400500000.0,-438600000.0,-115900000.0,-352500000.0,-49700000.0,-100000.0,-23600000.0,-12700000.0,0.0,0.0
,dividendsPaid,-503000000.0,-609000000.0,-546000000.0,-486000000.0,-422500000.0,-349900000.0,-301800000.0,-419200000.0,-204000000.0,-148000000.0,-120500000.0,-116700000.0,-106600000.0,-103600000.0,-85400000.0,-98500000.0,-76300000.0,-81700000.0,-71000000.0,-71000000.0,-70900000.0,-63600000.0,-53600000.0,-63400000.0
,otherFinancingActivites,-46000000.0,-29000000.0,-39000000.0,31000000.0,14900000.0,37300000.0,34000000.0,45600000.0,52200000.0,-352500000.0,215800000.0,111000000.0,-8100000.0,-11200000.0,3800000.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,1461000000.0,-2173000000.0,-1172000000.0,630000000.0,-604900000.0,-894800000.0,-856900000.0,-611500000.0,-585100000.0,-313100000.0,-406100000.0,125800000.0,-78100000.0,-411600000.0,-594600000.0,-300400000.0,-216000000.0,-550400000.0,-121800000.0,-63500000.0,-87900000.0,-73200000.0,345200000.0,-116800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-8000000.0,-11000000.0,13000000.0,6000000.0,-21800000.0,-40000000.0,-33300000.0,-1300000.0,-18600000.0,25300000.0,-13000000.0,-19500000.0,14500000.0,8900000.0,3300000.0,1000000.0,4200000.0,11600000.0,21000000.0,-9200000.0,-7500000.0,-8800000.0,-4300000.0,-4800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,2035000000.0,806000000.0,1045000000.0,222000000.0,-107300000.0,-607700000.0,133400000.0,148000000.0,94700000.0,132300000.0,256200000.0,462800000.0,148000000.0,-114900000.0,-184700000.0,-58300000.0,247500000.0,-182800000.0,200200000.0,26400000.0,-27200000.0,70000000.0,21900000.0,800000.0
,cashAtEndOfPeriod,5022000000.0,2987000000.0,2181000000.0,1136000000.0,914100000.0,1021400000.0,1629100000.0,1495700000.0,1347700000.0,1253000000.0,1120700000.0,864500000.0,401700000.0,253700000.0,368600000.0,553300000.0,611600000.0,364100000.0,546900000.0,346700000.0,320300000.0,347500000.0,277500000.0,255600000.0
,cashAtBeginningOfPeriod,2987000000.0,2181000000.0,1136000000.0,914000000.0,1021400000.0,1629100000.0,1495700000.0,1347700000.0,1253000000.0,1120700000.0,864500000.0,401700000.0,253700000.0,368600000.0,553300000.0,611600000.0,364100000.0,546900000.0,346700000.0,320300000.0,347500000.0,277500000.0,255600000.0,254800000.0
,operatingCashFlow,2280000000.0,2517000000.0,2573000000.0,1800000000.0,1788700000.0,1943300000.0,1535200000.0,1226300000.0,1126700000.0,1027000000.0,956700000.0,696000000.0,690100000.0,661600000.0,709800000.0,478100000.0,667300000.0,548500000.0,518000000.0,305400000.0,442500000.0,352300000.0,258200000.0,253100000.0
,capitalExpenditure,-623000000.0,-744000000.0,-629000000.0,-504000000.0,-525300000.0,-473000000.0,-510200000.0,-461000000.0,-420700000.0,-351000000.0,-270600000.0,-279800000.0,-357800000.0,-312100000.0,-260600000.0,-229600000.0,-206500000.0,-163100000.0,-203200000.0,-192200000.0,-180900000.0,-192900000.0,-580500000.0,-82900000.0
,freeCashFlow,1657000000.0,1773000000.0,1944000000.0,1296000000.0,1263400000.0,1470300000.0,1025000000.0,765300000.0,706000000.0,676000000.0,686100000.0,416200000.0,332300000.0,349500000.0,449200000.0,248500000.0,460800000.0,385400000.0,314800000.0,113200000.0,261600000.0,159400000.0,-322300000.0,170200000.0
