Date,2017-07,2016-07,2015-07,2014-07,2013-07
Depreciation & Amortization,6000000.0,7000000.0,9000000.0,9000000.0,8000000.0
Stock-based compensation,6000000.0,7000000.0,8000000.0,5000000.0,5000000.0
Operating Cash Flow,27000000.0,-0000000.0,42000000.0,1000000.0,2000000.0
Capital Expenditure,-7000000.0,-3000000.0,-4000000.0,-8000000.0,-3000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,-1000000,3000000,-22000000,56000000,9000000
Investing Cash flow,-4000000.0,22000000.0,-29000000.0,-22000000.0,7000000.0
Issuance (repayment) of debt,-3000000.0,-3000000.0,-41000000.0,-2000000.0,000000.0
Issuance (buybacks) of shares,000000.0,-12000000.0,000000.0,000000.0,-9000000.0
Dividend payments,,,,,
Financing Cash Flow,-3000000.0,-15000000.0,10000000.0,52000000.0,-10000000.0
Effect of forex changes on cash,1000000.0,-2000000.0,-6000000.0,0000000.0,0000000.0
Net cash flow / Change in cash,21000000.0,5000000.0,19000000.0,31000000.0,-1000000.0
Free Cash Flow,20000000.0,-3000000.0,38000000.0,-7000000.0,-1000000.0
Net Cash/Marketcap,,,,,
