date,,2021-01-29_FY,2020-01-31_FY,2019-02-01_FY,2018-02-02_FY,2017-02-03_FY,2016-01-29_FY,2015-01-30_FY,2014-01-31_FY,2013-01-31_FY,2012-01-31_FY,2011-01-31_FY,2010-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,211000000.0,226000000.0,137000000.0,179000000.0,143000000.0,117000000.0,141000000.0,113000000.0,526000000.0,56000000.0,611000000.0,482000000.0
,depreciationAndAmortization,179000000.0,138000000.0,49000000.0,46000000.0,53000000.0,62000000.0,21000000.0,13000000.0,113000000.0,114000000.0,110000000.0,90000000.0
,deferredIncomeTax,12000000.0,44000000.0,19000000.0,13000000.0,-2000000.0,3000000.0,4000000.0,18000000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,42000000.0,37000000.0,45000000.0,27000000.0,31000000.0,33000000.0,35000000.0,33000000.0,84000000.0,84000000.0,99000000.0,103000000.0
,changeInWorkingCapital,-288000000.0,-234000000.0,281000000.0,-23000000.0,14000000.0,-126000000.0,-40000000.0,6000000.0,-386000000.0,595000000.0,-35000000.0,-48000000.0
,accountsReceivables,221000000.0,0.0,-26000000.0,-135000000.0,96000000.0,-5000000.0,77000000.0,0.0,0.0,0.0,0.0,0.0
,inventory,8000000.0,-10000000.0,36000000.0,19000000.0,-36000000.0,-11000000.0,16000000.0,-2000000.0,-64000000.0,-93000000.0,-29000000.0,54000000.0
,accountsPayables,-76000000.0,62000000.0,-65000000.0,68000000.0,16000000.0,44000000.0,-19000000.0,-33000000.0,-744000000.0,757000000.0,-16000000.0,-24000000.0
,otherWorkingCapital,14000000.0,302000000.0,536000000.0,255000000.0,278000000.0,264000000.0,390000000.0,430000000.0,72000000.0,-9000000.0,9000000.0,-19000000.0
,otherNonCashItems,0.0,0.0,85000000.0,27000000.0,16000000.0,24000000.0,32000000.0,0.0,3000000.0,-1000000.0,1000000.0,1000000.0
,netCashProvidedByOperatingActivites,755000000.0,458000000.0,184000000.0,217000000.0,273000000.0,226000000.0,277000000.0,183000000.0,345000000.0,769000000.0,713000000.0,610000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-46000000.0,-21000000.0,-28000000.0,-22000000.0,-2000000.0,-20000000.0,-22000000.0,-16000000.0,-48000000.0,-65000000.0,-73000000.0,-58000000.0
,acquisitionsNet,-1202000000.0,0.0,-1001000000.0,0.0,0.0,-764000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-6000000.0,-24000000.0,-69000000.0,-186000000.0,-180000000.0,-69000000.0,-149000000.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-5000000.0,70000000.0,164000000.0,171000000.0,55000000.0,149000000.0,0.0,3000000.0,84000000.0,10000000.0,10000000.0
,netCashUsedForInvestingActivites,-1231000000.0,-47000000.0,-1028000000.0,-22000000.0,-17000000.0,-784000000.0,-22000000.0,-16000000.0,-527000000.0,-203000000.0,-445000000.0,-306000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,39000000.0,-274000000.0,-779000000.0,-50000000.0,-236000000.0,-72000000.0,-13000000.0,-1000000.0,-965000000.0,-1082000000.0,-1856000000.0,-800000000.0
,commonStockIssued,0.0,10000000.0,7000000.0,6000000.0,5000000.0,4000000.0,3000000.0,30000000.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,-197000000.0,-62000000.0,-180000000.0,-175000000.0,-65000000.0,-146000000.0,-13000000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-87000000.0,-87000000.0,-53000000.0,-54000000.0,-54000000.0,-55000000.0,-52000000.0,-322000000.0,-1000000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-7000000.0,1832000000.0,23000000.0,218000000.0,658000000.0,3000000.0,-108000000.0,0.0,-2000000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,464000000.0,-455000000.0,938000000.0,-261000000.0,-247000000.0,466000000.0,-208000000.0,86000000.0,-722000000.0,-446000000.0,184000000.0,-420000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-1000000.0,5000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-12000000.0,-44000000.0,94000000.0,-66000000.0,9000000.0,-92000000.0,47000000.0,253000000.0,-856000000.0,225000000.0,506000000.0,-75000000.0
,cashAtEndOfPeriod,190000000.0,202000000.0,238000000.0,144000000.0,204000000.0,209000000.0,301000000.0,254000000.0,736000000.0,1592000000.0,1367000000.0,861000000.0
,cashAtBeginningOfPeriod,202000000.0,246000000.0,144000000.0,210000000.0,195000000.0,301000000.0,254000000.0,1000000.0,1592000000.0,1367000000.0,861000000.0,936000000.0
,operatingCashFlow,755000000.0,458000000.0,184000000.0,217000000.0,273000000.0,226000000.0,277000000.0,183000000.0,345000000.0,769000000.0,713000000.0,610000000.0
,capitalExpenditure,-46000000.0,-21000000.0,-28000000.0,-22000000.0,-2000000.0,-20000000.0,-22000000.0,-16000000.0,-48000000.0,-65000000.0,-73000000.0,-58000000.0
