Date,2018-06,2017-06,2016-06,2015-06,2014-06
Revenue,8237000000.0,8278000000.0,7553000000.0,6793000000.0,5758000000.0
Revenue Growth,,,,,
Cost of Revenue,7892000000.0,7939000000.0,7219000000.0,6493000000.0,5484000000.0
Gross Profit,344000000.0,339000000.0,335000000.0,300000000.0,274000000.0
R&D Expenses,,,,,
SG&A Expense,242000000.0,229000000.0,223000000.0,175000000.0,162000000.0
Operating Expenses,246000000.0,233000000.0,226000000.0,186000000.0,184000000.0
Operating Income,99000000.0,107000000.0,108000000.0,114000000.0,89000000.0
Interest Expense,20000000.0,18000000.0,18000000.0,11000000.0,11000000.0
Earnings before Tax,,,,,
Income Tax Expense,16000000.0,18000000.0,18000000.0,21000000.0,16000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,61000000.0,68000000.0,65000000.0,68000000.0,57000000.0
Preferred Dividends,,,,,
Net Income Com,61000000.0,68000000.0,65000000.0,68000000.0,57000000.0
EPS,3.77,4.19,3.99,4.22,3.54
EPS Diluted,3.77,4.19,3.99,4.22,3.54
Weighted Average Shs Out,16000000.0,16000000.0,16000000.0,16000000.0,16000000.0
Weighted Average Shs Out (Dil),16000000.0,16000000.0,16000000.0,16000000.0,16000000.0
Dividend per Share,,,,,
Gross Margin,0.041762777710331,0.040951920753805,0.044353237124321,0.044163109082879,0.047585967349774
EBITDA Margin,0.01335437659342,0.014133848755738,0.015093340394545,0.016045929633446,0.016498784300104
EBIT Margin,0.011776132086925,0.012563421116212,0.013372169998676,0.01472103636096,0.014588398749566
Profit Margin,0.0074056088381692,0.0082145445759845,0.008605851979346,0.010010304725453,0.0098992705800625
Free Cash Flow margin,,,,,
EBITDA,110000000.0,117000000.0,114000000.0,109000000.0,95000000.0
EBIT,97000000,104000000,101000000,100000000,84000000
Consolidated Income,61000000.0,68000000.0,65000000.0,68000000.0,57000000.0
Earnings Before Tax Margin,0,0,0,0,0
Net Profit Margin,0.0074056088381692,0.0082145445759845,0.008605851979346,0.010010304725453,0.0098992705800625
