date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,123000000.0,5386000000.0,5455000000.0,4628000000.0,13501000000.0,18108000000.0,12101000000.0,3074808000.0,2591566000.0,2803637000.0,2901257000.0,2635755000.0,2011154000.0,1615298000.0,-1189957000.0,813914000.0,449371000.0,-72003000.0,72097000.0,52271000.0,-56776000.0,-66500000.0,-56100000.0,-28000000.0,-21700000.0
,depreciationAndAmortization,1480000000.0,1404000000.0,1429000000.0,1286000000.0,1158000000.0,1098000000.0,1050000000.0,344704000.0,278206000.0,302232000.0,265477000.0,212944000.0,102467000.0,51279000.0,47284000.0,35777000.0,24408000.0,20859000.0,14428000.0,14691000.0,12008000.0,12600000.0,2800000.0,3000000.0,4500000.0
,deferredIncomeTax,-214000000.0,-2098000000.0,289000000.0,-82000000.0,67000000.0,193000000.0,248000000.0,186474000.0,73236000.0,101292000.0,12152000.0,-42013000.0,-4081000.0,133069000.0,-9220000.0,-53239000.0,151568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,643000000.0,636000000.0,845000000.0,638000000.0,380000000.0,382000000.0,360000000.0,251984000.0,208725000.0,192378000.0,200041000.0,180684000.0,153364000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1638000000.0,-4694000000.0,5043000000.0,8962000000.0,-3646000000.0,2919000000.0,11004668000.0,-937995000.0,-9517668000.0,8160863000.0,302205000.0,-138362000.0,787272000.0,627087000.0,-971940000.0,1040630000.0,516237000.0,1135000.0,451226000.0,92082000.0,211460000.0,67600000.0,-50400000.0,22700000.0,800000.0
,accountsReceivables,-1171000000.0,-218000000.0,480000000.0,754000000.0,1192000000.0,-1397000000.0,-2578000000.0,-315299000.0,197986000.0,-375736000.0,-348875000.0,-356462000.0,-257161000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-195000000.0,-95000000.0,-310000000.0,-253000000.0,-488000000.0,-855000000.0,143000000.0,-343143000.0,-349924000.0,-200793000.0,-161190000.0,-75266000.0,-330726000.0,-34619000.0,-358184000.0,-81923000.0,-37889000.0,-46474000.0,-12348000.0,-18718000.0,397000.0,-4400000.0,0.0,0.0,0.0
,accountsPayables,80000000.0,-61000000.0,-39000000.0,-430000000.0,47000000.0,226000000.0,-289000000.0,-97673000.0,117485000.0,428944000.0,-4453000.0,203641000.0,312568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,20537000000.0,25231000000.0,20188000000.0,11226000000.0,14872000000.0,11953000000.0,948332000.0,1886327000.0,11403995000.0,3243132000.0,2940927000.0,3079289000.0,2292017000.0,1664930000.0,2636870000.0,1596240000.0,1080003000.0,1078868000.0,627642000.0,535560000.0,324100000.0,256500000.0,306900000.0,284200000.0
,otherNonCashItems,6106000000.0,5330000000.0,876000000.0,304000000.0,408000000.0,-24000000.0,101000000.0,105989000.0,-1878000.0,47931000.0,92494000.0,152824000.0,189698000.0,201817000.0,200697000.0,0.0,0.0,0.0,611000.0,0.0,0.0,0.0,100000.0,-100000.0,-100000.0
,netCashProvidedByOperatingActivites,8168000000.0,9144000000.0,8400000000.0,11898000000.0,16669000000.0,20329000000.0,12818000000.0,3104988000.0,3194716000.0,3639010000.0,2833913000.0,3080054000.0,2204659000.0,1765398000.0,1218059000.0,715080000.0,511378000.0,234607000.0,74409000.0,-88132000.0,-38202000.0,-62600000.0,-46700000.0,-19900000.0,-16500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78648000.0,-105208000.0,-47951000.0,-51366000.0,-38609000.0,-17597000.0,-26329000.0,-15621000.0,-12500000.0,-2500000.0,-3900000.0,-3700000.0
,acquisitionsNet,-25742000000.0,-4251000000.0,0.0,-10426000000.0,0.0,0.0,0.0,-379000000.0,-10752000000.0,-589000000.0,-91000000.0,-1248000000.0,-11000000.0,-46000000.0,-2736000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-20770000000.0,-32228000000.0,-10579000000.0,-23314000000.0,-25976000000.0,-17239000000.0,-2125000000.0,-256700000.0,-1269898000.0,-5127790000.0,-5502687000.0,-2614046000.0,-3273112000.0,-3507119000.0,-2609483000.0,-2225980000.0,-1464046000.0,-934759000.0,-490259000.0,-377725000.0,-229862000.0,-187000000.0,-486100000.0,-411000000.0,-437600000.0
,salesMaturitiesOfInvestments,32718000000.0,29921000000.0,25858000000.0,18261000000.0,14739000000.0,5511000000.0,859000000.0,571772000.0,572525000.0,9438147000.0,3717820000.0,1876019000.0,3220149000.0,2329743000.0,3711529000.0,1582015000.0,1024584000.0,744530000.0,603678000.0,280534000.0,163730000.0,185600000.0,528600000.0,284900000.0,401800000.0
,otherInvestingActivites,-171000000.0,-4685000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50000000.0,14300000.0,-2450000.0,-2400000.0,0.0,100000.0,0.0
,netCashUsedForInvestingActivites,-14615000000.0,-7817000000.0,14355000000.0,-16069000000.0,-11985000000.0,-12475000000.0,-1823000000.0,-254355000.0,-11846054000.0,3589845000.0,-1937751000.0,-2215900000.0,-178819000.0,-1302467000.0,-1739334000.0,-691916000.0,-490828000.0,-727345000.0,45822000.0,20780000.0,-84203000.0,-16300000.0,40000000.0,-129900000.0,-39500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
