Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,12546838.0,7461938.0,4261061.0,3327323.0,2690713.0,10840428.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,12546838.0,7461938.0,4261061.0,3327323.0,2690713.0,10840428.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,13085484.0,7963970.0,4565488.0,3559120.0,2805138.0,10924921.0
Property, Plant & Equipment Net,2042893.0,1569858.0,356143.0,377723.0,339995.0,93057.0
Goodwill and Intangible Assets,1336488.0,1336488.0,1336488.0,1336488.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,6857758.0,6459722.0,5250853.0,4846958.0,556312.0,408835.0
Total assets,19943242.0,14423692.0,9816341.0,8406078.0,3361450.0,11333756.0
Payables,295652.0,582867.0,475602.0,497842.0,271155.0,396768.0
Short-term debt,283087.0,170236.0,118046.0,0.0,0.0,0.0
Total current liabilities,2839893.0,1769162.0,1444793.0,1128534.0,1118263.0,858968.0
Long-term debt,107656.0,67683.0,16446.0,0.0,0.0,0.0
Total debt,390743.0,237919.0,134492.0,0.0,0.0,0.0
Deferred revenue,0.0,29937.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,961625.0,1972565.0,1221587.0,1205141.0,15291.0,0.0
Total liabilities,3801518.0,3741727.0,2666380.0,2333675.0,1133554.0,858968.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-65944759.0,-51274542.0,-35179710.0,-23187164.0,-14051764.0,-3830719.0
Total shareholders equity,16141724.0,10681965.0,7149961.0,6072403.0,2227896.0,10474788.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-12156095.0,-7224019.0,-4126569.0,-3327323.0,-2690713.0,-10840428.0
Other Assets,538646.0,502032.0,304427.0,231797.0,114425.0,84493.0
Other Liabilities,2261154.0,1016059.0,851145.0,630692.0,847108.0,462200.0
