date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,otherFinancingActivites,30049393.0,7847240.0,898477.0,1225518.0,660278.0,2861733.0,3998158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,75150665.0,5100000.0,0.0,-186435.0,-209739.0,0.0,0.0,2000000.0,980000.0,0.0,26103.0,30069.0,-98332.0,-201814.0,-266554.0,-1677847.0,-408054.0,13591279.0,-1784311.0,0.0,16556249.0,1300000.0,1250000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3011.0,13721.0,-21447.0,-22233.0,-30123.0,-20978.0,-16070.0,-11946.0,-4779.0,5208.0,-2294.0,6876.0,-2927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,22202150.0,1848760.0,-327040.0,565240.0,-2201460.0,860000.0,340000.0,300000.0,440000.0,-2170000.0,-770000.0,1690000.0,-340000.0,1080000.0,-370000.0,830000.0,110000.0,-4250000.0,-7920000.0,-3940000.0,16600000.0,-70000.0,310000.0,70000.0
,cashAtEndOfPeriod,24949390.0,2747240.0,898480.0,1225520.0,698540.0,2860000.0,2040000.0,1700000.0,1340000.0,930000.0,3030000.0,3890000.0,2160000.0,2480000.0,1430000.0,1730000.0,910000.0,850000.0,5080000.0,12960000.0,16900000.0,330000.0,310000.0,2817240.0
,cashAtBeginningOfPeriod,2747240.0,898480.0,1225520.0,660280.0,2900000.0,2000000.0,1700000.0,1400000.0,900000.0,3100000.0,3800000.0,2200000.0,2500000.0,1400000.0,1800000.0,900000.0,800000.0,5100000.0,13000000.0,16900000.0,300000.0,400000.0,0.0,2747240.0
,operatingCashFlow,-27378690.0,-2134310.0,-298120.0,788160.0,-1953890.0,930000.0,360000.0,-1670000.0,-540000.0,-2130000.0,-720000.0,1780000.0,-140000.0,1240000.0,-90000.0,2800000.0,580000.0,-14420000.0,-2610000.0,1130000.0,940000.0,-1030000.0,-840000.0,210000.0
,capitalExpenditure,-11064.0,-11064.0,-7478000.0,-14249000.0,-7699000.0,-43636000.0,0.0,-12978000.0,2856000.0,-42732000.0,-73425000.0,-130000.0,-90000.0,-170000.0,-20000.0,-50000.0,-200000.0,-890000.0,-3090000.0,-2020000.0,-890000.0,-300000.0,-100000.0,-130000.0
,freeCashFlow,-27761210.0,-2145370.0,-305600.0,773910.0,-1961590.0,890000.0,360000.0,-1670000.0,-540000.0,-2170000.0,-790000.0,1650000.0,-230000.0,1070000.0,-110000.0,2750000.0,380000.0,-15310000.0,-5700000.0,-890000.0,50000.0,-1330000.0,-940000.0,80000.0
