Date,2017-12,2016-12,2015-12,2014-12,2013-12
Depreciation & Amortization,88000000.0,90000000.0,88000000.0,78000000.0,77000000.0
Stock-based compensation,3000000.0,2000000.0,2000000.0,4000000.0,3000000.0
Operating Cash Flow,99000000.0,90000000.0,87000000.0,90000000.0,77000000.0
Capital Expenditure,-95000000.0,-98000000.0,-99000000.0,-97000000.0,-86000000.0
Acquisitions and disposals,,,,,
Investment purchases and sales,0,0,1000000,0,0
Investing Cash flow,-95000000.0,-98000000.0,-98000000.0,-97000000.0,-85000000.0
Issuance (repayment) of debt,-309000000.0,-6000000.0,-7000000.0,-6000000.0,-304000000.0
Issuance (buybacks) of shares,,,,,
Dividend payments,,,,,
Financing Cash Flow,16000000.0,-5000000.0,1000000.0,-3000000.0,-9000000.0
Effect of forex changes on cash,,,,,
Net cash flow / Change in cash,20000000.0,-13000000.0,-10000000.0,-10000000.0,-17000000.0
Free Cash Flow,3000000.0,-8000000.0,-12000000.0,-6000000.0,-9000000.0
Net Cash/Marketcap,,,,,
