date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,441000000.0,382600000.0,251000000.0,519600000.0,565350000.0,141555000.0,470907000.0,488907000.0,483705000.0,545839000.0,279177000.0,430574000.0,447796000.0,653746000.0,717418000.0,479355000.0,350560000.0,185652000.0,-1001199000.0
,depreciationAndAmortization,-10000000.0,125800000.0,126900000.0,115700000.0,125143000.0,137105000.0,132217000.0,124851000.0,124387000.0,108931000.0,116196000.0,91338000.0,62197000.0,94307000.0,93305000.0,7393000.0,45675000.0,48117000.0,46867000.0
,deferredIncomeTax,191000000.0,89500000.0,20400000.0,-4200000.0,0.0,0.0,0.0,0.0,0.0,3267000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,57000000.0,55900000.0,57100000.0,35500000.0,41614000.0,38773000.0,49354000.0,50004000.0,37589000.0,36888000.0,34591000.0,30288000.0,24129000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,46219500000.0,-1998200000.0,-6803100000.0,-1977132000.0,-495311000.0,646957000.0,-2000069000.0,603924000.0,-1748404000.0,-355608000.0,-763042000.0,85620000.0,2014522000.0,-931329000.0,8314000.0,-1242026642000.0,1200050966000.0,22616034000.0,-141839000.0
,accountsReceivables,186000000.0,-460600000.0,388700000.0,-916100000.0,34441000.0,-106727000.0,-763473000.0,233642000.0,-911705000.0,-105171000.0,-35318000.0,2657000.0,109870000.0,883121000.0,420380000.0,637692000.0,256542000.0,117084000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,127100000.0,3800000.0,17200000.0,-77987000.0,-189898000.0,401508000.0,294012000.0,85583000.0,150388000.0,-58361000.0,-137791000.0,-20965000.0,-26804000.0,25825000.0,225402000.0,314886000.0,499299000.0,0.0
,otherWorkingCapital,13147000000.0,-33072500000.0,-31074300000.0,-24271200000.0,-22294068000.0,-21798757000.0,-22445714000.0,-20445645000.0,-21049569000.0,-19301165000.0,-18945557000.0,-18182515000.0,-18268135000.0,-20282657000.0,-19351328000.0,-19359642000.0,1222667000000.0,22616034000.0,0.0
,otherNonCashItems,0.0,163800000.0,-20600000.0,-190400000.0,-391694000.0,63331000.0,-430652000.0,-85110000.0,-10484000.0,62009000.0,70831000.0,0.0,-50111000.0,-835322000.0,-454688000.0,57529000.0,199182000.0,-298828000.0,1461134000.0
,netCashProvidedByOperatingActivites,1342000000.0,1413400000.0,656700000.0,530400000.0,134526000.0,254572000.0,393816000.0,1027561000.0,679698000.0,855304000.0,540742000.0,269925000.0,999135000.0,1203561000.0,922997000.0,1020152000.0,834165000.0,741228000.0,364963000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-121000000.0,-110300000.0,-82800000.0,-62100000.0,-85233000.0,-114896000.0,-83603000.0,-52326000.0,-56457000.0,-35747000.0,-51211000.0,-55885000.0,-56068000.0,-58676000.0,-74706000.0,-55200000.0,-58409000.0,-81751000.0,-74667000.0
,acquisitionsNet,0.0,-8000000.0,-1050000000.0,-129000000.0,811000000.0,33000000.0,-149000000.0,-182000000.0,-2000000.0,-45000000.0,-12000000.0,5000000.0,-334000000.0,-162000000.0,48000000.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-353000000.0,-4341500000.0,-6317800000.0,-4335800000.0,-4558984000.0,-3158469000.0,-2646895000.0,-3843073000.0,-3957918000.0,-2834700000.0,-2944777000.0,-2191168000.0,-3027010000.0,-3812636000.0,-3315566000.0,-2895786000.0,-3310936000.0,-3523189000.0,-4915670000.0
,salesMaturitiesOfInvestments,627000000.0,3883600000.0,5340400000.0,3997200000.0,4281083000.0,3296726000.0,2956572000.0,3751076000.0,3561938000.0,2774441000.0,2808983000.0,2271736000.0,2894747000.0,2372278000.0,3360839000.0,2344068000.0,2713267000.0,3852763000.0,4588424000.0
,otherInvestingActivites,0.0,4500000.0,2500000.0,4700000.0,5153000.0,95986000.0,-780000.0,-492000.0,780000.0,-106292000.0,97348000.0,36227000.0,271657000.0,451049000.0,-32609000.0,-75331000.0,0.0,-962030000.0,0.0
,netCashUsedForInvestingActivites,-735000000.0,-619800000.0,-2202500000.0,-541200000.0,725621000.0,264293000.0,63889000.0,-392738000.0,-449883000.0,-196588000.0,-8876000.0,141467000.0,-329003000.0,-1208585000.0,-84511000.0,-668023000.0,-643725000.0,-711225000.0,-379425000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1000000.0,-698900000.0,-941600000.0,-221100000.0,-373031000.0,0.0,-467330000.0,-33634000.0,0.0,0.0,0.0,0.0,0.0,-80000000.0,-304704000.0,-135000000.0,-1750000000.0,-724991000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419717000.0,5404000.0,725491000.0,0.0,0.0
,commonStockRepurchased,0.0,-271800000.0,-139300000.0,-388900000.0,-863051000.0,-292906000.0,-215183000.0,-393012000.0,-412196000.0,-538848000.0,-525706000.0,-34949000.0,-69000000.0,-316570000.0,-424451000.0,-342148000.0,-259852000.0,-1250350000.0,-500000.0
,dividendsPaid,-154000000.0,-170000000.0,-148000000.0,-119000000.0,-125346000.0,-94168000.0,-77495000.0,-74128000.0,-69393000.0,-67385000.0,-69618000.0,-69596000.0,-63672000.0,-55038000.0,-48157000.0,-42050000.0,-29676000.0,-181187000.0,-41876000.0
