Date,2017-12-30,2017-12,2016-12-31,2016-12,2016-01-02,2015-12,2015-01-03,2014-12,2013-12-28,2013-12,2012-12-29,2011-12-31,2011-01-01
Cash and cash equivalents,18703000.0,19000000.0,35409000.0,35000000.0,39105000.0,39000000.0,35373000.0,35000000.0,14080000.0,14000000.0,9276000.0,20841000.0,27877000.0
Short-term investments,25290000.0,,144603000.0,,18965000.0,,29337000.0,,39799000.0,,22663000.0,96983000.0,43650000.0
Cash and short-term investments,18703000.0,,35409000.0,,39105000.0,,35373000.0,,14080000.0,,9276000.0,20841000.0,27877000.0
Receivables,219267000.0,219000000.0,210723000.0,211000000.0,131339000.0,131000000.0,126093000.0,126000000.0,144988000.0,145000000.0,141862000.0,143238000.0,128556000.0
Inventories,189889000.0,190000000.0,173456000.0,173000000.0,110994000.0,111000000.0,116236000.0,116000000.0,113750000.0,114000000.0,118256000.0,106261000.0,96936000.0
Total current assets,483391000.0,3135000000.0,591857000.0,3242000000.0,321613000.0,1497000000.0,329151000.0,1534000000.0,336266000.0,1428000000.0,320733000.0,388028000.0,323767000.0
Property Plant & Equipment Net,492437000.0,492000000.0,501884000.0,502000000.0,401465000.0,401000000.0,423612000.0,424000000.0,349256000.0,349000000.0,331385000.0,313043000.0,336673000.0
Goodwill and Intangible Assets,2583600000.0,2583000000,2692162000.0,2692000000,1067777000.0,1068000000,1086751000.0,1087000000,1056810000.0,1057000000,1072124000.0,743915000.0,783860000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax assets,5899000.0,000000.0,5744000.0,000000.0,2321000.0,000000.0,13189000.0,13000000.0,15391000.0,15000000.0,11625000.0,21042000.0,14346000.0
Total non-current assets,3134946000.0,1316000000.0,3242219000.0,1682000000.0,1496645000.0,586000000.0,1534237000.0,655000000.0,1428328000.0,700000000.0,1425999000.0,1078762000.0,1138589000.0
Total assets,3618337000.0,3618000000.0,3834076000.0,3834000000.0,1818258000.0,1818000000.0,1863388000.0,1863000000.0,1764594000.0,1765000000.0,1746732000.0,1466790000.0,1462356000.0
Payables,111971000.0,112000000.0,99249000.0,99000000.0,54207000.0,54000000.0,57407000.0,57000000.0,54510000.0,55000000.0,52753000.0,52930000.0,39938000.0
Short-term debt,49000000.0,49000000.0,49000000.0,49000000.0,8541000.0,9000000.0,8561000.0,9000000.0,17291000.0,17000000.0,20462000.0,4256000.0,57767000.0
Total current liabilities,299681000.0,300000000.0,295553000.0,296000000.0,144260000.0,144000000.0,140926000.0,141000000.0,146204000.0,146000000.0,154623000.0,155146000.0,193269000.0
Long-term debt,1025533000.0,1026000000.0,1245959000.0,1246000000.0,379855000.0,380000000.0,438376000.0,438000000.0,480082000.0,480000000.0,514587000.0,253939000.0,227462000.0
Total debt,1074533000.0,1026000000.0,1294959000.0,1246000000.0,388396000.0,380000000.0,446937000.0,438000000.0,497373000.0,480000000.0,535049000.0,258195000.0,285229000.0
Deferred revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Tax Liabilities,4832000.0,235000000.0,5834000.0,378000000.0,2735000.0,158000000.0,3726000.0,169000000.0,0.0,190000000.0,1263000.0,6139000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Total non-current liabilities,1281536000.0,1316000000.0,1649804000.0,1682000000.0,554480000.0,586000000.0,621999000.0,655000000.0,694923000.0,700000000.0,710175000.0,465329000.0,423277000.0
Total liabilities,1615936000.0,1616000000.0,1977443000.0,1977000000.0,730008000.0,730000000.0,795984000.0,796000000.0,845864000.0,846000000.0,877228000.0,630679000.0,629768000.0
Other comprehensive income,1636500000,2000000.0,1598678000,-18000000.0,791428000,-1000000.0,776930000,-1000000.0,765172000,10000000.0,746155000,730338000,722007000
Retained earnings (deficit),282259000.0,282000000.0,195733000.0,196000000.0,238314000.0,238000000.0,232812000.0,233000000.0,85146000.0,85000000.0,50847000.0,35539000.0,40199000.0
Total shareholders equity,2002401000.0,2002000000.0,1856633000.0,1857000000.0,1088250000.0,1088000000.0,1067404000.0,1067000000.0,918730000.0,919000000.0,869504000.0,836111000.0,832588000.0
Investments,25290000.0,,144603000.0,,18965000.0,,29337000.0,,39799000.0,,22663000.0,96983000.0,43650000.0
Net Debt,1055830000.0,1056000000,1259550000.0,1260000000,349291000.0,350000000,411564000.0,412000000,483293000.0,483000000,525773000.0,237354000.0,257352000.0
Other Assets,0.0,78000000,0.0,187000000,0.0,44000000,0.0,36000000,0.0,37000000,0.0,0.0,0.0
Other Liabilities,34719000.0,98000000,32086000.0,119000000,31268000.0,75000000,33059000.0,72000000,4737000.0,79000000,12430000.0,10204000.0,13222000.0
