date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,revenue,17170000000.0,16383000000.0,15304000000.0,13874000000.0,12485000000.0,11805000000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1940000000.0,1853000000.0,1687000000.0,1545000000.0,1339000000.0,1078000000.0
,SellingAndMarketingExpenses,549000000.0,528000000.0,498000000.0,423000000.0,433000000.0,460000000.0
,otherExpenses,-3858000000.0,-3099000000.0,-2937000000.0,-2902000000.0,-2738000000.0,-2575000000.0
,operatingExpenses,14574000000.0,14609000000.0,13371000000.0,11552000000.0,10089000000.0,9341000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,interestExpense,2291000000.0,1870000000.0,1391000000.0,1248000000.0,1135000000.0,922000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,367000000.0,302000000.0,254000000.0,219000000.0,174000000.0,131000000.0
,EBITDA,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,0.0,0.0,0.0,0.0,0.0,0.0
,operatingIncomeRatio,0.28462434478742,0.222425685161448,0.217198118139049,0.257315842583249,0.282819383259912,0.286827615417196
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,4887000000.0,3644000000.0,3324000000.0,3570000000.0,3531000000.0,3386000000.0
,incomeBeforeTaxRatio,0.28462434478742,0.222425685161448,0.217198118139049,0.257315842583249,0.282819383259912,0.286827615417196
,incomeTaxExpense,1140000000.0,854000000.0,1389000000.0,1319000000.0,1317000000.0,1277000000.0
,netIncome,3747000000.0,2790000000.0,1935000000.0,2251000000.0,2214000000.0,2109000000.0
,netIncomeRatio,0.218229470005824,0.170298480131844,0.126437532671197,0.162245927634424,0.177332799359231,0.178653113087675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,5.59,3.76,2.43,2.714664737096,2.66,2.78452601003433
,EPSDiluted,5.56,3.74,2.42,2.70715574263379,2.65,2.7837909186906
,weightedAverageShsOut,670200000.0,742300000.0,795600000.0,829200000.0,833800000.0,757400000.0
,weightedAverageShsOutDil,673500000.0,746900000.0,799700000.0,831500000.0,835500000.0,757600000.0
