Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,19781000.0,1273000.0,11053000.0,21694000.0,38740000.0,24455000.0,19145000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,13677000.0,0.0
Cash and short-term investments,19781000.0,1273000.0,11053000.0,21694000.0,38740000.0,38132000.0,19145000.0
Receivables,2720000.0,3785000.0,3592000.0,2347000.0,1787000.0,4687000.0,2970000.0
Inventories,8224000.0,9827000.0,8482000.0,9064000.0,12644000.0,12717000.0,4872000.0
Total current assets,30136000.0,19118000.0,26875000.0,35912000.0,54723000.0,59751000.0,27465000.0
Property, Plant & Equipment Net,14512000.0,16016000.0,17343000.0,18445000.0,20166000.0,9361000.0,3528000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,1560000.0,1560000.0,16560000.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,16431000.0,17795000.0,19108000.0,35289000.0,22459000.0,10167000.0,6313000.0
Total assets,46567000.0,36913000.0,45983000.0,71201000.0,77182000.0,69918000.0,33778000.0
Payables,1692000.0,3800000.0,1385000.0,2007000.0,5841000.0,4460000.0,2104000.0
Short-term debt,2318000.0,1524000.0,1091000.0,891000.0,14475000.0,1558000.0,31297000.0
Total current liabilities,11319000.0,22002000.0,15249000.0,12849000.0,31202000.0,15530000.0,38933000.0
Long-term debt,19119000.0,62229000.0,57750000.0,57039000.0,9852000.0,13414000.0,27303000.0
Total debt,21437000.0,63753000.0,58841000.0,57930000.0,24327000.0,14972000.0,58600000.0
Deferred revenue,2837000.0,8239000.0,7434000.0,5108000.0,5571000.0,6350000.0,2020000.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,22312000.0,65562000.0,60918000.0,60374000.0,12749000.0,15357000.0,29480000.0
Total liabilities,33631000.0,87564000.0,76167000.0,73223000.0,43951000.0,30887000.0,68413000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-283474000.0,-265572000.0,-234647000.0,-203576000.0,-159848000.0,-108189000.0,-75569000.0
Total shareholders equity,12936000.0,-50651000.0,-30184000.0,-2022000.0,33231000.0,39031000.0,-74247000.0
Investments,0.0,1560000.0,1560000.0,16560000.0,0.0,13677000.0,0.0
Net Debt,1656000.0,62480000.0,47788000.0,36236000.0,-14413000.0,-23160000.0,39455000.0
Other Assets,-589000.0,4233000.0,3748000.0,2807000.0,1552000.0,4215000.0,478000.0
Other Liabilities,7309000.0,16678000.0,12773000.0,9951000.0,10886000.0,9512000.0,5532000.0
