date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-680000000.0,-671000000.0,-671000000.0,-182000000.0,-730000000.0,-168000000.0,-253000000.0,-376000000.0,-354000000.0,-863000000.0,-874000000.0,-847000000.0
,depreciationAndAmortization,423000000.0,443000000.0,443000000.0,326000000.0,374000000.0,371000000.0,434000000.0,454000000.0,564000000.0,653000000.0,691000000.0,652000000.0
,deferredIncomeTax,-29000000.0,-54000000.0,-54000000.0,-39000000.0,-53000000.0,29000000.0,22000000.0,-111000000.0,-37000000.0,-3000000.0,-13000000.0,-16000000.0
,stockBasedCompensation,30000000.0,25000000.0,25000000.0,11000000.0,16000000.0,19000000.0,25000000.0,11000000.0,8000000.0,12000000.0,19000000.0,10000000.0
,changeInWorkingCapital,-4000000.0,241000000.0,301000000.0,6224000000.0,-5959000000.0,-135000000.0,-31000000.0,-72000000.0,93000000.0,-99000000.0,-88000000.0,109000000.0
,accountsReceivables,37000000.0,58000000.0,58000000.0,24000000.0,94000000.0,70000000.0,-51000000.0,70000000.0,-5000000.0,34000000.0,-119000000.0,211000000.0
,inventory,8000000.0,-7000000.0,-7000000.0,22000000.0,21000000.0,14000000.0,46000000.0,9000000.0,27000000.0,-45000000.0,1000000.0,101000000.0
,accountsPayables,-48000000.0,24000000.0,24000000.0,-27000000.0,-37000000.0,-27000000.0,19000000.0,-30000000.0,-25000000.0,2000000.0,144000000.0,-45000000.0
,otherWorkingCapital,442000000.0,446000000.0,205000000.0,-96000000.0,-6320000000.0,-361000000.0,-226000000.0,-195000000.0,-123000000.0,-216000000.0,-117000000.0,-29000000.0
,otherNonCashItems,14000000.0,29000000.0,29000000.0,113000000.0,20000000.0,22000000.0,13000000.0,29000000.0,22000000.0,32000000.0,128000000.0,11000000.0
,netCashProvidedByOperatingActivites,147000000.0,241000000.0,241000000.0,291000000.0,113000000.0,215000000.0,39000000.0,151000000.0,44000000.0,-300000000.0,42000000.0,242000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-98000000.0,-113000000.0,-113000000.0,-59000000.0,-96000000.0,-124000000.0,-135000000.0,-124000000.0,-127000000.0,-125000000.0,-79000000.0,-76000000.0
,acquisitionsNet,0.0,0.0,-157000000.0,66000000.0,-20000000.0,-24000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-10000000.0,-10000000.0,0.0,-1000000.0,-1000000.0,-10000000.0,0.0,0.0,0.0,-5000000.0,-1000000.0
,salesMaturitiesOfInvestments,412000000.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,74000000.0,0.0,0.0,0.0
,otherInvestingActivites,314000000.0,-1000000.0,-1000000.0,-77000000.0,1000000.0,-3000000.0,0.0,-1000000.0,1000000.0,33000000.0,14000000.0,-71000000.0
,netCashUsedForInvestingActivites,314000000.0,-124000000.0,-124000000.0,-70000000.0,-100000000.0,-129000000.0,-33000000.0,-113000000.0,-283000000.0,-101000000.0,-864000000.0,-155000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2884000000.0,-41000000.0,-43000000.0,-392000000.0,-335000000.0,-2320000000.0,-1327000000.0,-906000000.0,-97000000.0,-42000000.0,-48000000.0,-72000000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
,commonStockRepurchased,-330000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-26000000.0,-20000000.0,-18000000.0,-6000000.0,-4000000.0,-18000000.0,-9000000.0,-52000000.0,-4000000.0,-43000000.0,-7000000.0,-30000000.0
,netCashUsedProvidedByFinancingActivities,-489000000.0,-61000000.0,-61000000.0,314000000.0,9000000.0,-53000000.0,-60000000.0,-79000000.0,155000000.0,228000000.0,853000000.0,-101000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3000000.0,-4000000.0,-4000000.0,5000000.0,-9000000.0,-32000000.0,-14000000.0,-8000000.0,7000000.0,-6000000.0,-19000000.0,2000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-25000000.0,52000000.0,52000000.0,540000000.0,13000000.0,1000000.0,33000000.0,-49000000.0,-77000000.0,-179000000.0,12000000.0,-12000000.0
,cashAtEndOfPeriod,731000000.0,756000000.0,756000000.0,876000000.0,336000000.0,323000000.0,322000000.0,289000000.0,338000000.0,415000000.0,594000000.0,582000000.0
,cashAtBeginningOfPeriod,756000000.0,704000000.0,704000000.0,336000000.0,323000000.0,322000000.0,289000000.0,338000000.0,415000000.0,594000000.0,582000000.0,594000000.0
,operatingCashFlow,147000000.0,241000000.0,241000000.0,291000000.0,113000000.0,215000000.0,39000000.0,151000000.0,44000000.0,-300000000.0,42000000.0,242000000.0
,capitalExpenditure,-98000000.0,-113000000.0,-113000000.0,-59000000.0,-96000000.0,-124000000.0,-135000000.0,-124000000.0,-127000000.0,-125000000.0,-79000000.0,-76000000.0
