Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-03-31,2011-03-31
Cash and cash equivalents,10358000.0,49330000.0,59675000.0,114800000.0,228680000.0,174601438.0,197608106.0,236329452.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,10358000.0,49330000.0,59675000.0,114800000.0,228680000.0,174601438.0,197608106.0,236329452.0
Receivables,2564000.0,2125000.0,1468000.0,18000.0,150000.0,127089.0,244308.0,252557.0
Inventories,0.0,36132000.0,32374000.0,1179000.0,0.0,0.0,0.0,0.0
Total current assets,13102000.0,93880000.0,119718000.0,118920000.0,229058000.0,174948630.0,198500416.0,236732939.0
Property, Plant & Equipment Net,114000.0,610823000.0,541244000.0,503553000.0,249108000.0,63408180.0,27807453.0,12065699.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,126264000.0,0.0,0.0,0.0,0.0,1000.0,627394.0,0.0
Tax assets,0.0,5070000.0,22881000.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,299513000.0,614905000.0,542994000.0,505249000.0,252044000.0,67232308.0,28434847.0,12065699.0
Total assets,312615000.0,708785000.0,662712000.0,624169000.0,481102000.0,242180938.0,226935263.0,248798638.0
Payables,3473000.0,47916000.0,46934000.0,34789000.0,15354000.0,3948619.0,4813773.0,5236343.0
Short-term debt,0.0,36451000.0,469000.0,15214000.0,0.0,0.0,0.0,0.0
Total current liabilities,3473000.0,84367000.0,47403000.0,50039000.0,15354000.0,4190871.0,4813773.0,5236343.0
Long-term debt,0.0,119240000.0,154503000.0,131880000.0,57447000.0,0.0,0.0,0.0
Total debt,0.0,155691000.0,154972000.0,147094000.0,57447000.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,41781000.0,19007000.0,9100000.0,12084000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,300000.0,191811000.0,198884000.0,159721000.0,82169000.0,9385102.0,8737634.0,7242082.0
Total liabilities,3773000.0,276178000.0,246287000.0,209760000.0,97523000.0,13575973.0,13551407.0,12478425.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-319272000.0,-177900000.0,-186444000.0,-173228000.0,-164922000.0,-142280546.0,-127042141.0,-88889556.0
Total shareholders equity,308842000.0,431867000.0,416425000.0,414409000.0,383579000.0,228604965.0,213383856.0,236320213.0
Investments,126264000.0,0.0,0.0,0.0,0.0,1000.0,627394.0,0.0
Net Debt,-10358000.0,,,,,,,
Other Assets,180000.0,,,,,,,
Other Liabilities,0.0,0.0,0.0,36000.0,0.0,242252.0,0.0,0.0
