date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5546000000.0,6015000000.0,1982000000.0,3751000000.0,4050000000.0,4428000000.0,4159000000.0,3517000000.0,3147000000.0,2743000000.0,883781000.0,-45998000.0,1570332000.0,2414493000.0,1809147000.0,1543482000.0,1135842000.0,899644000.0,641965000.0,469634000.0,363100000.0,275200000.0,189400000.0,155300000.0,126500000.0,95200000.0
,depreciationAndAmortization,3339000000.0,2396000000.0,2440000000.0,2428000000.0,2100000000.0,2002000000.0,2065000000.0,1862000000.0,600000000.0,582000000.0,682603000.0,691430000.0,678757000.0,542090000.0,425640000.0,381852000.0,384016000.0,124072000.0,337562000.0,244823000.0,172600000.0,108200000.0,46600000.0,41900000.0,37400000.0,19900000.0
,deferredIncomeTax,-296000000.0,714000000.0,1434000000.0,-686000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,239000000.0,170000000.0,244000000.0,239000000.0,161000000.0,205000000.0,240000000.0,199000000.0,189000000.0,149000000.0,145831000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,774000000.0,-1106000000.0,371000000.0,-25000000.0,-450000000.0,-386000000.0,127000000.0,-777000000.0,1296000000.0,666000000.0,-2944999000.0,-1263045000.0,4678506000.0,-1277224000.0,-261753000.0,1197632000.0,-1025744000.0,-820522000.0,-690480000.0,-54527000.0,304400000.0,60100000.0,-15100000.0,-96900000.0,-112100000.0,-86700000.0
,accountsReceivables,-63000000.0,-74000000.0,-157000000.0,-159000000.0,-72000000.0,-17000000.0,276000000.0,-495000000.0,24000000.0,-475000000.0,-1395080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-19000000.0,45000000.0,85000000.0,28000000.0,45000000.0,10000000.0,-143000000.0,-47000000.0,-22000000.0,-21000000.0,-167293000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,870000000.0,-722000000.0,658000000.0,-266000000.0,-137000000.0,-254000000.0,193000000.0,529000000.0,0.0,0.0,0.0,4016308000.0,5229905000.0,1687555000.0,1666284000.0,1417795000.0,1590815000.0,2177077000.0,978702000.0,736146000.0,432200000.0,337100000.0,287700000.0,175000000.0,65900000.0,30700000.0
,netCashProvidedByOperatingActivites,16639000000.0,12978000000.0,14182000000.0,11856000000.0,10127000000.0,9304000000.0,9984000000.0,9060000000.0,7455000000.0,8142000000.0,2796947000.0,3482975000.0,13010430000.0,3376738000.0,3632048000.0,4527755000.0,2027859000.0,2275787000.0,1267749000.0,1396076000.0,1272300000.0,780600000.0,508600000.0,275300000.0,117700000.0,59100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-887000000.0,-874000000.0,-1018000000.0,-779000000.0,-532000000.0,-502000000.0,-818000000.0,-560000000.0,-315000000.0,-340000000.0,-231624000.0,-356327000.0,-437545000.0,-712190000.0,-159823000.0,-208975000.0,-252400000.0,-275436000.0,-326594000.0,-374018000.0,-351000000.0,-153000000.0,-51600000.0,-74900000.0,-61600000.0,-58100000.0
,acquisitionsNet,-8393000000.0,-600000000.0,-3187000000.0,-629000000.0,-9314000000.0,-24000000.0,-204000000.0,-17603000000.0,-1444000000.0,0.0,778000000.0,0.0,-10000000.0,-3635000000.0,451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-12501000000.0,-33188000000.0,-18297000000.0,-17941000000.0,-16477000000.0,-17477000000.0,-16062000000.0,-29257000000.0,-16060000000.0,-26378000000.0,-27827065000.0,-21697629000.0,-12717204000.0,-7777082000.0,-3688180000.0,-6564370000.0,-4609649000.0,-5748073000.0,-4268527000.0,-407572000.0,-871400000.0,-1251700000.0,-1275900000.0,-945000000.0,-403200000.0,-112000000.0
,salesMaturitiesOfInvestments,18383000000.0,16328000000.0,17988000000.0,14694000000.0,14284000000.0,16856000000.0,16469000000.0,34673000000.0,18879000000.0,24033000000.0,22950968000.0,9304773000.0,8334505000.0,11180326000.0,2951029000.0,2988235000.0,3122607000.0,4844937000.0,2838361000.0,605092000.0,762200000.0,718800000.0,3049100000.0,3185800000.0,3625000000.0,2393900000.0
,otherInvestingActivites,-877000000.0,-802000000.0,-663000000.0,-432000000.0,-610000000.0,137000000.0,456000000.0,363000000.0,811000000.0,2954000000.0,0.0,-2860218000.0,-5634465000.0,-6182399000.0,-5989403000.0,-6687948000.0,-7115188000.0,-8243492000.0,-5814825000.0,-5762565000.0,-4052400000.0,-1459900000.0,-2830800000.0,-4238000000.0,-4280700000.0,-2785300000.0
,netCashUsedForInvestingActivites,-22998000000.0,-15618000000.0,-15541000000.0,-25630000000.0,-29726000000.0,-15991000000.0,3721000000.0,-17987000000.0,-10363000000.0,4463000000.0,10445820000.0,-15609401000.0,-10465173000.0,-7126701000.0,-6886377000.0,-10473058000.0,-8854630000.0,-9422064000.0,-7571585000.0,-5939063000.0,-4512600000.0,-2145800000.0,-1109200000.0,-2072100000.0,-1120500000.0,-561500000.0
