Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,2785000.0,1017299.0,1048762.0,1091186.0,1843393.0,1715264.0,105987.0,221664.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,2785000.0,1017299.0,1048762.0,1091186.0,1843393.0,1715264.0,105987.0,221664.0
Receivables,1829000.0,4348305.0,8411019.0,7056298.0,3874620.0,441831.0,53821.0,812819.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,5468000.0,6134838.0,9798772.0,8493010.0,5947897.0,2208222.0,202808.0,1157410.0
Property, Plant & Equipment Net,192000.0,154546.0,55492.0,43936.0,27602.0,27798.0,15000.0,0.0
Goodwill and Intangible Assets,17408000.0,17287717.0,17010198.0,17926701.0,18318911.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0
Total non-current assets,17651000.0,17470861.0,17100349.0,18378863.0,22267072.0,1699325.0,77389.0,0.0
Total assets,23119000.0,23605699.0,26899121.0,26871873.0,28214969.0,3907547.0,280197.0,1157410.0
Payables,3575000.0,5010815.0,13156083.0,5138807.0,9614243.0,812809.0,302057.0,435216.0
Short-term debt,0.0,0.0,3418788.0,1378367.0,3850000.0,0.0,0.0,0.0
Total current liabilities,9017000.0,16166817.0,18074871.0,15540186.0,10344137.0,812809.0,302057.0,435216.0
Long-term debt,0.0,1524592.0,0.0,7455758.0,7713014.0,0.0,0.0,0.0
Total debt,0.0,1524592.0,3418788.0,8834125.0,11563014.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,1295.0,25295.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,1524592.0,0.0,7455758.0,12118425.0,0.0,0.0,0.0
Total liabilities,9017000.0,17691409.0,18074871.0,22995944.0,22462562.0,812809.0,302057.0,435216.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-18778000.0,-27521941.0,-14390004.0,-10141771.0,-7417862.0,-3006299.0,-1258859.0,0.0
Total shareholders equity,14102000.0,5914290.0,8824250.0,3875929.0,5752407.0,3094738.0,-21860.0,722194.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-2785000.0,507293.0,2370026.0,7742939.0,9719621.0,-1715264.0,-105987.0,-221664.0
Other Assets,854000.0,769234.0,338991.0,345526.0,229884.0,51127.0,43000.0,122927.0
Other Liabilities,5442000.0,11156002.0,1500000.0,9023012.0,-3120106.0,0.0,0.0,0.0
