Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,39623000.0,21262000.0,22968000.0,27609000.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,39623000.0,21262000.0,22968000.0,27609000.0
Receivables,58125000.0,51246000.0,43816000.0,39126000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,124368000.0,74629000.0,68324000.0,68080000.0
Property Plant & Equipment Net,10230000.0,7319000.0,8345000.0,9551000.0
Goodwill and Intangible Assets,370000.0,961000.0,476000.0,1095000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,29395000.0,26129000.0,18535000.0,14210000.0
Total assets,153763000.0,100758000.0,86859000.0,82290000.0
Payables,2099000.0,1554000.0,2369000.0,10510000.0
Short-term debt,21000.0,44000.0,99000.0,22382000.0
Total current liabilities,51922000.0,42139000.0,39604000.0,67263000.0
Long-term debt,46693000.0,56968000.0,111800000.0,9880000.0
Total debt,46714000.0,57012000.0,111899000.0,32262000.0
Deferred revenue,346000.0,132000.0,638000.0,566000.0
Tax Liabilities,783000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,101788000.0,70868000.0,264090000.0,177188000.0
Total liabilities,101788000.0,113007000.0,303694000.0,244451000.0
Other comprehensive income,371463000,1066000.0,2102000.0,583000.0
Retained earnings (deficit),-321487000.0,-268445000.0,-248804000.0,-173108000.0
Total shareholders equity,51975000.0,-208686000.0,-216835000.0,-162161000.0
Investments,0.0,0.0,0.0,0.0
Net Debt,7091000.0,35750000.0,88931000.0,4653000.0
Other Assets,0.0,2121000.0,1540000.0,1345000.0
Other Liabilities,-51922000.0,40541000.0,37136000.0,34371000.0
