Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,578000000.0,37000000.0,186000000.0,311000000.0,113000000.0
Short-term investments,404000000.0,393000000.0,736000000.0,863000000.0,55000000.0
Cash and short-term investments,404000000.0,393000000.0,736000000.0,863000000.0,55000000.0
Receivables,422000000.0,387000000.0,400000000.0,424000000.0,400000000.0
Inventories,13000000.0,13000000.0,11000000.0,9000000.0,9000000.0
Total current assets,18672000000.0,18593000000.0,18476000000.0,17963000000.0,14527000000.0
Property Plant & Equipment Net,14382000000.0,14228000000.0,14062000000.0,13266000000.0,11748000000.0
Goodwill and Intangible Assets,3747000000,3806000000,3796000000,3935000000,1725000000
Long-term investments,000000.0,000000.0,000000.0,000000.0,91000000.0
Tax assets,22000000.0,22000000.0,24000000.0,23000000.0,13000000.0
Total non-current assets,7287000000.0,7747000000.0,6992000000.0,7395000000.0,5015000000.0
Total assets,20141000000.0,19483000000.0,19860000000.0,19627000000.0,15243000000.0
Payables,109000000.0,140000000.0,133000000.0,134000000.0,130000000.0
Short-term debt,1640000000.0,891000000.0,2408000000.0,2352000000.0,796000000.0
Total current liabilities,2229000000.0,1493000000.0,3027000000.0,2938000000.0,1741000000.0
Long-term debt,5564000000.0,6390000000.0,5598000000.0,6406000000.0,4649000000.0
Total debt,5564000000.0,6390000000.0,5598000000.0,6406000000.0,4649000000.0
Deferred revenue,,,,,
Tax Liabilities,365000000.0,385000000.0,410000000.0,421000000.0,42000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,7287000000.0,7747000000.0,6992000000.0,7395000000.0,5015000000.0
Total liabilities,9516000000.0,9240000000.0,10019000000.0,10333000000.0,6756000000.0
Other comprehensive income,11000000.0,15000000.0,19000000.0,23000000.0,25000000.0
Retained earnings (deficit),6293000000.0,6220000000.0,5854000000.0,5303000000.0,4494000000.0
Total shareholders equity,10625000000.0,10243000000.0,9842000000.0,9295000000.0,8488000000.0
Investments,000000.0,000000.0,000000.0,000000.0,91000000.0
Net Debt,6626000000,7244000000,7820000000,8447000000,5332000000
Other Assets,549000000,575000000,625000000,773000000,1069000000
Other Liabilities,1372000000,935000000,954000000,486000000,819000000
