Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,464804825.4703,122933974.4559,1958510.8711
Short-term investments,201880456.1505,9554421.4027,67295272.8582
Cash and short-term investments,666685281.6208,132488395.8586,69253783.7293
Receivables,12520091.1722,13127122.1282,71994.2405
Inventories,0.0,0.0,0.0
Total current assets,688072596.8162,167510654.3229,70360278.9057
Property Plant & Equipment Net,2646341.2446,1473962.8174,317111.879
Goodwill and Intangible Assets,21238388.4226,257220.3748,7775.8099
Long-term investments,324838278.1476,102178793.8331,73017802.0158
Tax assets,14499998.987,10243982.3156,0.0
Total non-current assets,368532353.1114,134313344.6191,73649816.7027
Total assets,1056604949.9276,301823998.942,144010095.6084
Payables,0.0,835096.7352,1290673.2901
Short-term debt,163125043.5601,0.0,72218167.3146
Total current liabilities,226538441.6787,79550188.4825,74504128.0058
Long-term debt,68421612.1563,26451027.8114,29543065.6587
Total debt,231546655.7164,26451027.8114,101761232.9734
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,7744966.2808,9419718.1076,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,69521381.1867,31825258.162,29543065.6587
Total liabilities,296059822.8654,111375446.6445,104047193.6645
Other comprehensive income,15839796.8162,-60262.6965,0.0
Retained earnings (deficit),101018297.8292,-409826854.8972,-3233642.3326
Total shareholders equity,760024914.1823,-409254621.3724,39962901.9438
Investments,526718734.2981,111733215.2358,140313074.874
Net Debt,,,
Other Assets,11794627.207,,
Other Liabilities,63413398.1186,78715091.7473,995287.4011
