Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,68080175.0,8672014.0,17921485.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,68080175.0,8672014.0,17921485.0
Receivables,0.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,74652065.0,11475114.0,19089780.0
Property Plant & Equipment Net,22014237.0,14255729.0,3016525.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,22242698.0,14379105.0,3461369.0
Total assets,96894763.0,25854219.0,22551149.0
Payables,3042861.0,7916410.0,2017251.0
Short-term debt,27199.0,1472859.0,6015.0
Total current liabilities,15498810.0,21401846.0,6041369.0
Long-term debt,7097.0,34298.0,5458.0
Total debt,34296.0,1507157.0,11473.0
Deferred revenue,658667.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,215458.0,479007.0,815203.0
Total liabilities,15835290.0,21880853.0,6856572.0
Other comprehensive income,229054460,-2022477.0,-661112.0
Retained earnings (deficit),-148289717.0,-65423843.0,-34379308.0
Total shareholders equity,81059473.0,-47365265.0,-17139083.0
Investments,0.0,0.0,0.0
Net Debt,-68045879.0,-7164857.0,-17910012.0
Other Assets,0.0,2803100.0,1168295.0
Other Liabilities,121022.0,12012577.0,4018103.0
