Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,10320000.0,9401000.0,13146000.0
Short-term investments,0.0,0.0,0.0
Cash and short-term investments,10320000.0,9401000.0,13146000.0
Receivables,4725000.0,3239000.0,1993000.0
Inventories,4259000.0,5151000.0,3236000.0
Total current assets,20672000.0,19409000.0,18925000.0
Property Plant & Equipment Net,1524000.0,1640000.0,1025000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,5195000.0,2287000.0,1514000.0
Total assets,25867000.0,21696000.0,20439000.0
Payables,2126000.0,2880000.0,1435000.0
Short-term debt,0.0,0.0,1412000.0
Total current liabilities,8430000.0,6902000.0,8547000.0
Long-term debt,19939000.0,19319000.0,8212000.0
Total debt,19939000.0,19319000.0,9624000.0
Deferred revenue,700000.0,949000.0,1516000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,22602000.0,20673000.0,9348000.0
Total liabilities,31032000.0,27575000.0,17895000.0
Other comprehensive income,0.0,0.0,0.0
Retained earnings (deficit),-182122000.0,-157000000.0,-135723000.0
Total shareholders equity,-73588000.0,-49520000.0,-29308000.0
Investments,0.0,0.0,0.0
Net Debt,9619000.0,9918000.0,-3522000.0
Other Assets,1368000.0,1618000.0,550000.0
Other Liabilities,6304000.0,4022000.0,5700000.0
