Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Cash and cash equivalents,11333333.3333,49018067.557,9970238.0952,17859725.235,3442340.7917,14982142.8571,0.0,0.0
Short-term investments,180814814.8148,28122545.1689,36532738.0952,354663774.4035,448020654.0448,2937969.9248,19574446.6801,10628180.0391
Cash and short-term investments,192148148.1481,77140612.7259,46502976.1904,372523499.6385,451462994.8365,17920112.7819,19574446.6801,10628180.0391
Receivables,238962962.963,298664571.8775,249776785.7143,236442516.269,360327022.3752,331314849.6241,303591549.2958,286507827.7886
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,434518518.5185,400078554.5954,300223214.2857,612653651.4823,817383820.9983,354434210.5263,331701207.2435,301873776.908
Property, Plant & Equipment Net,7726074074.0741,11046661429.6936,10546800595.2381,10812509038.3225,12263425129.0878,10581905075.188,10382160965.7948,7018063600.7828
Goodwill and Intangible Assets,180740740.7407,197879025.923,187425595.2381,182140274.765,216781411.3597,236765977.4436,253439637.827,203201565.5577
Long-term investments,266814814.8148,250981932.443,279836309.5238,412436731.7426,286833046.4716,114968984.9624,127914486.9215,157070450.0978
Tax assets,446148148.1481,151453260.0157,314285714.2857,280911062.9067,0.0,0.0,0.0,0.0
Total non-current assets,8995407407.4074,12172820109.9764,11726264880.9524,12124873463.4852,13354044750.4303,11616235902.2556,11873161971.831,8244550880.6262
Total assets,9429925925.9259,12572898664.5719,12026488095.2381,12737527114.9675,14171428571.4286,11970670112.782,12204863179.0744,8546424657.5342
Payables,394740740.7407,481775333.857,481547619.0476,491250903.8322,722203098.1067,741828007.5188,659145875.2515,566812133.0724
Short-term debt,73925925.9259,50117831.8932,67410714.2857,52060737.5271,80464716.0069,0.0,0.0,0.0
Total current liabilities,510074074.0741,678318931.6575,626860119.0476,604555314.5336,938984509.4664,937980263.1579,761289738.4306,666613502.9354
Long-term debt,3094000000.0,3179261586.8028,2775372023.8095,3167028199.5662,2452323580.0344,1629806390.9774,1483489939.6378,1075369863.0137
Total debt,3167925925.9259,3229379418.696,2842782738.0952,3219088937.0933,2532788296.0413,1629806390.9774,1483489939.6378,1075369863.0137
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,432521602.5137,484747023.8095,719667389.7325,1160240963.8554,812601503.7594,797449698.1891,638486301.3699
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,4021481481.4815,4696700706.9914,4263318452.381,4811930585.6833,4488123924.2685,3043899436.0902,2796881287.7264,2149325831.7025
Total liabilities,4531555555.5556,5375019638.6489,4890178571.4286,5416485900.2169,5427108433.7349,3981879699.2481,3558171026.1569,2815939334.638
Other comprehensive income,438296296.2963,276669285.1532,381324404.7619,413449023.8612,208605851.9793,87068609.0226,-1286720.3219,7695694.7162
Retained earnings (deficit),-7827555555.5556,-6089395129.6151,-5529836309.5238,-4511424439.624,-3749655765.9208,-3470335526.3158,-2772466800.8048,-1980186888.454
Total shareholders equity,4898370370.3704,7197879025.923,7136309523.8095,7321041214.7505,8744320137.6936,7988790413.5338,8646692152.9175,5730485322.8963
Investments,447629629.6296,279104477.6119,316369047.619,767100506.1461,734853700.5164,117906954.8872,147488933.6016,167698630.137
Net Debt,3156592592.5926,,,,,,,
Other Assets,-705358.6714,,,,,,,
Other Liabilities,41407407.4075,146425765.9073,77901785.7143,61243673.1743,136316695.3528,196152255.6391,102143863.1791,99801369.863
