Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,1000000.0,1000000.0,287000000.0,000000.0,000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,43000000.0,98000000.0,94000000.0,124000000.0,130000000.0
Inventories,,,,,
Total current assets,1248000000.0,1780000000.0,3583000000.0,4122000000.0,5722000000.0
Property, Plant & Equipment Net,1157000000.0,1336000000.0,3345000000.0,3842000000.0,5277000000.0
Goodwill and Intangible Assets,0,0,0,0,202000000
Long-term investments,000000.0,100000000.0,119000000.0,89000000.0,60000000.0
Tax assets,000000.0,342000000.0,118000000.0,25000000.0,000000.0
Total non-current assets,727000000.0,893000000.0,1702000000.0,2539000000.0,2645000000.0
Total assets,1344000000.0,1911000000.0,4101000000.0,4551000000.0,6170000000.0
Payables,73000000.0,136000000.0,174000000.0,218000000.0,353000000.0
Short-term debt,233000000.0,000000.0,127000000.0,4000000.0,11000000.0
Total current liabilities,366000000.0,211000000.0,915000000.0,247000000.0,598000000.0
Long-term debt,482000000.0,610000000.0,1024000000.0,1853000000.0,1686000000.0
Total debt,482000000.0,610000000.0,1024000000.0,1853000000.0,1686000000.0
Deferred revenue,,,,,
Tax Liabilities,000000.0,000000.0,000000.0,000000.0,198000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,727000000.0,893000000.0,1702000000.0,2539000000.0,2645000000.0
Total liabilities,1092000000.0,1105000000.0,2616000000.0,2786000000.0,3243000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),-4596000000.0,-4037000000.0,-3353000000.0,-3059000000.0,-1865000000.0
Total shareholders equity,252000000.0,806000000.0,1485000000.0,1765000000.0,2927000000.0
Investments,000000.0,100000000.0,119000000.0,89000000.0,60000000.0
Net Debt,714000000,609000000,864000000,1857000000,1697000000
Other Assets,144000000,26000000,121000000,456000000,483000000
Other Liabilities,305000000,358000000,755000000,711000000,822000000
