date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-578000000.0,-2454000000.0,5149000000.0,4568000000.0,1779000000.0,-7946000000.0,-1086000000.0,2263000000.0,2916000000.0,118000000.0,9399000000.0,10368000000.0
,depreciationAndAmortization,2960000000.0,3067000000.0,2799000000.0,2768000000.0,2721000000.0,3192000000.0,3939000000.0,4669000000.0,4395000000.0,4894000000.0,6100000000.0,4570000000.0
,deferredIncomeTax,1666000000.0,459000000.0,-349000000.0,432000000.0,986000000.0,902000000.0,615000000.0,882000000.0,-1479000000.0,-4512000000.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,932000000.0,2087000000.0,-4340000000.0,-2155000000.0,-1405000000.0,167000000.0,-273000000.0,-7888000000.0,-4522000000.0,3280000000.0,-9016000000.0,793000000.0
,accountsReceivables,-76000000.0,0.0,-646000000.0,-620000000.0,-373000000.0,335000000.0,537000000.0,-694000000.0,-433000000.0,1578000000.0,0.0,0.0
,inventory,1786000000.0,2469000000.0,-4652000000.0,-2347000000.0,-2055000000.0,925000000.0,-122000000.0,-3057000000.0,-5540000000.0,5356000000.0,-7724000000.0,-690000000.0
,accountsPayables,-214000000.0,-1236000000.0,914000000.0,1094000000.0,1405000000.0,-1291000000.0,-47000000.0,-74000000.0,3442000000.0,-360000000.0,0.0,0.0
,otherWorkingCapital,-564000000.0,-110000000.0,44000000.0,-282000000.0,-382000000.0,198000000.0,-641000000.0,-3179000000.0,-1991000000.0,-3294000000.0,-946000000.0,370000000.0
,otherNonCashItems,89000000.0,259000000.0,158000000.0,327000000.0,-113000000.0,722000000.0,743000000.0,-403000000.0,71000000.0,2977000000.0,536000000.0,-1501000000.0
,netCashProvidedByOperatingActivites,4082000000.0,6017000000.0,4196000000.0,4563000000.0,2708000000.0,2151000000.0,3870000000.0,1777000000.0,4015000000.0,7278000000.0,14652000000.0,16532000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4838000000.0,-3308000000.0,-2792000000.0,-5531000000.0,-5448000000.0
,acquisitionsNet,0.0,-570000000.0,-1040000000.0,22000000.0,1209000000.0,23000000.0,264000000.0,-860000000.0,-75000000.0,-120000000.0,-6174000000.0,-6052000000.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95000000.0,-327000000.0,-33000000.0,0.0,0.0
,salesMaturitiesOfInvestments,59000000.0,196000000.0,44000000.0,44000000.0,165000000.0,195000000.0,532000000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,11000000.0,39000000.0,-744000000.0,-77000000.0,-73000000.0,342000000.0,82000000.0,2220000000.0,374000000.0,161000000.0,-696000000.0,787000000.0
,netCashUsedForInvestingActivites,-2011000000.0,-3824000000.0,-3759000000.0,-2830000000.0,-1143000000.0,-2170000000.0,-3077000000.0,-3573000000.0,-3336000000.0,-2784000000.0,-12428000000.0,-11909000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-3412000000.0,-5436000000.0,-3669000000.0,-4793000000.0,-7633000000.0,-2991000000.0,-5827000000.0,-8194000000.0,-7854000000.0,-19879000000.0,0.0,0.0
,commonStockIssued,740000000.0,0.0,0.0,0.0,3115000000.0,0.0,0.0,0.0,1363000000.0,3153000000.0,68000000.0,55000000.0
,commonStockRepurchased,-500000000.0,-90000000.0,-226000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4440000000.0,-2553000000.0
,dividendsPaid,-181000000.0,-332000000.0,-220000000.0,-141000000.0,-61000000.0,-416000000.0,-458000000.0,-1194000000.0,-1257000000.0,-1338000000.0,-2576000000.0,-2269000000.0
,otherFinancingActivites,1237000000.0,0.0,-31000000.0,-63000000.0,27000000.0,3000000.0,-739000000.0,-130000000.0,-2065000000.0,-330000000.0,-57000000.0,-85000000.0
,netCashUsedProvidedByFinancingActivities,-1498000000.0,514000000.0,-689000000.0,-1731000000.0,-2926000000.0,395000000.0,-2750000000.0,-540000000.0,-7000000.0,-6347000000.0,-2132000000.0,-3417000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,163000000.0,-22000000.0,-140000000.0,58000000.0,-127000000.0,-267000000.0,-230000000.0,55000000.0,-159000000.0,196000000.0,-376000000.0,634000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-3000000.0,10000000.0,-10000000.0,13000000.0,-13000000.0,109000000.0,8000000.0,-2386000000.0,288000000.0,-1657000000.0,-284000000.0,1840000000.0
,cashAtEndOfPeriod,5600000000.0,4867000000.0,2172000000.0,2574000000.0,2501000000.0,4002000000.0,3893000000.0,3821000000.0,6207000000.0,5919000000.0,7576000000.0,7860000000.0
,cashAtBeginningOfPeriod,4867000000.0,2172000000.0,2574000000.0,2501000000.0,4002000000.0,3893000000.0,6072000000.0,6207000000.0,5919000000.0,7576000000.0,7860000000.0,6020000000.0
