date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,commonStockIssued,0.0,3383000.0,2846000.0,2280000.0,2982000.0,2835000.0,6794000.0,3054000.0,3821000.0,5726000.0,4454000.0,273731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-145966000.0,-14635000.0,-15634000.0,-12940000.0,-3225000.0,-5964000.0,-10326000.0,-213825000.0,-199950000.0,0.0,-1207000.0,-20750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-158222000.0,-155107000.0,-125988000.0,-116820000.0,-115828000.0,-115641000.0,-103618000.0,-86290000.0,-64218000.0,-30679000.0,-29605000.0,-29662000.0,-25375000.0,-24603000.0,-11968000.0,-10709000.0,-10089000.0,-9623000.0,-6381000.0,-2782000.0,-2704000.0,-2700000.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,1055000.0,3291000.0,6513000.0,5522000.0,-2550000.0,-14432000.0,243284000.0,0.0,-8451000.0,7457000.0,12111000.0,-85000.0,0.0,-90000.0,0.0,0.0,-672000.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,6908793000.0,2124962000.0,3800808000.0,2068460000.0,1680360000.0,3490306000.0,2111060000.0,1881715000.0,364200000.0,914211000.0,-772504000.0,-1391697000.0,668767000.0,263156000.0,1437953000.0,1135330000.0,1619946000.0,515215000.0,436551000.0,165585000.0,113018000.0,74400000.0,302300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,3420000.0,-29843000.0,-24783000.0,31178000.0,-11940000.0,-11047000.0,0.0,0.0,-900000.0,-1066000.0,2107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,272934000.0,259772000.0,826785000.0,296089000.0,517616000.0,321002000.0,144065000.0,-427286000.0,-108079000.0,97236000.0,234865000.0,-43712000.0,718506000.0,-32212000.0,41367000.0,58117000.0,-48514000.0,-153683000.0,70938000.0,161286000.0,19551000.0,-117600000.0,-100000.0
,cashAtEndOfPeriod,439065000.0,3261149000.0,3001377000.0,2174592000.0,1878503000.0,1360887000.0,1039885000.0,895820000.0,1323106000.0,1431185000.0,1333949000.0,835141000.0,878853000.0,160347000.0,192559000.0,151192000.0,93075000.0,141589000.0,295272000.0,224334000.0,63048000.0,43500000.0,0.0
,cashAtBeginningOfPeriod,166131000.0,3001377000.0,2174592000.0,1878503000.0,1360887000.0,1039885000.0,895820000.0,1323106000.0,1431185000.0,1333949000.0,1099084000.0,878853000.0,160347000.0,192559000.0,151192000.0,93075000.0,141589000.0,295272000.0,224334000.0,63048000.0,43497000.0,161100000.0,347600000.0
,operatingCashFlow,581857000.0,735829000.0,883172000.0,696906000.0,641856000.0,469624000.0,392898000.0,425845000.0,287526000.0,255317000.0,869196000.0,152905000.0,182421000.0,223529000.0,121471000.0,144193000.0,87485000.0,73849000.0,32008000.0,67624000.0,23193000.0,39600000.0,15100000.0
,capitalExpenditure,0.0,1224000.0,4484000.0,6999000.0,7408000.0,41050000.0,70936000.0,64312000.0,100547000.0,177015000.0,-90931000.0,-179000.0,-3693000.0,-5226000.0,-8661000.0,-12563000.0,-4938000.0,-3491000.0,-1405000.0,-4949000.0,-3617000.0,-1500000.0,-1400000.0
,freeCashFlow,581857000.0,725970000.0,869385000.0,683152000.0,641856000.0,463069000.0,381045000.0,337737000.0,277246000.0,244810000.0,778265000.0,152726000.0,178728000.0,218303000.0,112810000.0,131630000.0,82547000.0,70358000.0,30603000.0,62675000.0,19576000.0,38100000.0,13700000.0
