date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,0.0,0.0,2534000000.0,0.0,980000000.0,1280916000.0,0.0,607136000.0,0.0,60983000.0,165978000.0,13891000.0,17381000.0,41577000.0,35068000.0,33020000.0,250389000.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-176000000.0,-653000000.0,-179000000.0,-36000000.0,-25000000.0,-31000000.0,-34000000.0,-20102000.0,-63325000.0,-40355000.0,-14039000.0,-21921000.0,-181497000.0,-221424000.0,-348945000.0,-949259000.0,-92256000.0,-2349000.0,0.0,-5500000.0,-23100000.0,300000.0,-10400000.0,8600000.0
,dividendsPaid,-346000000.0,-127000000.0,-55000000.0,-14000000.0,-13000000.0,-12000000.0,-12000000.0,-11138000.0,-10021000.0,-9556000.0,-9488000.0,-29232000.0,-35917000.0,-32804000.0,-31726000.0,-30339000.0,-26557000.0,0.0,0.0,0.0,0.0,0.0,-10100000.0,-5500000.0
,otherFinancingActivites,-322000000.0,-14000000.0,-27000000.0,0.0,1000000.0,-3000000.0,18000000.0,-22048000.0,12203000.0,-5257000.0,-47313000.0,-11518000.0,-12010000.0,286000.0,4421000.0,-80196000.0,-55425000.0,-16854000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,381000000.0,-788000000.0,-703000000.0,-529000000.0,2049000000.0,958000000.0,965000000.0,157775000.0,1110745000.0,457397000.0,-246375000.0,-153043000.0,162348000.0,1011319000.0,-913543000.0,-1371790000.0,414258000.0,-91720000.0,170873000.0,-64000000.0,-244100000.0,-479100000.0,190900000.0,166000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496000.0,1431000.0,3291000.0,674000.0,1150000.0,-831000.0,-600000.0,-200000.0,400000.0,-500000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,796000000.0,-120000000.0,-71000000.0,-222000000.0,-273000000.0,366000000.0,632000000.0,163250000.0,-308088000.0,426324000.0,83792000.0,-20969000.0,36166000.0,5138000.0,-11769000.0,11545000.0,-12042000.0,10809000.0,-5844000.0,-11800000.0,-8600000.0,-24400000.0,-12500000.0,53000000.0
,cashAtEndOfPeriod,1501000000.0,705000000.0,825000000.0,896000000.0,1118000000.0,1391000000.0,1025000000.0,392646000.0,229396000.0,537484000.0,111160000.0,27368000.0,48337000.0,12171000.0,7033000.0,18802000.0,7257000.0,19299000.0,8490000.0,14200000.0,26400000.0,34600000.0,59500000.0,72000000.0
,cashAtBeginningOfPeriod,705000000.0,825000000.0,896000000.0,1118000000.0,1391000000.0,1025000000.0,393000000.0,229396000.0,537484000.0,111160000.0,27368000.0,48337000.0,12171000.0,7033000.0,18802000.0,7257000.0,19299000.0,8490000.0,14334000.0,26000000.0,35000000.0,59000000.0,72000000.0,19000000.0
,operatingCashFlow,2083000000.0,3115000000.0,3242000000.0,2090000000.0,1498000000.0,1248000000.0,2366000000.0,2145279000.0,1837577000.0,1529714000.0,1285023000.0,543059000.0,1025228000.0,775315000.0,754828000.0,1295310000.0,1104547000.0,763679000.0,332245000.0,475600000.0,430100000.0,255200000.0,314100000.0,228200000.0
,capitalExpenditure,-1602000000.0,-2988000000.0,-3520000000.0,-2365000000.0,-1857000000.0,-2110000000.0,-3243000000.0,-2638799000.0,-2758073000.0,-2290211000.0,-1195772000.0,-462585000.0,-1444330000.0,-2203866000.0,-1499314000.0,-1162882000.0,-652865000.0,-697998000.0,-626981000.0,-547300000.0,-297200000.0,-191500000.0,-538900000.0,-441400000.0
,freeCashFlow,481000000.0,127000000.0,-278000000.0,-275000000.0,-359000000.0,-862000000.0,-877000000.0,-493520000.0,-920496000.0,-760497000.0,89251000.0,80474000.0,-419102000.0,-1428551000.0,-744486000.0,132428000.0,451682000.0,65681000.0,-294736000.0,-71700000.0,132900000.0,63700000.0,-224800000.0,-213200000.0
