Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,121000000.0,83000000.0,87000000.0,161000000.0,131000000.0,188340000.0,206067000.0
Short-term investments,92000000.0,90000000.0,29000000.0,87000000.0,116000000.0,96388000.0,142689000.0
Cash and short-term investments,213000000.0,173000000.0,116000000.0,248000000.0,247000000.0,284728000.0,348756000.0
Receivables,1285000000.0,1157000000.0,1188000000.0,1373000000.0,1194000000.0,1243345000.0,1251689000.0
Inventories,1290000000.0,1226000000.0,1267000000.0,1364000000.0,1392000000.0,1470549000.0,1460874000.0
Total current assets,2788000000.0,2725000000.0,2571000000.0,2985000000.0,3140000000.0,3041640000.0,3063065000.0
Property Plant & Equipment Net,4663000000.0,4521000000.0,4309000000.0,4212000000.0,3927000000.0,3686240000.0,3097385000.0
Goodwill and Intangible Assets,671000000.0,722000000.0,824000000.0,1185000000.0,803000000.0,791174000.0,734809000.0
Long-term investments,175000000.0,241000000.0,406000000.0,159000000.0,185000000.0,182130000.0,191467000.0
Tax assets,122000000.0,132000000.0,150000000.0,199000000.0,297000000.0,216427000.0,168658000.0
Total non-current assets,5988000000.0,5989000000.0,5981000000.0,6092000000.0,5208000000.0,4931845000.0,4281846000.0
Total assets,8776000000.0,8714000000.0,8552000000.0,9077000000.0,8348000000.0,7973485000.0,7344911000.0
Payables,715000000.0,790000000.0,644000000.0,716000000.0,585000000.0,1169555000.0,1186268000.0
Short-term debt,610000000.0,822000000.0,588000000.0,673000000.0,603000000.0,718284000.0,552062000.0
Total current liabilities,2009000000.0,2328000000.0,2023000000.0,2046000000.0,2005000000.0,1960041000.0,1809198000.0
Long-term debt,1815000000.0,2388000000.0,2796000000.0,2805000000.0,2322000000.0,1317220000.0,1169114000.0
Total debt,2425000000.0,3210000000.0,3384000000.0,3478000000.0,2925000000.0,2035504000.0,1721176000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,297000000.0,228000000.0,303000000.0,351000000.0,296000000.0,254594000.0,245800000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,2852000000.0,3456000000.0,3870000000.0,3843000000.0,3343000000.0,2334770000.0,2147449000.0
Total liabilities,4861000000.0,5784000000.0,5893000000.0,5889000000.0,5348000000.0,4294811000.0,3956647000.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),3743000000.0,2691000000.0,2518000000.0,2902000000.0,2692000000.0,3152832000.0,2935537000.0
Total shareholders equity,3781000000.0,2859000000.0,2574000000.0,3028000000.0,2974000000.0,3653920000.0,3365006000.0
Investments,267000000.0,331000000.0,435000000.0,246000000.0,301000000.0,278518000.0,334156000.0
Net Debt,2212000000.0,,,,,,
Other Assets,0.0,,,,,,
Other Liabilities,684000000.0,716000000.0,791000000.0,657000000.0,817000000.0,72202000.0,70868000.0
