date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1216000000.0,1997000000.0,287000000.0,1045000000.0,591000000.0,634000000.0,525000000.0,517000000.0,421000000.0,166000000.0,377000000.0,432000000.0,429000000.0,855000000.0,930000000.0,602000000.0,584000000.0,374000000.0,238000000.0,193000000.0,118365000.0,254722000.0,241567000.0,299375000.0,223760000.0,227350000.0,201230000.0,216000000.0,171300000.0,146300000.0,129000000.0,114500000.0
,depreciationAndAmortization,81000000.0,72000000.0,63000000.0,55000000.0,48000000.0,52000000.0,51000000.0,50000000.0,44000000.0,42000000.0,41000000.0,38000000.0,32000000.0,36000000.0,38000000.0,33000000.0,28000000.0,30000000.0,22000000.0,25000000.0,18269000.0,16016000.0,11793000.0,11327000.0,7100000.0,9641000.0,9923000.0,10500000.0,10100000.0,6000000.0,5000000.0,6300000.0
,deferredIncomeTax,136000000.0,343000000.0,-47000000.0,-444000000.0,38000000.0,16000000.0,37000000.0,19000000.0,26000000.0,-17000000.0,30000000.0,71000000.0,-127000000.0,12000000.0,-5000000.0,33000000.0,45000000.0,-24000000.0,-13000000.0,-34000000.0,985000.0,-9683000.0,-13307000.0,-11862000.0,-9272000.0,-8174000.0,-16131000.0,-20100000.0,-17100000.0,-16500000.0,-7900000.0,-14700000.0
,stockBasedCompensation,31000000.0,30000000.0,28000000.0,26000000.0,23000000.0,20000000.0,19000000.0,18000000.0,16000000.0,13000000.0,11000000.0,10000000.0,15000000.0,14000000.0,17000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,13590000000.0,-1459000000.0,-374000000.0,-400000000.0,-632000000.0,-326000000.0,-429000000.0,-551000000.0,-444000000.0,-486000000.0,-555000000.0,-946000000.0,2304000000.0,-270000000.0,-414000000.0,-246000000.0,33000000.0,-802000000.0,-502000000.0,-647000000.0,-913000000.0,-936000000.0,-276000000.0,-915000000.0,-432000000.0,-657000000.0,-2714000000.0,0.0,0.0,0.0,0.0,12000000.0
,accountsReceivables,-26000000.0,-175000000.0,-107000000.0,77000000.0,-118000000.0,-54000000.0,-62000000.0,-70000000.0,-118000000.0,-128000000.0,80000000.0,148000000.0,43000000.0,-50000000.0,-13000000.0,-3000000.0,-118000000.0,-97000000.0,-261000000.0,-399000000.0,-107299000.0,-17450000.0,-13242000.0,-3724000.0,-3008000.0,-33946000.0,-6603000.0,138100000.0,-11600000.0,-18500000.0,2900000.0,-19700000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81300000.0,0.0,6700000.0,-11700000.0,14400000.0
,otherWorkingCapital,-399000000.0,-13989000000.0,-12530000000.0,-12156000000.0,-11756000000.0,-11124000000.0,-10798000000.0,-10369000000.0,-9818000000.0,-9374000000.0,-8888000000.0,-8333000000.0,-7387000000.0,-9691000000.0,-9421000000.0,-9007000000.0,-8761000000.0,-8794000000.0,-7992000000.0,-7490000000.0,-6843000000.0,-5930000000.0,-4994000000.0,-4718000000.0,-3803000000.0,-3371000000.0,-2714000000.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66000000.0,0.0,-23000000.0,0.0,0.0,0.0,2546000.0,-224000.0,169000.0,-34343000.0,14245000.0,-10258000.0,-261400000.0,183300000.0,202400000.0,130200000.0,129000000.0
,netCashProvidedByOperatingActivites,1491000000.0,1208000000.0,1181000000.0,1052000000.0,1103000000.0,1064000000.0,873000000.0,796000000.0,638000000.0,247000000.0,531000000.0,525000000.0,484000000.0,705000000.0,615000000.0,805000000.0,823000000.0,816000000.0,667000000.0,540000000.0,356598000.0,687803000.0,273577000.0,426957000.0,308339000.0,385379000.0,325820000.0,363200000.0,329100000.0,328700000.0,232400000.0,247100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20000000.0,-24000000.0,-20000000.0,-16000000.0,-13000000.0,-10000000.0,-9000000.0,-7000000.0,-6000000.0,-7000000.0,-17000000.0,-42000000.0,-36000000.0,-70000000.0,-52000000.0,-44000000.0,-33000000.0,-38000000.0,-27000000.0,-15000000.0,-43724000.0,-102141000.0,-47750000.0,-16485000.0,-18555000.0,-10806000.0,-11356000.0,-7600000.0,-12100000.0,-14900000.0,-4100000.0,-4100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2131000000.0,-2196000000.0,-1989000000.0,-2251000000.0,-2447000000.0,-2214000000.0,-1695000000.0,-1641000000.0,-1586000000.0,-1424000000.0,-1879000000.0,-2931000000.0,-2466000000.0,-2453000000.0,-1442000000.0,-1561000000.0,-1983000000.0,-1481000000.0,-964000000.0,-826000000.0,-1070850000.0,-677866000.0,-961516000.0,-1042734000.0,-923930000.0,-986716000.0,-844990000.0,-931000000.0,-813300000.0,-655000000.0,-452300000.0,-431400000.0
