Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,20181648.9362,20559331.7972,4077102.8037,8606325.5336,2443314.6924,5143391.8802
Short-term investments,0.0,0.0,2497144.3406,518385.189,512455.516,579614.1664
Cash and short-term investments,20181648.9362,20559331.7972,6574247.1443,9124710.7226,2955770.2084,5723006.0466
Receivables,256648.9362,1129896.3134,211578.4008,370789.406,274783.9349,140800.4607
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,20438297.8723,21689228.1106,6785825.5452,9495500.1286,3230554.1434,5863806.5073
Property Plant & Equipment Net,7513031.9149,1586981.5668,374610.5919,525584.9833,670564.3111,945868.1255
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,532191.0696,526613.5253,520843.9248,588828.1025
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,7709840.4255,1840437.788,1030893.0426,1125996.4001,1462379.2578,1571551.9724
Total assets,28148138.2979,23529665.8986,7816718.5877,10621496.5287,4692933.4011,7435358.4797
Payables,5797606.383,1982430.8756,356957.4247,436873.2322,460854.0925,513101.0654
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,5797606.383,1982430.8756,356957.4247,436873.2322,460854.0925,513101.0654
Long-term debt,25095744.6809,0.0,0.0,0.0,0.0,0.0
Total debt,25095744.6809,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,30652393.617,5345622.1198,809709.242,1559012.5996,15760.0407,15836.4526
Total liabilities,36450000.0,7328052.9954,1166666.6667,1995885.8318,476614.1332,528937.518
Other comprehensive income,0.0,0.0,1557.6324,3085.6261,4321.3015,6046.6456
Retained earnings (deficit),-56155319.1489,-35546370.9677,-23070093.4579,-20489071.7408,-17662175.9024,-17771091.2756
Total shareholders equity,-8301861.7021,16201612.9032,6650051.9211,8625610.6968,4216319.2679,6906420.9617
Investments,0.0,0.0,3029335.4102,1044998.7143,1033299.4408,1168442.2689
Net Debt,4914095.7447,,,,,
Other Assets,38120.9925,,,,,
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
