date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-32944000.0,-13731000.0,-12025000.0,-8932000.0,-6572000.0
,depreciationAndAmortization,8010000.0,4671000.0,2892000.0,2405000.0,1902000.0
,deferredIncomeTax,-723000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,6196000.0,2603000.0,3185000.0,3478000.0,1251000.0
,changeInWorkingCapital,9006000.0,26456000.0,27845000.0,46519000.0,-2556000.0
,accountsReceivables,-451000.0,-5820000.0,-3801000.0,-1505000.0,-280000.0
,inventory,-12070000.0,-9767000.0,-4801000.0,-4410000.0,889000.0
,accountsPayables,3071000.0,2401000.0,-1524000.0,1952000.0,1544000.0
,otherWorkingCapital,123401000.0,114395000.0,87939000.0,60094000.0,13575000.0
,otherNonCashItems,-8075000.0,-37768000.0,-37480000.0,-50687000.0,4856000.0
,netCashProvidedByOperatingActivites,-18530000.0,-17769000.0,-15583000.0,-7217000.0,-1119000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10504000.0,-11816000.0,-5253000.0,-5207000.0,-4348000.0
,acquisitionsNet,-3393000.0,-49836000.0,0.0,0.0,0.0
,purchasesOfInvestments,-55000000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-796000.0,-270000.0,-712000.0,-1337000.0,-406000.0
,netCashUsedForInvestingActivites,-69693000.0,-61922000.0,-5965000.0,-6544000.0,-4754000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-25125000.0,-118000.0,-4178000.0,-78000.0,-102000.0
,commonStockIssued,70207000.0,59996000.0,43425000.0,53775000.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,-990000.0,0.0
,dividendsPaid,0.0,0.0,0.0,-5965000.0,0.0
,otherFinancingActivites,1650000.0,31141000.0,410000.0,7992000.0,3706000.0
,netCashUsedProvidedByFinancingActivities,46732000.0,91019000.0,39657000.0,54734000.0,3604000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-404000.0,8000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-41895000.0,11336000.0,18109000.0,40973000.0,-2269000.0
,cashAtEndOfPeriod,30132000.0,72027000.0,60691000.0,42582000.0,1609000.0
,cashAtBeginningOfPeriod,72027000.0,60691000.0,42582000.0,1609000.0,3878000.0
,operatingCashFlow,-18530000.0,-17769000.0,-15583000.0,-7217000.0,-1119000.0
,capitalExpenditure,-11300000.0,-12086000.0,-5463000.0,-6544000.0,-4754000.0
,freeCashFlow,-29830000.0,-29855000.0,-21046000.0,-13761000.0,-5873000.0
