date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200000.0,64900000.0,60100000.0,91600000.0,78500000.0,70000000.0,25000000.0,44000000.0,20000000.0,125000000.0,75000000.0,56000000.0
,commonStockRepurchased,-264200000.0,-1009000000.0,-1482300000.0,-342600000.0,-507600000.0,-598400000.0,-485700000.0,-402700000.0,-259400000.0,-298700000.0,-118800000.0,-53500000.0,-359100000.0,-1519300000.0,-722500000.0,-499200000.0,-258400000.0,-128000000.0,0.0,-63000000.0,-325000000.0,-172000000.0,-980000000.0,-856000000.0
,dividendsPaid,-472800000.0,-459800000.0,-440800000.0,-390700000.0,-378200000.0,-350100000.0,-320500000.0,-276300000.0,-247400000.0,-211000000.0,-173600000.0,-164500000.0,-170200000.0,-184700000.0,-159300000.0,-142700000.0,-122500000.0,-122000000.0,-122000000.0,-170000000.0,-192000000.0,-194000000.0,-202000000.0,-248000000.0
,otherFinancingActivites,800000.0,-1100000.0,1800000.0,0.0,3300000.0,10800000.0,29900000.0,30100000.0,18100000.0,37800000.0,15800000.0,-700000.0,4200000.0,26700000.0,46700000.0,-1300000.0,-1200000.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-798900000.0,-985900000.0,-1888900000.0,-649600000.0,-397700000.0,-608100000.0,-521800000.0,-454600000.0,-282700000.0,-297900000.0,-241400000.0,-307400000.0,-442800000.0,-1673900000.0,-556400000.0,-550600000.0,-312000000.0,-335000000.0,-97000000.0,-546000000.0,-670000000.0,-220000000.0,-252000000.0,-1302000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,8400000.0,-21500000.0,-32800000.0,16800000.0,-10500000.0,-96700000.0,-37700000.0,600000.0,-16800000.0,-5800000.0,6800000.0,-24500000.0,30700000.0,38800000.0,-1200000.0,-3100000.0,1800000.0,-31000000.0,0.0,9000000.0,27000000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-288000000.0,399600000.0,-792100000.0,-115500000.0,99100000.0,236000000.0,-9600000.0,297000000.0,-85000000.0,175500000.0,169600000.0,61600000.0,-42000000.0,216100000.0,-48900000.0,-10200000.0,221500000.0,-63000000.0,168000000.0,-49000000.0,-166000000.0,233000000.0,0.0,0.0
,cashAtEndOfPeriod,730400000.0,1018400000.0,618800000.0,1410900000.0,1526400000.0,1427300000.0,1191300000.0,1200900000.0,903900000.0,988900000.0,813400000.0,643800000.0,582200000.0,624200000.0,414700000.0,463600000.0,473800000.0,226000000.0,289000000.0,121000000.0,190000000.0,356000000.0,0.0,0.0
,cashAtBeginningOfPeriod,1018400000.0,618800000.0,1410900000.0,1526400000.0,1427300000.0,1191300000.0,1200900000.0,903900000.0,988900000.0,813400000.0,643800000.0,582200000.0,624200000.0,408100000.0,463600000.0,473800000.0,252300000.0,289000000.0,121000000.0,170000000.0,356000000.0,123000000.0,269000000.0,663000000.0
,operatingCashFlow,1120500000.0,1182000000.0,1300000000.0,1034000000.0,947300000.0,1187700000.0,1033300000.0,1014800000.0,718700000.0,643700000.0,493200000.0,525900000.0,590800000.0,458800000.0,426200000.0,666300000.0,596900000.0,436000000.0,440000000.0,335000000.0,926000000.0,873000000.0,551000000.0,667000000.0
,capitalExpenditure,-113900000.0,-132800000.0,-125500000.0,-141700000.0,-116900000.0,-122900000.0,-141000000.0,-146200000.0,-139600000.0,-120100000.0,-99400000.0,-98000000.0,-151000000.0,-131000000.0,-150100000.0,-124100000.0,-98000000.0,-109000000.0,-104000000.0,-157000000.0,-315000000.0,-618000000.0,-566000000.0,-683000000.0
,freeCashFlow,1006600000.0,1049200000.0,1174500000.0,892300000.0,830400000.0,1064800000.0,892300000.0,868600000.0,579100000.0,523600000.0,393800000.0,427900000.0,439800000.0,327800000.0,276100000.0,542200000.0,498900000.0,327000000.0,336000000.0,178000000.0,611000000.0,255000000.0,-15000000.0,-16000000.0
