date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1023400000.0,695800000.0,535500000.0,825700000.0,729700000.0,827600000.0,826800000.0,756300000.0,737000000.0,697800000.0,464300000.0,220700000.0,577600000.0,1487800000.0,607000000.0,540000000.0,414900000.0,286000000.0,121000000.0,305000000.0,636000000.0,562000000.0,-427000000.0,644000000.0
,depreciationAndAmortization,172700000.0,152200000.0,164600000.0,168900000.0,172200000.0,162500000.0,152500000.0,145200000.0,138600000.0,131300000.0,127300000.0,134100000.0,136500000.0,117900000.0,153600000.0,171200000.0,186700000.0,198000000.0,206000000.0,272000000.0,369000000.0,337000000.0,306000000.0,484000000.0
,deferredIncomeTax,-65700000.0,-29000000.0,170500000.0,33800000.0,-70500000.0,-29300000.0,-7100000.0,-4400000.0,82900000.0,49600000.0,57500000.0,14700000.0,-16100000.0,-43700000.0,-16100000.0,115800000.0,63600000.0,27000000.0,-14000000.0,2000000.0,166000000.0,12000000.0,-44000000.0,-6000000.0
,stockBasedCompensation,46100000.0,43100000.0,38500000.0,38500000.0,40500000.0,41500000.0,42500000.0,41100000.0,43500000.0,39500000.0,36300000.0,27800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-200000.0,455100000.0,-1681100000.0,65800000.0,-511200000.0,478200000.0,106900000.0,279300000.0,110700000.0,380900000.0,176700000.0,54100000.0,496000000.0,-257200000.0,-351000000.0,83200000.0,246500000.0,107000000.0,-21000000.0,-556000000.0,-88000000.0,-639000000.0,399000000.0,-266000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,30400000.0,-4900000.0,-37400000.0,-30400000.0,4600000.0,-2500000.0,12900000.0,800000.0,21400000.0,-41900000.0,-166400000.0,127500000.0,-76200000.0,-67700000.0,-27500000.0,9000000.0,-28500000.0,26000000.0,53000000.0,-3000000.0,-69000000.0,-29000000.0,-40000000.0,-81000000.0
,accountsPayables,-5000000.0,14500000.0,67200000.0,81100000.0,32300000.0,17300000.0,-20700000.0,3300000.0,90200000.0,15000000.0,117200000.0,-101100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-16600000.0,1048900000.0,593800000.0,2274900000.0,2209100000.0,2720300000.0,2242100000.0,2135200000.0,1855900000.0,1745200000.0,1364300000.0,1187600000.0,1133500000.0,637500000.0,894700000.0,1245700000.0,1162500000.0,916000000.0,809000000.0,830000000.0,1386000000.0,1474000000.0,2113000000.0,1714000000.0
,otherNonCashItems,-40800000.0,-54500000.0,-50300000.0,-254900000.0,-44300000.0,-41100000.0,-42100000.0,-41300000.0,-341100000.0,0.0,-16100000.0,-2400000.0,32900000.0,13400000.0,-370000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44000000.0
,netCashProvidedByOperatingActivites,1120500000.0,1182000000.0,1300000000.0,1034000000.0,947300000.0,1187700000.0,1033300000.0,1014800000.0,718700000.0,643700000.0,493200000.0,525900000.0,590800000.0,458800000.0,426200000.0,666300000.0,596900000.0,436000000.0,440000000.0,335000000.0,926000000.0,873000000.0,551000000.0,667000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-151000000.0,-131000000.0,-150100000.0,-124100000.0,-98000000.0,-109000000.0,-104000000.0,-157000000.0,-315000000.0,-618000000.0,-566000000.0,-683000000.0
,acquisitionsNet,-551000000.0,-21000000.0,-10000000.0,93000000.0,-139000000.0,-21000000.0,-82000000.0,-85000000.0,-16000000.0,-46000000.0,0.0,-31000000.0,-111000000.0,-250000000.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10700000.0,-5100000.0,-1296900000.0,-1444200000.0,-1070700000.0,-867600000.0,-705700000.0,-372200000.0,-487500000.0,0.0,0.0,-8400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,43900000.0,379100000.0,1261400000.0,975200000.0,886300000.0,762700000.0,447800000.0,350000000.0,137500000.0,0.0,4100000.0,4800000.0,36300000.0,34700000.0,24100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-1300000.0,0.0,0.0,0.0,0.0,0.0,-3400000.0,-4100000.0,0.0,0.0,0.0,-4100000.0,-2900000.0,-5800000.0,-6400000.0,-700000.0,400000.0,2000000.0,-4000000.0,297000000.0,0.0,0.0,0.0,330000000.0
,netCashUsedForInvestingActivites,-618000000.0,225000000.0,-170400000.0,-516700000.0,-440000000.0,-246900000.0,-483400000.0,-256800000.0,-503200000.0,-160900000.0,-89000000.0,-132400000.0,-220700000.0,1398900000.0,82500000.0,-122800000.0,-65200000.0,-133000000.0,-175000000.0,153000000.0,-449000000.0,-420000000.0,-465000000.0,255000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-700700000.0,0.0,-250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
