Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,7974884.0,11866965.0,13395337.0,10769456.0,2355839.0,3921072.0,54194.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,7974884.0,11866965.0,13395337.0,10769456.0,2355839.0,3921072.0,54194.0
Receivables,568757.0,2291698.0,3058568.0,184537.0,291496.0,59325.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,22347231.0,49566602.0,45539757.0,28392383.0,10065961.0,4090633.0,98178.0
Property Plant & Equipment Net,1445679.0,2191321.0,2065182.0,1213255.0,1037758.0,776920.0,3371.0
Goodwill and Intangible Assets,22284.0,22334.0,20546.0,22194.0,20547.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,611738.0,291430.0,243772.0,0.0,0.0,27513.0,0.0
Total non-current assets,2221994.0,3262320.0,2758264.0,1356830.0,1058305.0,848153.0,3371.0
Total assets,24569225.0,52828922.0,48298021.0,29749213.0,11124266.0,4938786.0,101549.0
Payables,641692.0,1461858.0,608883.0,667622.0,1891525.0,567712.0,8834.0
Short-term debt,2499500.0,7208761.0,6308513.0,0.0,2730.0,0.0,29852.0
Total current liabilities,14099778.0,34910711.0,30602706.0,18427281.0,9009168.0,4228597.0,544308.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,2499500.0,7208761.0,6308513.0,0.0,2730.0,0.0,29852.0
Deferred revenue,0.0,170078.0,360248.0,0.0,0.0,0.0,0.0
Tax Liabilities,15101.0,312575.0,549897.0,1564370.0,249092.0,31060.0,0.0
Deposit Liabilities,0.0,25273617.0,21743360.0,16195289.0,6865821.0,3660885.0,0.0
Total non-current liabilities,0.0,0.0,62618.0,45037.0,66555.0,31060.0,0.0
Total liabilities,14099778.0,34910711.0,30665324.0,18472318.0,9075723.0,4259657.0,544308.0
Other comprehensive income,6281790,6116216,5532426,4465217,449575,-733.0,325061
Retained earnings (deficit),4479133.0,12111096.0,13172671.0,6801977.0,1365868.0,-3669.0,-790722.0
Total shareholders equity,10469447.0,17918211.0,17632697.0,11276895.0,2048543.0,679129.0,-442759.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-5475384.0,-4658204.0,-7086824.0,-10769456.0,-2353109.0,-3921072.0,-24342.0
Other Assets,0.0,0.0,0.0,0.0,0.0,110236.0,0.0
Other Liabilities,0.0,0.0,0.0,0.0,0.0,3660885.0,0.0
