date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1460000000.0,-334000000.0,55000000.0,207000000.0,363000000.0,247000000.0,226000000.0,183000000.0,275000000.0,157000000.0,39000000.0,-73000000.0,-415000000.0,-5000000.0,51000000.0,58000000.0,13000000.0,27000000.0,-187000000.0,-130000000.0,-42000000.0,-423000000.0,255000000.0,315000000.0,410000000.0
,depreciationAndAmortization,639000000.0,673000000.0,345000000.0,224000000.0,212000000.0,203000000.0,208000000.0,205000000.0,205000000.0,207000000.0,216000000.0,221000000.0,222000000.0,205000000.0,184000000.0,177000000.0,177000000.0,163000000.0,144000000.0,153000000.0,151000000.0,144000000.0,0.0,0.0,0.0
,deferredIncomeTax,301000000.0,-151000000.0,-65000000.0,-10000000.0,-79000000.0,0.0,-1000000.0,5000000.0,-65000000.0,-5000000.0,4000000.0,-24000000.0,204000000.0,25000000.0,-43000000.0,0.0,-59000000.0,-29000000.0,-39000000.0,30000000.0,-43000000.0,97000000.0,73000000.0,235000000.0,23000000.0
,stockBasedCompensation,18000000.0,25000000.0,14000000.0,14000000.0,14000000.0,15000000.0,13000000.0,13000000.0,11000000.0,8000000.0,9000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-429000000.0,-353000000.0,1256000000.0,-99000000.0,115000000.0,-110000000.0,175000000.0,-23000000.0,66000000.0,87000000.0,130000000.0,11000000.0,-102000000.0,-6000000.0,71000000.0,-13000000.0,19000000.0,262000000.0,-115000000.0,-235000000.0,-238000000.0,768000000.0,-684000000.0,152000000.0,35000000.0
,accountsReceivables,-182000000.0,-225000000.0,-190000000.0,31000000.0,-215000000.0,-90000000.0,-83000000.0,-88000000.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,279000000.0,284000000.0,27000000.0,-96000000.0,-57000000.0,-36000000.0,-74000000.0,3000000.0,-72000000.0,-64000000.0,-122000000.0,101000000.0,19000000.0,-66000000.0,-56000000.0,7000000.0,-19000000.0,55000000.0,0.0,75000000.0,-29000000.0,-23000000.0,-20000000.0,-31000000.0,18000000.0
,accountsPayables,0.0,-66000000.0,291000000.0,129000000.0,109000000.0,90000000.0,94000000.0,161000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1007000000.0,1436000000.0,1789000000.0,533000000.0,632000000.0,517000000.0,627000000.0,452000000.0,475000000.0,409000000.0,322000000.0,192000000.0,181000000.0,283000000.0,289000000.0,218000000.0,231000000.0,212000000.0,-50000000.0,65000000.0,300000000.0,538000000.0,-230000000.0,454000000.0,302000000.0
,otherNonCashItems,0.0,11000000.0,49000000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,124000000.0,9000000.0,5000000.0,-24000000.0,21000000.0,40000000.0,-7000000.0,-4000000.0,12000000.0,-10000000.0,-157000000.0,-169000000.0,-332000000.0
,netCashProvidedByOperatingActivites,629000000.0,444000000.0,439000000.0,629000000.0,489000000.0,517000000.0,341000000.0,503000000.0,365000000.0,245000000.0,244000000.0,241000000.0,160000000.0,165000000.0,199000000.0,134000000.0,200000000.0,281000000.0,188000000.0,141000000.0,234000000.0,-254000000.0,532000000.0,519000000.0,253000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-394000000.0,-744000000.0,-507000000.0,-419000000.0,-345000000.0,-309000000.0,-344000000.0,-269000000.0,-276000000.0,-228000000.0,-163000000.0,-126000000.0,-248000000.0,-212000000.0,-190000000.0,-158000000.0,-130000000.0,-130000000.0,-138000000.0,-127000000.0,-146000000.0,-1454000000.0,-592000000.0,-558000000.0,-930000000.0
,acquisitionsNet,9000000.0,-136000000.0,-2194000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,-16000000.0,0.0,0.0,-14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,272000000.0,187000000.0,-3000000.0,5000000.0,6000000.0,5000000.0,3000000.0,3000000.0,4000000.0,6000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,7000000.0,-10000000.0,-32000000.0,-45000000.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-57000000.0,-606000000.0,-2514000000.0,-413000000.0,-340000000.0,-303000000.0,-339000000.0,-266000000.0,-273000000.0,-224000000.0,-157000000.0,-119000000.0,-261000000.0,-202000000.0,-172000000.0,-167000000.0,-116000000.0,-127000000.0,-107000000.0,-126000000.0,-157000000.0,-1188000000.0,-759000000.0,-897000000.0,-693000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
