Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,114000000.0,111000000.0,162000000.0,122000000.0,276000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1742000000.0,1603000000.0,1726000000.0,1410000000.0,1311000000.0
Inventories,212000000.0,197000000.0,209000000.0,158000000.0,142000000.0
Total current assets,11647000000.0,10124000000.0,10970000000.0,9258000000.0,9151000000.0
Property, Plant & Equipment Net,461000000.0,209000000.0,242000000.0,229000000.0,227000000.0
Goodwill and Intangible Assets,10433000000,9159000000,9996000000,8387000000,8145000000
Long-term investments,,,,,
Tax assets,455000000.0,405000000.0,444000000.0,349000000.0,464000000.0
Total non-current assets,6345000000.0,5404000000.0,5694000000.0,4856000000.0,5043000000.0
Total assets,13999000000.0,12283000000.0,13323000000.0,11185000000.0,11087000000.0
Payables,187000000.0,240000000.0,297000000.0,244000000.0,333000000.0
Short-term debt,1300000000.0,673000000.0,1154000000.0,618000000.0,669000000.0
Total current liabilities,5325000000.0,4526000000.0,5309000000.0,4185000000.0,3938000000.0
Long-term debt,4705000000.0,4203000000.0,3675000000.0,3269000000.0,3144000000.0
Total debt,4705000000.0,4203000000.0,3675000000.0,3269000000.0,3144000000.0
Deferred revenue,,,,,
Tax Liabilities,830000000.0,738000000.0,1137000000.0,1000000000.0,1056000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,6345000000.0,5404000000.0,5694000000.0,4856000000.0,5043000000.0
Total liabilities,11670000000.0,9930000000.0,11003000000.0,9041000000.0,8981000000.0
Other comprehensive income,1358000000.0,656000000.0,562000000.0,565000000.0,181000000.0
Retained earnings (deficit),,,,,
Total shareholders equity,2329000000.0,2353000000.0,2320000000.0,2144000000.0,2106000000.0
Investments,,,,,
Net Debt,5891000000,4765000000,4667000000,3765000000,3537000000
Other Assets,576000000,577000000,544000000,530000000,522000000
Other Liabilities,3242000000,3021000000,3326000000,2802000000,2434000000
