Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,46600000.0,27914765.9064,50902105.2632,108767643.8654,33453995.1574,26214580.4677
Short-term investments,0.0,0.0,0.0,0.0,82324.4552,0.0
Cash and short-term investments,46600000.0,27914765.9064,50902105.2632,108767643.8654,33536319.6126,26214580.4677
Receivables,2425287.3563,279711.8848,1430526.3158,596091.2052,1004842.615,580467.6754
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,59416091.954,43690276.1104,89860000.0,118804560.2606,39872881.3559,31090784.044
Property Plant & Equipment Net,3464367.8161,3949579.8319,3750526.3158,1233441.911,723970.9443,334250.3439
Goodwill and Intangible Assets,41567816.092,43827130.8523,52174736.8421,52973941.3681,12428571.4286,12929848.6933
Long-term investments,10571264.3678,12788715.4862,36031578.9474,7967426.7101,3233656.1743,4126547.4553
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,48973563.2184,49498199.2797,56251578.9474,54403908.7948,13366828.0872,13456671.2517
Total assets,108389655.1724,93188475.3902,146111578.9474,173208469.0554,53239709.4431,44547455.2957
Payables,6800000.0,5762304.922,8524210.5263,9311617.8067,4893462.4697,2983493.8102
Short-term debt,1012643.6782,969987.9952,965263.1579,463626.4929,337772.3971,37138.9271
Total current liabilities,11088505.7471,9537815.1261,11868421.0526,12475570.0326,7328087.1671,4661623.1087
Long-term debt,879310.3448,763505.4022,590526.3158,269272.5299,162227.6029,108665.7497
Total debt,1891954.023,1733493.3974,1555789.4737,732899.0228,500000.0,145804.6768
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,33405747.1264,26585834.3337,38574736.8421,39698154.1802,13606537.5303,16642365.8872
Total liabilities,44494252.8736,36123649.4598,50443157.8947,52173724.2128,20934624.6973,21303988.9959
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-250319540.2299,-216591836.7347,-130553684.2105,-108917480.9989,-86216707.0218,-75114167.8129
Total shareholders equity,63895402.2989,57064825.9304,95668421.0526,121034744.8426,32305084.7458,23243466.2999
Investments,10571264.3678,12788715.4862,36031578.9474,7967426.7101,3315980.6295,4126547.4553
Net Debt,-55238158.1822,,,,,
Other Assets,10159507.6975,,,,,
Other Liabilities,3275862.0689,2805522.2089,2378947.3684,2700325.733,2096852.3003,1640990.3714
