date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,36050000.0,469000.0,-39682000.0,29848000.0,-9165000.0,-15924000.0,-6686000.0,-3453000.0,-197000.0,0.0,0.0,0.0,0.0,0.0,0.0,222000.0,-222000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,3195084000.0,1231745000.0,989246000.0,1355219000.0,-341754000.0,695722000.0,508643000.0,314674000.0,-217762000.0,313554000.0,60275000.0,-5657000.0,-37558000.0,-222991000.0,188174000.0,37795000.0,84567000.0,30080000.0,43683000.0
,cashAtEndOfPeriod,8238870000.0,5043786000.0,3812041000.0,2822795000.0,1467576000.0,1809330000.0,1113608000.0,604965000.0,290291000.0,508053000.0,194499000.0,134224000.0,139881000.0,177439000.0,400430000.0,212256000.0,174461000.0,89894000.0,59814000.0
,cashAtBeginningOfPeriod,5043786000.0,3812041000.0,2822795000.0,1467576000.0,1809330000.0,1113608000.0,604965000.0,290291000.0,508053000.0,194499000.0,134224000.0,139881000.0,177439000.0,400430000.0,212256000.0,174461000.0,89894000.0,59814000.0,16131000.0
,operatingCashFlow,2427077000.0,-2887322000.0,-2680479000.0,-1785948000.0,-1473984000.0,-749439000.0,16483000.0,97831000.0,22765000.0,317712000.0,276401000.0,325063000.0,284037000.0,291823000.0,247862000.0,162977000.0,147571000.0,89792000.0,40114000.0
,capitalExpenditure,-497923000.0,-253035000.0,-212532000.0,-227022000.0,-184830000.0,-169206000.0,-144516000.0,-120070000.0,-89732000.0,-49682000.0,-34342000.0,-46132000.0,-207701000.0,-44806000.0,-197446000.0,-30619000.0,-14962000.0,-64492000.0,-26821000.0
,freeCashFlow,1929154000.0,-3140357000.0,-2893011000.0,-2012970000.0,-1658814000.0,-918645000.0,-128033000.0,-22239000.0,-66967000.0,268030000.0,242059000.0,278931000.0,76336000.0,247017000.0,50416000.0,132358000.0,132609000.0,25300000.0,13293000.0
