date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY
,otherInvestingActivites,0.0,0.0,0.0,-91000000.0,-73000000.0,0.0,0.0,0.0,0.0,1156000000.0,125000000.0,285000000.0,332000000.0,72612000.0,156695870.0,214448040.0,7299040.0,-107520000.0,52000000.0,-697176990.0,-223000000.0,-42000000.0,-251000000.0,-407000000.0,-55000000.0,2641000000.0,-4338437460.0,-804000000.0,-306000000.0,218000000.0,-273000000.0
,netCashUsedForInvestingActivites,2161000000.0,-5354000000.0,-1553000000.0,-1443000000.0,-1269000000.0,6037000000.0,-1078000000.0,524000000.0,-2631000000.0,-112000000.0,-1868000000.0,-4013000000.0,-1149000000.0,-3011885250.0,-1520511390.0,-1659792960.0,-1103719120.0,-938560000.0,-1088000000.0,-2441151810.0,-484000000.0,-896000000.0,-830000000.0,-657000000.0,-104000000.0,-4793000000.0,-4743898318.0,-1363000000.0,-858000000.0,-372000000.0,-851000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-7305000000.0,-4160000000.0,-2067000000.0,-3200000000.0,-919000000.0,-2412000000.0,-1709000000.0,-1872000000.0,-2559000000.0,-8000000.0,-1341000000.0,-796000000.0,-3107000000.0,-207000000.0,-739000000.0,-927000000.0,-422000000.0,0.0,-631000000.0,0.0,-756000000.0,-9000000.0,-63000000.0,-504000000.0,-1255000000.0,-7290000000.0,0.0,-1650000000.0,-1875000000.0,-1561000000.0,-1859000000.0
,commonStockIssued,29000000.0,51000000.0,74000000.0,56000000.0,89000000.0,73000000.0,167000000.0,585000000.0,414000000.0,295000000.0,79000000.0,56000000.0,71000000.0,533496500.0,467025150.0,319638000.0,65170000.0,40880000.0,56000000.0,144528300.0,185000000.0,104000000.0,284000000.0,188000000.0,215000000.0,106000000.0,44081388.0,51000000.0,69000000.0,24000000.0,20000000.0
,commonStockRepurchased,0.0,0.0,0.0,-65000000.0,-74000000.0,-99000000.0,-333000000.0,-1549000000.0,-2530000000.0,-2227000000.0,-16000000.0,-57000000.0,-3725000000.0,-3754645500.0,-1347482400.0,-999014040.0,-1488482800.0,-978880000.0,-2220000000.0,-1735027830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-3977000000.0,-3953000000.0,-3927000000.0,-3906000000.0,-4850000000.0,-3874000000.0,-3843000000.0,-3680000000.0,-3814000000.0,-3406000000.0,-3205000000.0,-3092000000.0,-3008000000.0,-2795562000.0,-2596966080.0,-2475160440.0,-2473853200.0,-2330160000.0,-2327000000.0,-2330346780.0,0.0,0.0,0.0,0.0,0.0,0.0,-844076948.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,122000000.0,-194000000.0,-9324000000.0,85000000.0,-421000000.0,233000000.0,-692000000.0,-652000000.0,-50000000.0,110000000.0,-1094000000.0,-889000000.0,-662000000.0,-600057500.0,-540524190.0,222584280.0,-956695600.0,-1252160000.0,135000000.0,1140397110.0,0.0,0.0,0.0,0.0,0.0,0.0,-684831364.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-10132000000.0,-1840000000.0,-6389000000.0,-6380000000.0,-6392000000.0,-7103000000.0,-5385000000.0,-6273000000.0,-3351000000.0,-6232000000.0,-5571000000.0,-2774000000.0,-4908000000.0,-1742688000.0,-4790708260.0,-2913355080.0,-3933139840.0,-3940160000.0,-1567000000.0,-2781137430.0,-546000000.0,350000000.0,339000000.0,-59000000.0,-658000000.0,3656000000.0,2184728848.0,39000000.0,96000000.0,-466000000.0,473000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-39000000.0,-82000000.0,8000000.0,-100000000.0,283000000.0,-45000000.0,84000000.0,-148000000.0,-92000000.0,-108000000.0,81000000.0,-158000000.0,1103000000.0,47903750.0,-253673770.0,233045160.0,0.0,0.0,-146000000.0,0.0,-23000000.0,10000000.0,-30000000.0,-1000000.0,177000000.0,4000000.0,-3014112.0,18000000.0,-32000000.0,72000000.0,-9000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,431000000.0,744000000.0,487000000.0,-1005000000.0,-881000000.0,1458000000.0,-1203000000.0,1325000000.0,-1699000000.0,-202000000.0,-561000000.0,896000000.0,2251000000.0,1460308000.0,-2209564890.0,1616787120.0,-335755840.0,-26880000.0,-893000000.0,-613212930.0,799000000.0,-26000000.0,-111000000.0,-102000000.0,264000000.0,119000000.0,0.0,-253000000.0,133000000.0,-109000000.0,228000000.0
,cashAtEndOfPeriod,5262000000.0,4831000000.0,4087000000.0,3600000000.0,4605000000.0,5486000000.0,4028000000.0,5231000000.0,3906000000.0,5605000000.0,5807000000.0,6368000000.0,5472000000.0,3224174500.0,1761424910.0,3971066280.0,-1983253440.0,960960000.0,-234000000.0,717823890.0,1311000000.0,161000000.0,568000000.0,481000000.0,-1285000000.0,-2771000000.0,0.0,188000000.0,441000000.0,308000000.0,417000000.0
,cashAtBeginningOfPeriod,4831000000.0,4087000000.0,3600000000.0,4605000000.0,5486000000.0,4028000000.0,5231000000.0,3906000000.0,5605000000.0,5807000000.0,6368000000.0,5472000000.0,3221000000.0,1763866500.0,3970989800.0,2354279160.0,-1647497600.0,987840000.0,659000000.0,1331036820.0,512000000.0,187000000.0,679000000.0,583000000.0,-1549000000.0,-2890000000.0,188256412.0,441000000.0,308000000.0,417000000.0,189000000.0
,operatingCashFlow,8441000000.0,8020000000.0,8421000000.0,6918000000.0,6497000000.0,2569000000.0,5176000000.0,7222000000.0,4375000000.0,6250000000.0,6797000000.0,7841000000.0,7205000000.0,6166977500.0,4355838940.0,5956890000.0,4701103120.0,4851840000.0,3060000000.0,4609076310.0,1852000000.0,510000000.0,410000000.0,615000000.0,849000000.0,1252000000.0,2449028794.0,1053000000.0,927000000.0,657000000.0,615000000.0
,capitalExpenditure,-2239000000.0,-2163000000.0,-1796000000.0,-2202000000.0,-2352000000.0,-1901000000.0,-1751000000.0,-1701000000.0,-1520000000.0,-1328000000.0,-1635000000.0,-1873000000.0,-2069000000.0,-2145079500.0,-1589416740.0,-902541480.0,-864414880.0,-868000000.0,-1226000000.0,-1117685520.0,-1103000000.0,-597000000.0,-475000000.0,-415000000.0,-401000000.0,-684000000.0,-485586002.0,-575000000.0,-608000000.0,-594000000.0,-606000000.0
,freeCashFlow,6202000000.0,5857000000.0,6625000000.0,4716000000.0,4145000000.0,668000000.0,3425000000.0,5521000000.0,2855000000.0,4922000000.0,5162000000.0,5968000000.0,5136000000.0,4021898000.0,2766422200.0,5054348520.0,3836688240.0,3983840000.0,1834000000.0,3491390790.0,749000000.0,-87000000.0,-65000000.0,200000000.0,448000000.0,568000000.0,1963442792.0,478000000.0,319000000.0,63000000.0,9000000.0
