date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-7807000000.0,-533000000.0,-499000000.0,-1907000000.0,-2682000000.0,-2764000000.0,-3568000000.0,-1152000000.0,-1058000000.0,-503000000.0,-1112000000.0,-1335000000.0,-1785000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142000000.0,295000000.0,129000000.0,193000000.0,52000000.0,27000000.0,50000000.0,20000000.0,175900000.0,1078100000.0,543300000.0,26900000.0,123600000.0
,commonStockRepurchased,-402000000.0,-248000000.0,-1004000000.0,-750000000.0,-725000000.0,-600000000.0,-600000000.0,-239000000.0,0.0,-575000000.0,-501000000.0,-226000000.0,-410000000.0,-1421000000.0,-1072000000.0,-706000000.0,-496000000.0,-550000000.0,-982000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-60000000.0,-876000000.0,-802000000.0,-750000000.0,-726000000.0,-695000000.0,-693000000.0,-683000000.0,-658000000.0,-696000000.0,-649000000.0,-619000000.0,-531000000.0,-495000000.0,-476000000.0,-449000000.0,-432000000.0,-6000000.0,-6000000.0,-6000000.0,-6000000.0,-6200000.0,-93800000.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-128000000.0,-67000000.0,-39000000.0,-22000000.0,-510000000.0,-121000000.0,-52000000.0,-37000000.0,-38000000.0,27000000.0,-46000000.0,-92000000.0,84000000.0,-50000000.0,-53000000.0,-9000000.0,-13000000.0,0.0,-19000000.0,0.0,-2900000.0,-23500000.0,3600000.0,-2300000.0,-2300000.0
,netCashUsedProvidedByFinancingActivities,-1559000000.0,1964000000.0,-1508000000.0,-1811000000.0,-1035000000.0,-2155000000.0,-2072000000.0,-687000000.0,-530000000.0,-566000000.0,-1273000000.0,-457000000.0,-1256000000.0,-1946000000.0,-1803000000.0,-1090000000.0,-1130000000.0,-973000000.0,-1658000000.0,-485000000.0,-3279000000.0,426200000.0,2955800000.0,1604000000.0,374700000.0,119800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4000000.0,2000000.0,-3000000.0,0.0,0.0,-3000000.0,-5000000.0,-4000000.0,1000000.0,1000000.0,3000000.0,5000000.0,-4000000.0,2000000.0,-1000000.0,3000000.0,1000000.0,2000000.0,1000000.0,-2000000.0,-5000000.0,-4400000.0,-5800000.0,-200000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-2999000000.0,3464000000.0,-110000000.0,-10000000.0,-7000000.0,-1268000000.0,1249000000.0,-136000000.0,-64000000.0,-281000000.0,-601000000.0,660000000.0,132000000.0,-266000000.0,-52000000.0,242000000.0,226000000.0,-129000000.0,-466000000.0,636000000.0,-87000000.0,94500000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,648000000.0,3647000000.0,183000000.0,22000000.0,32000000.0,39000000.0,1307000000.0,58000000.0,194000000.0,258000000.0,539000000.0,1140000000.0,480000000.0,348000000.0,614000000.0,666000000.0,443000000.0,135000000.0,264000000.0,730000000.0,94000000.0,181400000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,3647000000.0,183000000.0,293000000.0,32000000.0,39000000.0,1307000000.0,58000000.0,194000000.0,258000000.0,539000000.0,1140000000.0,480000000.0,348000000.0,614000000.0,666000000.0,424000000.0,217000000.0,264000000.0,730000000.0,94000000.0,181000000.0,86900000.0,189900000.0,26100000.0,21100000.0,30200000.0
,operatingCashFlow,3403000000.0,3874000000.0,3570000000.0,3180000000.0,2960000000.0,2498000000.0,2331000000.0,2455000000.0,2295000000.0,2469000000.0,2275000000.0,2362000000.0,2575000000.0,2439000000.0,2540000000.0,2391000000.0,2218000000.0,1926000000.0,2153000000.0,2355000000.0,2125000000.0,1689600000.0,1502000000.0,452800000.0,205200000.0,-35500000.0
,capitalExpenditure,0.0,-1818000000.0,-1694000000.0,-1509000000.0,-1339000000.0,-1233000000.0,-1151000000.0,-1271000000.0,-1510000000.0,-1324000000.0,-1104000000.0,-1179000000.0,-1221000000.0,-1211000000.0,-1329000000.0,-1180000000.0,-1258000000.0,-1200000000.0,-1287000000.0,-1328000000.0,-1313000000.0,-2616000000.0,-3597700000.0,-2255300000.0,-348400000.0,-84600000.0
,freeCashFlow,3403000000.0,2056000000.0,1876000000.0,1671000000.0,1621000000.0,1265000000.0,1180000000.0,1184000000.0,785000000.0,1145000000.0,1171000000.0,1183000000.0,1354000000.0,1228000000.0,1211000000.0,1211000000.0,960000000.0,726000000.0,866000000.0,1027000000.0,812000000.0,-926400000.0,-2095700000.0,-1802500000.0,-143200000.0,-120100000.0
