date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,debtRepayment,0.0,-185000000.0,-215000000.0,-360000000.0,-10000000.0,-357300000.0,0.0,-5500000.0,0.0,-95000000.0,-340100000.0,-220100000.0,0.0,-654800000.0,-40100000.0,-80100000.0,-100000.0,-280000000.0,-812800000.0,-756200000.0,-693500000.0,-437100000.0,-357400000.0,-493800000.0,-210000000.0
,commonStockIssued,0.0,127500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100000.0,6800000.0,15700000.0,28400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-110400000.0,0.0,0.0,0.0,-3800000.0,-45000000.0,-114000000.0,-100400000.0,-60700000.0,-27400000.0,-34400000.0,0.0,-69000000.0,-139500000.0,-89900000.0,-48900000.0,0.0,-1400000.0,-9400000.0,-26600000.0,-122300000.0,-191400000.0,-232900000.0,-20700000.0,-61100000.0
,dividendsPaid,-78900000.0,-67800000.0,-56400000.0,-49500000.0,-49200000.0,-49700000.0,-51800000.0,-54900000.0,-56900000.0,-58200000.0,-54600000.0,-66600000.0,-118400000.0,-119900000.0,-119800000.0,-117400000.0,-113500000.0,-112200000.0,-112400000.0,-108000000.0,-103100000.0,-101700000.0,-100700000.0,-89900000.0,-83000000.0
,otherFinancingActivites,167600000.0,232200000.0,-1100000.0,100000.0,1100000.0,1500000.0,1600000.0,2400000.0,1900000.0,-320200000.0,-363500000.0,-424900000.0,-391900000.0,471700000.0,96100000.0,195800000.0,11800000.0,67500000.0,-48000000.0,240000000.0,109700000.0,85200000.0,-4600000.0,-600000.0,12200000.0
,netCashUsedProvidedByFinancingActivities,378300000.0,160800000.0,-12200000.0,-205200000.0,-48400000.0,-100800000.0,-19700000.0,-156700000.0,-114400000.0,-405600000.0,-404300000.0,-491600000.0,-345700000.0,-82600000.0,-106900000.0,5100000.0,-73400000.0,71900000.0,-47800000.0,180200000.0,-52500000.0,-208700000.0,-314000000.0,-90000000.0,-171900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,69300000.0,61700000.0,29400000.0,-70000000.0,-46000000.0,85600000.0,9600000.0,-29800000.0,-154900000.0,134000000.0,-26500000.0,-40500000.0,79700000.0,-53400000.0,113400000.0,-37600000.0,16400000.0,48800000.0,-11000000.0,3600000.0,-800000.0,15500000.0,-5900000.0,-2500000.0,7900000.0
,cashAtEndOfPeriod,206100000.0,136800000.0,75100000.0,45700000.0,115700000.0,161700000.0,76100000.0,66500000.0,96300000.0,251200000.0,117200000.0,143700000.0,184200000.0,104500000.0,157900000.0,44500000.0,82100000.0,65700000.0,16900000.0,27900000.0,23300000.0,24100000.0,8600000.0,14500000.0,17000000.0
,cashAtBeginningOfPeriod,136800000.0,75100000.0,45700000.0,115700000.0,161700000.0,76100000.0,66500000.0,96300000.0,251200000.0,117200000.0,143700000.0,184200000.0,104500000.0,157900000.0,44500000.0,82100000.0,65700000.0,16900000.0,27900000.0,24300000.0,24100000.0,8600000.0,14500000.0,17000000.0,9100000.0
,operatingCashFlow,448000000.0,534300000.0,539200000.0,240600000.0,240500000.0,215000000.0,133600000.0,122100000.0,65700000.0,-25000000.0,58500000.0,163500000.0,69200000.0,252100000.0,306400000.0,376700000.0,298200000.0,585600000.0,395900000.0,191800000.0,78500000.0,12000000.0,137300000.0,153600000.0,170600000.0
,capitalExpenditure,-53400000.0,-1400000.0,-1500000.0,25200000.0,5300000.0,5900000.0,-1200000.0,97300000.0,500000.0,0.0,0.0,0.0,0.0,-24200000.0,-39200000.0,-98900000.0,-29800000.0,-20900000.0,-14000000.0,-3100000.0,-5900000.0,-4300000.0,-11400000.0,-12100000.0,0.0
,freeCashFlow,394600000.0,450300000.0,473900000.0,205100000.0,222900000.0,206100000.0,122300000.0,106900000.0,65700000.0,-25000000.0,58500000.0,163500000.0,69200000.0,227900000.0,267200000.0,277800000.0,268400000.0,564700000.0,381900000.0,188700000.0,72600000.0,7700000.0,125900000.0,141500000.0,170600000.0
