Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,76614000.0,46881000.0,25065000.0,54116000.0,1121000.0,1119000.0
Short-term investments,244200000.0,114122000.0,64714000.0,60025000.0,0.0,0.0
Cash and short-term investments,320814000.0,161003000.0,89779000.0,114141000.0,1121000.0,1119000.0
Receivables,31599000.0,473000.0,1032000.0,2136000.0,1882000.0,1088000.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,337913000.0,167997000.0,93371000.0,118148000.0,3031000.0,2207000.0
Property, Plant & Equipment Net,28702000.0,13977000.0,9324000.0,538000.0,0.0,0.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,150819000.0,15616000.0,69412000.0,102526000.0,303000.0,303000.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,205901000.0,30680000.0,79361000.0,103232000.0,460000.0,303000.0
Total assets,543814000.0,198677000.0,172732000.0,221380000.0,3491000.0,2510000.0
Payables,4412000.0,4832000.0,1543000.0,1014000.0,5518000.0,4459000.0
Short-term debt,0.0,0.0,0.0,0.0,2403000.0,0.0
Total current liabilities,22176000.0,14437000.0,9669000.0,4339000.0,9189000.0,4653000.0
Long-term debt,5854000.0,0.0,0.0,0.0,0.0,0.0
Total debt,5854000.0,0.0,0.0,0.0,2403000.0,0.0
Deferred revenue,3933000.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,12790000.0,1211000.0,1326000.0,233000.0,0.0,0.0
Total liabilities,34966000.0,15648000.0,10995000.0,4572000.0,9189000.0,4653000.0
Other comprehensive income,-720000.0,-715000.0,-33000.0,-719000.0,0.0,0.0
Retained earnings (deficit),-83016000.0,-187756000.0,-114587000.0,-51620000.0,-28809000.0,-24806000.0
Total shareholders equity,508848000.0,183029000.0,161737000.0,216808000.0,-18291000.0,-13921000.0
Investments,395019000.0,129738000.0,134126000.0,162551000.0,303000.0,303000.0
Net Debt,-314960000.0,-161003000.0,-89779000.0,-114141000.0,1282000.0,-1119000.0
Other Assets,-14500000.0,6521000.0,2560000.0,1871000.0,28000.0,0.0
Other Liabilities,17764000.0,9605000.0,8126000.0,3325000.0,1268000.0,194000.0
