date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY
,operatingExpenses,8807000000.0,8940000000.0,9423000000.0,8422000000.0,7846000000.0,7945000000.0,8239000000.0,8099000000.0,7736000000.0,7740000000.0,6913000000.0,6200000000.0,6649000000.0,6383000000.0,6588000000.0,5777000000.0,5475000000.0,5141000000.0,4790000000.0,5057000000.0,4879000000.0,3879000000.0,3784000000.0,3815000000.0,3646000000.0,3440000000.0,3833000000.0,4611000000.0
,costAndExpenses,25412000000.0,26076000000.0,26105000000.0,24423000000.0,22886000000.0,23328000000.0,24686000000.0,24205000000.0,23421000000.0,23433000000.0,20744000000.0,18309000000.0,20028000000.0,19118000000.0,18301000000.0,16158000000.0,15433000000.0,14426000000.0,13286000000.0,13806000000.0,13666000000.0,12731000000.0,12489000000.0,12395000000.0,11745000000.0,11160000000.0,12828000000.0,12064000000.0
,interestExpense,529000000.0,448000000.0,350000000.0,322000000.0,199000000.0,149000000.0,142000000.0,145000000.0,171000000.0,186000000.0,201000000.0,219000000.0,215000000.0,210000000.0,122000000.0,82000000.0,69000000.0,84000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1911000000.0,1593000000.0,1488000000.0,1544000000.0,1474000000.0,1435000000.0,1408000000.0,1371000000.0,1288000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954000000.0,1089000000.0,1025000000.0,900000000.0,866000000.0,870000000.0,883000000.0,859000000.0,1101000000.0,1076000000.0
,EBITDA,8683000000.0,7653000000.0,8148000000.0,8778000000.0,8697000000.0,8381000000.0,8543000000.0,8037000000.0,7771000000.0,7453000000.0,7076000000.0,6008000000.0,6499000000.0,6548000000.0,5752000000.0,6051000000.0,5623000000.0,4798000000.0,4000000000.0,3362000000.0,4083000000.0,3828000000.0,3398000000.0,3545000000.0,3374000000.0,3159000000.0,3352000000.0,3032000000.0
,EBITDARatio,0.269792443450162,0.238144137415982,0.248679993895926,0.277284644786303,0.288850509814341,0.276838211006144,0.26847050689796,0.260341420750867,0.259864901016586,0.251697004491574,0.265396444377766,0.259827877005579,0.257192607542839,0.267680484016025,0.250927016533613,0.285869513865923,0.280995452501124,0.263163668275559,0.244917952485917,0.209092605261521,0.244140157856972,0.244460054920493,0.226216630051262,0.235235567352356,0.237004776622647,0.234695393759287,0.222295908216725,0.216262482168331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,6772000000.0,6060000000.0,6660000000.0,7234000000.0,7223000000.0,6946000000.0,7135000000.0,6666000000.0,6483000000.0,6178000000.0,5918000000.0,4814000000.0,5241000000.0,5344000000.0,4622000000.0,5009000000.0,4578000000.0,3806000000.0,3046000000.0,2273000000.0,3058000000.0,2928000000.0,2532000000.0,2675000000.0,2491000000.0,2300000000.0,2251000000.0,1956000000.0
,operatingIncomeRatio,0.210415113099677,0.18857356235997,0.203265679841294,0.228511861515621,0.239895047992295,0.229437801413754,0.22422299739166,0.21593080884973,0.216793739967897,0.208638681571038,0.221963843672643,0.208190978679237,0.20740828683367,0.218461286893958,0.201631549099158,0.236641942646572,0.228774174204188,0.208753839403247,0.186505020818026,0.141364512718453,0.182850992585506,0.186985120378057,0.16856401038546,0.17750497677505,0.174978926664793,0.170876671619614,0.149280456263678,0.139514978601997
,totalOtherIncomeExpensesNet,439000000.0,20000000.0,620000000.0,586000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23000000.0,849000000.0,1074000000.0,0.0,0.0,-93000000.0,0.0,88000000.0,185000000.0,28000000.0,-483000000.0,803000000.0,0.0,-79000000.0,-35000000.0,96000000.0
,incomeBeforeTax,6711000000.0,5712000000.0,7000000000.0,7548000000.0,7053000000.0,6823000000.0,7026000000.0,6562000000.0,6351000000.0,6031000000.0,5755000000.0,4632000000.0,5108000000.0,6115000000.0,5625000000.0,4983000000.0,4555000000.0,3657000000.0,3005000000.0,2186000000.0,2974000000.0,2880000000.0,1952000000.0,3440000000.0,2402000000.0,2091000000.0,2093000000.0,1970000000.0
,incomeBeforeTaxRatio,0.20851976137211,0.177744585511576,0.213642606439799,0.238430678838803,0.234248895679033,0.225374909162978,0.220797586499481,0.212561951345923,0.212379614767255,0.203674310222552,0.215850273797915,0.200320027678069,0.202144920653765,0.249979560134086,0.245386729485669,0.235413615533614,0.227624806356504,0.200581395348837,0.183994611805045,0.135953728465701,0.177828270748625,0.183919790535794,0.129951401371413,0.228268082282681,0.168727170553526,0.155349182763744,0.138802307845348,0.140513552068474
,incomeTaxExpense,1318000000.0,1130000000.0,1637000000.0,2679000000.0,1995000000.0,1982000000.0,2028000000.0,1841000000.0,1840000000.0,1674000000.0,1592000000.0,1388000000.0,1588000000.0,1964000000.0,1723000000.0,1694000000.0,1503000000.0,1202000000.0,966000000.0,702000000.0,1025000000.0,1032000000.0,685000000.0,1241000000.0,886000000.0,785000000.0,771000000.0,707000000.0
,netIncome,5384000000.0,4570000000.0,5349000000.0,4858000000.0,5050000000.0,4833000000.0,4956000000.0,4659000000.0,4444000000.0,4283000000.0,4085000000.0,3193000000.0,3460000000.0,4096000000.0,3851000000.0,3199000000.0,2990000000.0,2403000000.0,1974000000.0,1430000000.0,1782000000.0,1763000000.0,1175000000.0,2121000000.0,1526000000.0,976000000.0,1322000000.0,1263000000.0
,netIncomeRatio,0.16728809346259,0.142208115509086,0.163253471692355,0.153457371197523,0.167723936364542,0.159641936975623,0.155746205336099,0.150918337598393,0.148608881754949,0.144642193779339,0.153214312504688,0.138087618388617,0.136926669041118,0.167443381571417,0.167997208044322,0.151131478244437,0.149417820198891,0.131801228609039,0.1208670095518,0.0889358790969588,0.106553456110978,0.112587010664793,0.0782238199853538,0.140743198407432,0.107193031750492,0.0725111441307578,0.0876715962596989,0.0900855920114123
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,9.32,7.92,9.09,8.13,8.35,7.72,7.63,6.83,6.4,6.05,5.72,4.56,4.95,5.7,5.15,4.18,3.83,3.07,2.53,1.815,2.25,2.195,1.455,2.57,1.82448589191774,1.16245831348261,1.56264775413712,1.305
,EPSDiluted,9.25,7.81,8.89,7.93,8.16,7.58,7.49,6.72,6.32,5.96,5.63,4.52,4.89,5.6,5.06,4.12,3.75,3.02,2.495,1.79,2.225,2.17,1.44,2.53,1.79012171889224,1.15119046776549,1.54350176416881,1.295
,weightedAverageShsOut,577600000.0,577000000.0,588500000.0,597500000.0,604700000.0,625600000.0,649200000.0,681900000.0,693900000.0,708500000.0,713700000.0,700500000.0,699200000.0,718300000.0,747500000.0,764900000.0,780500000.0,782800000.0,780000000.0,788600000.0,791400000.0,804000000.0,806600000.0,825400000.0,836400000.0,839600000.0,846000000.0,967816092.0
,weightedAverageShsOutDil,582200000.0,585100000.0,602000000.0,612700000.0,618700000.0,637200000.0,662000000.0,693600000.0,703300000.0,719000000.0,725500000.0,706700000.0,707200000.0,732000000.0,761000000.0,776900000.0,796500000.0,795300000.0,791000000.0,799800000.0,799800000.0,813000000.0,816000000.0,838339921.0,852456000.0,847818000.0,856494000.0,975289575.0
