Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,230000000.0,415000000.0,318000000.0,285000000.0,440000000.0
Short-term investments,000000.0,000000.0,0000000.0,1000000.0,2000000.0
Cash and short-term investments,000000.0,000000.0,0000000.0,1000000.0,2000000.0
Receivables,362000000.0,301000000.0,620000000.0,620000000.0,726000000.0
Inventories,239000000.0,266000000.0,329000000.0,417000000.0,505000000.0
Total current assets,2994000000.0,3385000000.0,3741000000.0,5031000000.0,5909000000.0
Property Plant & Equipment Net,330000000.0,709000000.0,885000000.0,1238000000.0,1558000000.0
Goodwill and Intangible Assets,2386000000,2408000000,2516000000,3416000000,3755000000
Long-term investments,196000000.0,199000000.0,216000000.0,195000000.0,334000000.0
Tax assets,22000000.0,26000000.0,52000000.0,98000000.0,223000000.0
Total non-current assets,293000000.0,354000000.0,3146000000.0,3158000000.0,2919000000.0
Total assets,4264000000.0,4862000000.0,5513000000.0,7061000000.0,8263000000.0
Payables,170000000.0,000000.0,000000.0,000000.0,000000.0
Short-term debt,2783000000.0,2784000000.0,64000000.0,42000000.0,223000000.0
Total current liabilities,3482000000.0,3387000000.0,1055000000.0,1210000000.0,1544000000.0
Long-term debt,000000.0,000000.0,2710000000.0,2607000000.0,2384000000.0
Total debt,000000.0,000000.0,2710000000.0,2607000000.0,2384000000.0
Deferred revenue,84000000.0,96000000.0,157000000.0,173000000.0,162000000.0
Tax Liabilities,62000000.0,68000000.0,136000000.0,154000000.0,149000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,293000000.0,354000000.0,3146000000.0,3158000000.0,2919000000.0
Total liabilities,3775000000.0,3741000000.0,4201000000.0,4368000000.0,4463000000.0
Other comprehensive income,-43000000.0,-54000000.0,-39000000.0,-24000000.0,26000000.0
Retained earnings (deficit),-1355000000.0,-846000000.0,-268000000.0,-592000000.0,575000000.0
Total shareholders equity,489000000.0,1121000000.0,1312000000.0,2693000000.0,3800000000.0
Investments,196000000.0,199000000.0,216000000.0,195000000.0,334000000.0
Net Debt,2553000000,2369000000,2456000000,2364000000,2167000000
Other Assets,377000000,386000000,474000000,665000000,553000000
Other Liabilities,225000000,495000000,707000000,846000000,900000000
