Date,2017-03,2016-03,2015-03,2014-03,2013-03
Cash and cash equivalents,170000000.0,190000000.0,141000000.0,419000000.0,223000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,143000000.0,139000000.0,163000000.0,167000000.0,160000000.0
Inventories,,,,,
Total current assets,866000000.0,774000000.0,908000000.0,658000000.0,727000000.0
Property Plant & Equipment Net,156000000.0,183000000.0,221000000.0,217000000.0,231000000.0
Goodwill and Intangible Assets,692000000,578000000,674000000,416000000,429000000
Long-term investments,000000.0,000000.0,000000.0,000000.0,11000000.0
Tax assets,10000000.0,7000000.0,000000.0,000000.0,000000.0
Total non-current assets,265000000.0,227000000.0,371000000.0,391000000.0,343000000.0
Total assets,1235000000.0,1150000000.0,1322000000.0,1323000000.0,1188000000.0
Payables,40000000.0,38000000.0,39000000.0,36000000.0,36000000.0
Short-term debt,40000000.0,32000000.0,33000000.0,29000000.0,16000000.0
Total current liabilities,230000000.0,224000000.0,248000000.0,249000000.0,225000000.0
Long-term debt,189000000.0,158000000.0,255000000.0,289000000.0,237000000.0
Total debt,189000000.0,158000000.0,255000000.0,289000000.0,237000000.0
Deferred revenue,37000000.0,44000000.0,37000000.0,48000000.0,41000000.0
Tax Liabilities,58000000.0,54000000.0,103000000.0,90000000.0,95000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,265000000.0,227000000.0,371000000.0,391000000.0,343000000.0
Total liabilities,496000000.0,451000000.0,619000000.0,640000000.0,568000000.0
Other comprehensive income,8000000.0,9000000.0,9000000.0,14000000.0,11000000.0
Retained earnings (deficit),603000000.0,599000000.0,592000000.0,603000000.0,594000000.0
Total shareholders equity,739000000.0,699000000.0,703000000.0,683000000.0,620000000.0
Investments,000000.0,000000.0,000000.0,000000.0,11000000.0
Net Debt,59000000,0,147000000,-101000000,30000000
Other Assets,38000000,28000000,65000000,50000000,121000000
Other Liabilities,18000000,15000000,45000000,12000000,11000000
