date,,2021-01-03_FY,2019-12-29_FY,2018-12-30_FY,2017-12-31_FY,2017-01-01_FY,2016-01-03_FY,2014-12-28_FY,2013-12-29_FY,2012-12-30_FY,2012-01-01_FY,2011-01-02_FY,2010-01-03_FY,2008-12-28_FY,2007-12-30_FY,2006-12-31_FY,2006-01-01_FY,2005-01-02_FY,2003-12-28_FY,2002-12-29_FY,2001-12-31_FY,2000-12-31_FY,2000-01-02_FY,1999-01-03_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1995-01-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,14714000000.0,15119000000.0,15297000000.0,1300000000.0,16540000000.0,15409000000.0,16323000000.0,13831000000.0,10853000000.0,9672000000.0,13334000000.0,12266000000.0,12949000000.0,10576000000.0,11053000000.0,10411000000.0,8509000000.0,7197000000.0,6597000000.0,5668000000.0,4800000000.0,4167000000.0,3059000000.0,3303000000.0,2887000000.0,2403000000.0,2006000000.0
,depreciationAndAmortization,7231000000.0,7009000000.0,6929000000.0,5642000000.0,3754000000.0,3746000000.0,3895000000.0,4104000000.0,3666000000.0,3158000000.0,2939000000.0,2774000000.0,2832000000.0,2777000000.0,2177000000.0,2093000000.0,2124000000.0,1869000000.0,1662000000.0,1605000000.0,1515000000.0,1444000000.0,1246000000.0,1067000000.0,1009000000.0,857000000.0,724000000.0
,deferredIncomeTax,-1141000000.0,-2476000000.0,-1016000000.0,2406000000.0,-341000000.0,-270000000.0,441000000.0,-607000000.0,-39000000.0,-836000000.0,356000000.0,-436000000.0,22000000.0,-1762000000.0,-1168000000.0,-46000000.0,-498000000.0,-720000000.0,-74000000.0,-106000000.0,-167000000.0,-7000000.0,-239000000.0,-121000000.0,-3000000.0,-63000000.0,-66000000.0
,stockBasedCompensation,1005000000.0,977000000.0,978000000.0,962000000.0,878000000.0,874000000.0,792000000.0,728000000.0,662000000.0,621000000.0,614000000.0,628000000.0,627000000.0,698000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,2690000000.0,-5493000000.0,2252000000.0,-26194000000.0,6282000000.0,-1763000000.0,3494000000.0,8878000000.0,-9651000000.0,7270000000.0,6425000000.0,4285000000.0,3417000000.0,6294000000.0,-14945000000.0,5366000000.0,3846000000.0,1730000000.0,-2612000000.0,2119000000.0,2564000000.0,2776000000.0,-2310000000.0,1094000000.0,636000000.0,1136000000.0,409000000.0
,accountsReceivables,774000000.0,-289000000.0,-1185000000.0,-633000000.0,-1065000000.0,-433000000.0,-247000000.0,-632000000.0,-9000000.0,-915000000.0,12000000.0,58000000.0,86000000.0,22000000.0,0.0,-179000000.0,-257000000.0,-1175000000.0,-769000000.0,0.0,0.0,-572000000.0,-332000000.0,-78000000.0,-348000000.0,0.0,-494000000.0
,inventory,-265000000.0,-277000000.0,-644000000.0,581000000.0,-249000000.0,-449000000.0,-1120000000.0,-622000000.0,-1000000.0,-715000000.0,-196000000.0,95000000.0,-101000000.0,14000000.0,-210000000.0,-215000000.0,-156000000.0,-285000000.0,-311000000.0,-167000000.0,125000000.0,-242000000.0,-337000000.0,-18000000.0,-222000000.0,-9000000.0,-444000000.0
,accountsPayables,9505000000.0,4060000000.0,3951000000.0,2725000000.0,656000000.0,-3000000.0,955000000.0,1821000000.0,2768000000.0,493000000.0,20000000.0,-507000000.0,-272000000.0,2642000000.0,0.0,912000000.0,-261000000.0,-1345000000.0,-783000000.0,0.0,0.0,-142000000.0,-108000000.0,-10000000.0,-141000000.0,0.0,-291000000.0
,otherWorkingCapital,0.0,9310000000.0,14803000000.0,12551000000.0,38745000000.0,32463000000.0,34226000000.0,30732000000.0,21854000000.0,31505000000.0,24235000000.0,17810000000.0,13525000000.0,10108000000.0,3814000000.0,18759000000.0,13393000000.0,9547000000.0,7817000000.0,10429000000.0,8310000000.0,5746000000.0,2970000000.0,5280000000.0,4186000000.0,3550000000.0,2414000000.0
,otherNonCashItems,-1148000000.0,-101000000.0,988000000.0,0.0,587000000.0,-945000000.0,-1122000000.0,1027000000.0,3224000000.0,653000000.0,626000000.0,686000000.0,894000000.0,2205000000.0,645000000.0,331000000.0,21000000.0,924000000.0,183000000.0,0.0,0.0,11000000.0,164000000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,23536000000.0,23416000000.0,22201000000.0,21056000000.0,18767000000.0,19569000000.0,18710000000.0,17414000000.0,15396000000.0,14298000000.0,16385000000.0,16571000000.0,14972000000.0,15249000000.0,14248000000.0,11877000000.0,11131000000.0,10595000000.0,8176000000.0,8864000000.0,6563000000.0,5677000000.0,4886000000.0,4343000000.0,3891000000.0,3382000000.0,2975000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3347000000.0,-3498000000.0,-3670000000.0,-3279000000.0,-3226000000.0,-3463000000.0,-3714000000.0,-3595000000.0,-2934000000.0,-2893000000.0,-2384000000.0,-2365000000.0,-3066000000.0,-2942000000.0,-2738000000.0,-2632000000.0,-2175000000.0,-2262000000.0,-2099000000.0,-1731000000.0,-1646000000.0,-1728000000.0,-1460000000.0,-1391000000.0,-1373000000.0,-1256000000.0,-937000000.0
,acquisitionsNet,-7323000000.0,-5800000000.0,-900000000.0,-35151000000.0,-4509000000.0,-954000000.0,-2129000000.0,-835000000.0,-4486000000.0,-2797000000.0,-1269000000.0,-2470000000.0,-1214000000.0,-1388000000.0,-18023000000.0,-18023000000.0,-987000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-22076000000.0,-6746000000.0,-11494000000.0,-6153000000.0,-42929000000.0,-46118000000.0,-42037000000.0,-3538000000.0,-26353000000.0,-32407000000.0,-15788000000.0,-10040000000.0,-3668000000.0,-9659000000.0,-467000000.0,0.0,0.0,0.0,0.0,-8188000000.0,-5383000000.0,0.0,0.0,0.0,0.0,-151000000.0,0.0
,salesMaturitiesOfInvestments,12137000000.0,0.0,0.0,28117000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426000000.0,0.0,0.0,0.0,0.0,5967000000.0,4670000000.0,0.0,0.0,0.0,0.0,0.0,0.0
