Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,75100000.0,45700000.0,115700000.0,161700000.0,76100000.0,66500000.0,96300000.0,251200000.0,0.0
Short-term investments,8069500000.0,6804900000.0,6607500000.0,6429500000.0,6439700000.0,6151300000.0,6460100000.0,6222700000.0,0.0
Cash and short-term investments,8144600000.0,6850600000.0,6723200000.0,6591200000.0,6515800000.0,6217800000.0,6556400000.0,6473900000.0,0.0
Receivables,1007100000.0,366000000.0,336500000.0,332400000.0,295300000.0,331600000.0,369300000.0,379200000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,9151700000.0,7216600000.0,7059700000.0,6923600000.0,6811100000.0,6549400000.0,6925700000.0,6853100000.0,0.0
Property Plant & Equipment Net,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill and Intangible Assets,1112400000.0,323000000.0,323000000.0,323000000.0,311800000.0,311800000.0,311800000.0,311800000.0,0.0
Long-term investments,187000000.0,161000000.0,175900000.0,190600000.0,184800000.0,245100000.0,253000000.0,306300000.0,0.0
Tax assets,38900000.0,0.0,25800000.0,314400000.0,302700000.0,294600000.0,388300000.0,372900000.0,0.0
Total non-current assets,2393200000.0,1159600000.0,1150800000.0,1112500000.0,1022300000.0,1107000000.0,1083400000.0,1232800000.0,0.0
Total assets,11544900000.0,8376200000.0,8210500000.0,8036100000.0,7833400000.0,7656400000.0,8009100000.0,8085900000.0,0.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,31500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,1460200000.0,662000000.0,623800000.0,613100000.0,544700000.0,600400000.0,657300000.0,672400000.0,0.0
Long-term debt,909000000.0,592300000.0,751600000.0,750600000.0,752100000.0,606900000.0,611400000.0,610600000.0,0.0
Total debt,940500000.0,592300000.0,751600000.0,750600000.0,752100000.0,606900000.0,611400000.0,610600000.0,0.0
Deferred revenue,1424300000.0,653900000.0,618700000.0,613100000.0,536900000.0,598900000.0,650900000.0,666200000.0,0.0
Tax Liabilities,4400000.0,8100000.0,5100000.0,0.0,7800000.0,1500000.0,6400000.0,6200000.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,935200000.0,607100000.0,785600000.0,1033100000.0,1076300000.0,869700000.0,1008200000.0,1027800000.0,0.0
Total liabilities,8494800000.0,6260600000.0,6235300000.0,6043700000.0,5742700000.0,5604900000.0,5847400000.0,5869800000.0,0.0
Other comprehensive income,1666300000,678199999.9,660300000,654000000,660100000,694800000,725000000,743900000,0.0
Retained earnings (deficit),1355500000.0,1243000000.0,1172800000.0,1209000000.0,1202700000.0,1215800000.0,1118200000.0,1208200000.0,0.0
Total shareholders equity,3050100000.0,2115600000.0,1975200000.0,1992400000.0,2090700000.0,2051500000.0,2161700000.0,2216100000.0,0.0
Investments,8256500000.0,6965900000.0,6783400000.0,6620100000.0,6624500000.0,6396400000.0,6713100000.0,6529000000.0,0.0
Net Debt,865400000.0,546600000.0,635900000.0,588900000.0,676000000.0,540400000.0,515100000.0,359400000.0,0.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,6099400000.0,4991500000.0,4825900000.0,4397500000.0,4121700000.0,4134800000.0,4181900000.0,4169600000.0,0.0
