date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,178040000.0,226339000.0,208393000.0,171753000.0,161625000.0,149502000.0,157894000.0,161840000.0,159845000.0,145573000.0,128332000.0,73924000.0,-5617000.0,152718000.0,185527000.0,166074000.0,152917000.0,138180000.0,132948000.0,113589000.0,103804000.0,97200000.0,88500000.0,65200000.0,52000000.0,45600000.0,40000000.0,30100000.0,26600000.0,24900000.0,24900000.0,19400000.0
,depreciationAndAmortization,29332000.0,29627000.0,28156000.0,28096000.0,27403000.0,27852000.0,25814000.0,28349000.0,25606000.0,25338000.0,25717000.0,26348000.0,26855000.0,30156000.0,28420000.0,24807000.0,27041000.0,33681000.0,18598000.0,12990000.0,12096000.0,12400000.0,10700000.0,8800000.0,7600000.0,8100000.0,6800000.0,6500000.0,3500000.0,2900000.0,3100000.0,-1100000.0
,deferredIncomeTax,-21591000.0,-165000.0,-16558000.0,40531000.0,11054000.0,13424000.0,18523000.0,11825000.0,17007000.0,4378000.0,5544000.0,-20432000.0,-52483000.0,-13646000.0,-5779000.0,990000.0,1232000.0,4709000.0,1096000.0,1520000.0,-1280000.0,1400000.0,-300000.0,1600000.0,600000.0,2100000.0,-300000.0,-1300000.0,-2000000.0,-500000.0,-500000.0,-1200000.0
,stockBasedCompensation,7529000.0,7413000.0,7965000.0,5209000.0,6556000.0,5938000.0,5865000.0,5330000.0,4834000.0,4249000.0,1996000.0,1781000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-110781000.0,-195903000.0,-31153000.0,-9116000.0,-30132000.0,-26329000.0,-17051000.0,5529000.0,18391000.0,10054000.0,-42701000.0,-100142000.0,-19962000.0,132837000.0,15258000.0,-9042000.0,9247000.0,-17498000.0,-8673000.0,-17516000.0,9164000.0,9500000.0,-29200000.0,1400000.0,-5400000.0,-800000.0,-5400000.0,400000.0,-5400000.0,0.0,-3000000.0,2000000.0
,accountsReceivables,0.0,0.0,-5969000.0,-6616000.0,-3527000.0,-949000.0,2219000.0,1749000.0,5312000.0,2743000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,1212000.0,-315000.0,-1092000.0,-7321000.0,2827000.0,-4112000.0,-6356000.0,-7647000.0,-13263000.0,-7082000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-110781000.0,-195903000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9173000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,7541000.0,7153000.0,17452000.0,10203000.0,3874000.0,13900000.0,13892000.0,71157000.0,20038000.0,0.0,0.0,0.0,211954000.0,18660000.0,4402000.0,-4245000.0,-7586000.0,70293000.0,-40201000.0,6385000.0,6216000.0,7100000.0,-400000.0,8000000.0,4700000.0,3200000.0,11700000.0,4300000.0,3800000.0,-2700000.0,1500000.0,14800000.0
,netCashProvidedByOperatingActivites,154488000.0,127713000.0,296820000.0,258826000.0,185410000.0,176962000.0,210372000.0,301617000.0,296282000.0,371998000.0,284809000.0,182582000.0,194746000.0,304691000.0,199303000.0,146491000.0,145877000.0,187930000.0,94776000.0,104407000.0,119364000.0,127600000.0,57900000.0,77900000.0,56400000.0,53900000.0,50500000.0,36800000.0,23100000.0,23500000.0,23500000.0,31900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20237000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25339000.0,-24290000.0,-22147000.0,-29054000.0,-21606000.0,-30277000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000000.0,0.0,-110000000.0,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1149639000.0,-1156830000.0,-615682000.0,-648235000.0,-782765000.0,-683839000.0,-339691000.0,-779554000.0,-1130059000.0,-1126354000.0,-971621000.0,-2006416000.0,-990308000.0,-1113490000.0,-869574000.0,-866300000.0,-290366000.0,-2454106000.0,-1534784000.0,-977979000.0,-160614000.0,-309700000.0,-750000000.0,-414900000.0,-240400000.0,-259000000.0,-271100000.0,-307800000.0,-264400000.0,-184600000.0,-184600000.0,-165200000.0
,salesMaturitiesOfInvestments,739818000.0,1028562000.0,381219000.0,602407000.0,675962000.0,636580000.0,449786000.0,904977000.0,1138506000.0,1109586000.0,1244798000.0,1488083000.0,1378321000.0,866037000.0,771826000.0,898977000.0,1061036000.0,2083658000.0,896860000.0,727340000.0,243892000.0,410400000.0,450200000.0,373200000.0,272600000.0,256600000.0,349200000.0,352800000.0,262000000.0,152400000.0,152400000.0,177600000.0
