Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,7490000000.0,7115000000.0,6716000000.0,5670000000.0,5065000000.0
Revenue Growth,,,,,
Cost of Revenue,3144000000.0,2934000000.0,2704000000.0,2355000000.0,2227000000.0
Gross Profit,4346000000.0,4181000000.0,4012000000.0,3315000000.0,2838000000.0
R&D Expenses,217000000.0,214000000.0,214000000.0,188000000.0,164000000.0
SG&A Expense,1845000000.0,1750000000.0,1678000000.0,1367000000.0,1145000000.0
Operating Expenses,3212000000.0,2906000000.0,2782000000.0,2318000000.0,1972000000.0
Operating Income,1134000000.0,1275000000.0,1230000000.0,997000000.0,866000000.0
Interest Expense,70000000.0,71000000.0,71000000.0,49000000.0,26000000.0
Earnings before Tax,1010000000.0,1165000000.0,1121000000.0,1179000000.0,845000000.0
Income Tax Expense,132000000.0,285000000.0,308000000.0,193000000.0,199000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,789000000.0,813000000.0,757000000.0,929000000.0,593000000.0
Preferred Dividends,,,,,
Net Income Com,789000000.0,813000000.0,757000000.0,929000000.0,593000000.0
EPS,3.64,3.79,3.57,4.41,2.82
EPS Diluted,3.57,3.71,3.50,4.32,2.78
Weighted Average Shs Out,217000000.0,215000000.0,212000000.0,211000000.0,210000000.0
Weighted Average Shs Out (Dil),221000000.0,219000000.0,217000000.0,215000000.0,213000000.0
Dividend per Share,,,,,
Gross Margin,0.58024032042724,0.58763176387913,0.59737939249553,0.58465608465608,0.56031589338598
EBITDA Margin,0.21748998664887,0.22431482782853,0.23406789755807,0.29611992945326,0.22073050345508
EBIT Margin,0.13230974632844,0.16430077301476,0.16914830256105,0.20652557319224,0.16150049358342
Profit Margin,0.10534045393858,0.11426563598032,0.11271590232281,0.16384479717813,0.11707798617966
Free Cash Flow margin,,,,,
EBITDA,1629000000.0,1596000000.0,1572000000.0,1679000000.0,1118000000.0
EBIT,991000000,1169000000,1136000000,1171000000,818000000
Consolidated Income,789000000.0,813000000.0,757000000.0,929000000.0,593000000.0
Earnings Before Tax Margin,0.13484646194927,0.16373858046381,0.1669148302561,0.20793650793651,0.16683119447187
Net Profit Margin,0.10534045393858,0.11426563598032,0.11271590232281,0.16384479717813,0.11707798617966
