date,,2020-12-26_FY,2019-12-28_FY,2018-12-29_FY,2017-12-30_FY,2016-12-31_FY,2015-12-26_FY,2014-12-27_FY,2013-12-28_FY,2012-12-29_FY,2011-12-31_FY,2010-12-25_FY,2009-12-26_FY,2008-12-27_FY,2007-12-29_FY,2006-12-31_FY,2005-12-25_FY,2004-12-26_FY,2003-12-28_FY,2002-12-29_FY,2001-12-30_FY,2000-12-31_FY,1999-12-26_FY,1998-12-27_FY,1997-12-28_FY,1996-12-29_FY,1995-12-31_FY,1994-12-25_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2490000000.0,341000000.0,337000000.0,-33000000.0,-497000000.0,-660000000.0,-403000000.0,-83000000.0,-1183000000.0,491000000.0,471000000.0,376000000.0,-3098000000.0,-3379000000.0,-166000000.0,165500000.0,91200000.0,-274500000.0,-1303000000.0,-60600000.0,983026000.0,-88900000.0,-104000000.0,-21100000.0,-69000000.0,300521000.0,305300000.0,228781000.0,245000000.0,145300000.0,-53600000.0,46100000.0
,depreciationAndAmortization,312000000.0,222000000.0,170000000.0,144000000.0,133000000.0,167000000.0,203000000.0,236000000.0,260000000.0,317000000.0,383000000.0,1128000000.0,1223000000.0,1305000000.0,837000000.0,1219300000.0,1224300000.0,995700000.0,756200000.0,622900000.0,579070000.0,515500000.0,467500000.0,394500000.0,332600000.0,262501000.0,216000000.0,175067000.0,152300000.0,155900000.0,128300000.0,136400000.0
,deferredIncomeTax,-1223000000.0,-4000000.0,-4000000.0,0.0,11000000.0,0.0,0.0,1000000.0,-40000000.0,-6000000.0,-5000000.0,130000000.0,26000000.0,-24000000.0,-2000000.0,-21800000.0,-39200000.0,3000000.0,35400000.0,-36100000.0,-19076000.0,160700000.0,-106900000.0,-18600000.0,17100000.0,41607000.0,-21100000.0,-27021000.0,-19100000.0,-15500000.0,-2700000.0,-10600000.0
,stockBasedCompensation,274000000.0,197000000.0,137000000.0,97000000.0,86000000.0,63000000.0,81000000.0,91000000.0,97000000.0,90000000.0,87000000.0,75000000.0,83000000.0,112000000.0,0.0,5187000.0,1014000.0,1920000.0,2891000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1488000000.0,682000000.0,435000000.0,-63000000.0,267000000.0,-379000000.0,30000000.0,398000000.0,-587000000.0,-465000000.0,-145000000.0,1912000000.0,-1038000000.0,80000000.0,-626000000.0,355000000.0,-66000000.0,800000000.0,-391000000.0,-394580000.0,934580000.0,-222000000.0,273000000.0,2000000.0,-29032000.0,80032000.0,-114567000.0,124367000.0,214300000.0,91900000.0,-238900000.0,-19600000.0
,accountsReceivables,-219000000.0,-623000000.0,-806000000.0,-89000000.0,222000000.0,280000000.0,7000000.0,-200000000.0,290000000.0,-347000000.0,-1138000000.0,-960000000.0,101000000.0,503000000.0,0.0,-276230000.0,-171769000.0,39090000.0,259505000.0,-113000000.0,0.0,-14000000.0,-87000000.0,-109000000.0,56000000.0,61000000.0,-73000000.0,0.0,0.0,0.0,0.0,-17000000.0
,inventory,-417000000.0,-137000000.0,-151000000.0,12000000.0,-73000000.0,-11000000.0,199000000.0,-322000000.0,-83000000.0,157000000.0,-144000000.0,89000000.0,152000000.0,4000000.0,6000000.0,-27780000.0,-179981000.0,-77426000.0,-51975000.0,-36000000.0,-156284000.0,-23000000.0,-6000000.0,-15000000.0,1000000.0,-26000000.0,-25000000.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-513000000.0,7000000.0,121000000.0,29000000.0,58000000.0,27000000.0,-146000000.0,-89000000.0,277000000.0,-28000000.0,-184000000.0,-105000000.0,-666000000.0,-321000000.0,0.0,214330000.0,0.0,32345000.0,0.0,172000000.0,0.0,-53000000.0,26000000.0,-136000000.0,0.0,-75000000.0,-22000000.0,0.0,0.0,0.0,0.0,-5000000.0
,otherWorkingCapital,3726000000.0,2238000000.0,1556000000.0,1121000000.0,1184000000.0,917000000.0,1296000000.0,1266000000.0,868000000.0,1455000000.0,1920000000.0,2065000000.0,153000000.0,1191000000.0,1111000000.0,1737000000.0,1382000000.0,1448000000.0,648000000.0,1039000000.0,1433580000.0,499000000.0,721000000.0,448000000.0,446000000.0,475032000.0,395000000.0,509567000.0,385200000.0,170900000.0,79000000.0,317900000.0
,otherNonCashItems,0.0,476000000.0,258000000.0,145000000.0,13000000.0,154000000.0,393000000.0,146000000.0,398000000.0,515000000.0,234000000.0,-39000000.0,1498000000.0,1761000000.0,493000000.0,-107700000.0,-72200000.0,-119300000.0,261300000.0,71200000.0,0.0,-448100000.0,8600000.0,11400000.0,-82800000.0,-32400000.0,73100000.0,0.0,0.0,100000.0,-100000.0,-200000.0
,netCashProvidedByOperatingActivites,1071000000.0,493000000.0,34000000.0,12000000.0,90000000.0,-226000000.0,-98000000.0,-148000000.0,-338000000.0,382000000.0,-412000000.0,473000000.0,-692000000.0,-310000000.0,1287000000.0,1482900000.0,1086500000.0,295600000.0,-88900000.0,167600000.0,1205552000.0,259900000.0,144400000.0,398800000.0,73200000.0,611898000.0,573200000.0,456228000.0,388700000.0,189100000.0,108000000.0,155600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-294000000.0,-217000000.0,-163000000.0,-113000000.0,-77000000.0,-96000000.0,-95000000.0,-84000000.0,-133000000.0,-250000000.0,-148000000.0,-466000000.0,343000000.0,-1685000000.0,-1857000000.0,-1513173000.0,-1440137000.0,-570316000.0,-705147000.0,-678900000.0,-805474000.0,-619800000.0,-996200000.0,-685100000.0,-485000000.0,-620815000.0,-548700000.0,-323669000.0,-222100000.0,-111000000.0,-304200000.0,-158800000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281000000.0,0.0,0.0,0.0,32000000.0,157000000.0,-3615000000.0,0.0,0.0,-6265000.0,-26509000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
