Date,2017-12,2016-12,2015-12,2014-12,2013-12
Cash and cash equivalents,9000000.0,45000000.0,39000000.0,28000000.0,98000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,182000000.0,152000000.0,124000000.0,192000000.0,156000000.0
Inventories,60000000.0,61000000.0,121000000.0,83000000.0,44000000.0
Total current assets,1938000000.0,1916000000.0,2048000000.0,1944000000.0,1800000000.0
Property, Plant & Equipment Net,1477000000.0,1586000000.0,1800000000.0,1665000000.0,1614000000.0
Goodwill and Intangible Assets,136000000,136000000,136000000,0,0
Long-term investments,254000000.0,139000000.0,65000000.0,225000000.0,130000000.0
Tax assets,,,,,
Total non-current assets,1339000000.0,1289000000.0,1392000000.0,1303000000.0,1418000000.0
Total assets,2221000000.0,2198000000.0,2368000000.0,2289000000.0,2127000000.0
Payables,97000000.0,64000000.0,84000000.0,86000000.0,80000000.0
Short-term debt,72000000.0,150000000.0,239000000.0,230000000.0,37000000.0
Total current liabilities,290000000.0,327000000.0,424000000.0,421000000.0,213000000.0
Long-term debt,416000000.0,399000000.0,580000000.0,591000000.0,831000000.0
Total debt,416000000.0,399000000.0,580000000.0,591000000.0,831000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,1339000000.0,1289000000.0,1392000000.0,1303000000.0,1418000000.0
Total liabilities,1629000000.0,1616000000.0,1816000000.0,1724000000.0,1631000000.0
Other comprehensive income,,,,,
Retained earnings (deficit),,,,,
Total shareholders equity,592000000.0,582000000.0,552000000.0,565000000.0,496000000.0
Investments,254000000.0,139000000.0,65000000.0,225000000.0,130000000.0
Net Debt,479000000,504000000,780000000,793000000,770000000
Other Assets,70000000,55000000,47000000,54000000,55000000
Other Liabilities,228000000,313000000,224000000,200000000,182000000
