date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-07-31_FY,2005-07-31_FY,2004-07-31_FY,2003-07-31_FY,2002-07-31_FY,2001-07-31_FY,2000-07-31_FY,1999-07-31_FY,1998-07-31_FY,1997-07-31_FY,1996-07-31_FY,1995-07-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,222974000.0,133275000.0,430151000.0,374254000.0,256519000.0,199385000.0,179002000.0,152862000.0,121739000.0,106273000.0,110064000.0,17143000.0,92706000.0,134731000.0,172464000.0,121767000.0,106085336.0,78630765.0,51181673.0,26722273.0,36119408.0,30800000.0,19400000.0,17800000.0,16100000.0,13800000.0
,depreciationAndAmortization,196167000.0,148777000.0,93223000.0,98258000.0,52575000.0,31381000.0,25834000.0,24987000.0,24978000.0,24009000.0,13229000.0,13483000.0,17021000.0,13905000.0,14046000.0,10775000.0,8455118.0,6385416.0,5225360.0,4941627.0,4676546.0,3700000.0,4400000.0,4500000.0,5000000.0,4700000.0
,deferredIncomeTax,-11212000.0,-9059000.0,14525000.0,-39552000.0,-14116000.0,-7292000.0,-2177000.0,-9904000.0,-3442000.0,-2839000.0,-3459000.0,6411000.0,-31409000.0,-1324000.0,-6214000.0,6831000.0,100846.0,-7130157.0,4219343.0,3582045.0,-318357.0,-400000.0,-2700000.0,400000.0,400000.0,-800000.0
,stockBasedCompensation,19889000.0,18950000.0,17000000.0,12500000.0,9387000.0,6776000.0,5231000.0,2816000.0,688000.0,2707000.0,1387000.0,657000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2036000.0,46688000.0,143223000.0,33915000.0,-32300000.0,-75828000.0,4302000.0,95236000.0,28627000.0,163000.0,-74538000.0,140040000.0,-148825000.0,54323000.0,98778000.0,19029970.0,65508522.0,56371223.0,-16378960.0,11787801.0,15809444.0,24000000.0,17300000.0,6900000.0,9800000.0,-12400000.0
,accountsReceivables,-115232000.0,136145000.0,-2391000.0,-92305000.0,-15773000.0,41324000.0,-9448000.0,-46615000.0,-62592000.0,14648000.0,-49184000.0,30739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,133290000.0,283311000.0,-77421000.0,-56619000.0,-15582000.0,14750000.0,-44774000.0,-37037000.0,-1585000.0,-17448000.0,-29987000.0,47304000.0,16398000.0,14189000.0,-25321000.0,-5860000.0,-23945741.0,-1987178.0,4570827.0,9258576.0,-16694934.0,-10900000.0,3800000.0,1100000.0,-7400000.0,-5700000.0
,accountsPayables,60469000.0,-120507000.0,-40736000.0,67138000.0,28625000.0,-26632000.0,13647000.0,15449000.0,23435000.0,-15403000.0,25238000.0,-17548000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,586996000.0,589032000.0,542344000.0,399121000.0,365206000.0,397506000.0,473334000.0,469032000.0,373796000.0,345169000.0,345006000.0,419544000.0,279504000.0,428329000.0,374006000.0,275228000.0,256198030.0,190689508.0,134318285.0,150697245.0,138909444.0,123100000.0,99100000.0,81800000.0,74900000.0,65100000.0
,otherNonCashItems,10743000.0,6189000.0,1570000.0,1570000.0,131000.0,0.0,0.0,0.0,0.0,104083000.0,-2893000.0,0.0,7891000.0,610000.0,1079000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,540941000.0,508019000.0,466508000.0,419333000.0,341209000.0,247860000.0,149261000.0,145066000.0,118841000.0,114802000.0,100652000.0,48570000.0,122108000.0,232753000.0,137259000.0,131343000.0,83216190.0,45674154.0,133872160.0,21023433.0,14630389.0,36100000.0,40300000.0,22500000.0,11400000.0,5300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-106697000.0,-130224000.0,-138197000.0,-115027000.0,-51976000.0,-42283000.0,-30406000.0,-24305000.0,-10063000.0,-33749000.0,-12297000.0,-5625000.0,-14475000.0,-13654000.0,-30166000.0,-47670000.0,-26940489.0,-27264463.0,-7483710.0,-17197774.0,-13908163.0,-7400000.0,-11800000.0,-1800000.0,-4700000.0,-5200000.0
,acquisitionsNet,0.0,-1729000000.0,0.0,-5000000.0,-558000000.0,-194000000.0,19000000.0,1000000.0,0.0,-100000000.0,-20000000.0,2000000.0,0.0,0.0,0.0,-38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66650000.0,-295765000.0,0.0,0.0,0.0,0.0,0.0,-642691.0,-11535508.0,0.0,0.0,0.0,-2300000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,800000.0,650000.0,3700000.0,115850000.0,10850000.0,108675000.0,121046000.0,0.0,0.0,0.0,23687.0,96228.0,277723.0,6356517.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-5229000.0,-2157000.0,1271000.0,-1271000.0,7807000.0,1420000.0,4984000.0,7815000.0,1100000.0,2569000.0,-5786000.0,-10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,100000.0,0.0,0.0,-5100000.0
,netCashUsedForInvestingActivites,-84249000.0,-1865503000.0,-183493000.0,-116655000.0,-601473000.0,-234968000.0,2928000.0,-13996000.0,-7854000.0,-126352000.0,82977000.0,-307000.0,32566000.0,-188141000.0,-29903000.0,-82729000.0,-56267030.0,-27218999.0,-80649500.0,-17516432.0,-18972811.0,-7100000.0,-8500000.0,-1100000.0,-6800000.0,-10100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
