date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY,2008-09-30_FY,2007-09-30_FY,2006-09-30_FY,2005-09-30_FY,2004-09-30_FY,2003-09-30_FY,2002-09-30_FY,2001-09-30_FY,2000-09-30_FY,1999-09-30_FY,1998-09-30_FY,1997-09-30_FY,1996-09-30_FY,1995-09-30_FY,1994-09-30_FY,1993-09-30_FY,1992-09-30_FY,1991-09-30_FY,1990-09-30_FY,1989-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-238000000.0,157000000.0,-113000000.0,241000000.0,149000000.0,-334000000.0,199000000.0,153000000.0,388000000.0,236000000.0,154000000.0,-77000000.0,86000000.0,129000000.0,88000000.0,-48000000.0,124000000.0,77000000.0,106000000.0,124000000.0,453000000.0,97000000.0,121600000.0,92800000.0,194100000.0,171900000.0,78700000.0,11300000.0,62200000.0,49300000.0,71000000.0,-6500000.0
,depreciationAndAmortization,158000000.0,148000000.0,149000000.0,155000000.0,161000000.0,183000000.0,201000000.0,190000000.0,156000000.0,144000000.0,143000000.0,169000000.0,163000000.0,149000000.0,131000000.0,142000000.0,134000000.0,135000000.0,109000000.0,115000000.0,129000000.0,125000000.0,115400000.0,109900000.0,97000000.0,94200000.0,86300000.0,84500000.0,84100000.0,89200000.0,85500000.0,97800000.0
,deferredIncomeTax,130000000.0,-27000000.0,91000000.0,-35000000.0,-35000000.0,-86000000.0,8000000.0,-9000000.0,-6000000.0,-25000000.0,-2000000.0,-51000000.0,-30000000.0,-27000000.0,2000000.0,-57000000.0,0.0,-31000000.0,-4000000.0,6000000.0,20000000.0,-3000000.0,12000000.0,-13200000.0,3800000.0,-24200000.0,27100000.0,11100000.0,22900000.0,11600000.0,6800000.0,-35800000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,19000000.0,27000000.0,27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,162000000.0,177000000.0,-86000000.0,-171000000.0,84000000.0,-127000000.0,83000000.0,127000000.0,-375000000.0,0.0,176000000.0,-84000000.0,79000000.0,-22000000.0,-65000000.0,14000000.0,13000000.0,115000000.0,-4000000.0,-19000000.0,487000000.0,126400000.0,12800000.0,-112300000.0,-93400000.0,144200000.0,-58700000.0,-4200000.0,201200000.0,-142800000.0,9500000.0,-62300000.0
,accountsReceivables,0.0,73000000.0,-127000000.0,-64000000.0,25000000.0,154000000.0,-54000000.0,34000000.0,6000000.0,-111000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,114000000.0,27000000.0,-105000000.0,-50000000.0,51000000.0,58000000.0,-56000000.0,64000000.0,-30000000.0,-79000000.0,-7000000.0,184000000.0,-68000000.0,-8000000.0,82000000.0,-9000000.0,-20000000.0,-25000000.0,-64000000.0,-55000000.0,1000000.0,-7000000.0,-3200000.0,2700000.0,-39000000.0,-58000000.0,-13700000.0,17400000.0,-27200000.0,15000000.0,-6600000.0,-26900000.0
,accountsPayables,-55000000.0,-75000000.0,122000000.0,91000000.0,-27000000.0,-75000000.0,-29000000.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-11000000.0,611000000.0,434000000.0,520000000.0,691000000.0,607000000.0,734000000.0,651000000.0,524000000.0,899000000.0,899000000.0,723000000.0,807000000.0,728000000.0,750000000.0,815000000.0,801000000.0,788000000.0,673000000.0,677000000.0,696000000.0,209000000.0,82600000.0,69800000.0,182100000.0,275500000.0,131300000.0,190000000.0,194200000.0,-7000000.0,135800000.0,126300000.0
,otherNonCashItems,17000000.0,8000000.0,38000000.0,13000000.0,22000000.0,18000000.0,32000000.0,16000000.0,3000000.0,-3000000.0,-5000000.0,2000000.0,29000000.0,25000000.0,37000000.0,0.0,0.0,0.0,0.0,6000000.0,-5000000.0,0.0,0.0,0.0,-36700000.0,74600000.0,-9800000.0,11100000.0,5500000.0,3600000.0,0.0,24600000.0
,netCashProvidedByOperatingActivites,377000000.0,363000000.0,298000000.0,340000000.0,392000000.0,499000000.0,315000000.0,419000000.0,415000000.0,195000000.0,249000000.0,399000000.0,124000000.0,309000000.0,252000000.0,224000000.0,241000000.0,254000000.0,192000000.0,26000000.0,264000000.0,208000000.0,236400000.0,144200000.0,152000000.0,182000000.0,143800000.0,189100000.0,103300000.0,147200000.0,128300000.0,47600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-200000000.0,-224000000.0,-229000000.0,-147000000.0,-112000000.0,-141000000.0,-171000000.0,-264000000.0,-281000000.0,-230000000.0,-108000000.0,-106000000.0,-199000000.0,-141000000.0,-188000000.0,-186000000.0,-119000000.0,-129000000.0,-146000000.0,-122000000.0,-137000000.0,-166000000.0,-226600000.0,-162800000.0,-209100000.0,-131200000.0,-73600000.0,-65000000.0,-78100000.0,-198000000.0,-298300000.0,-233000000.0
,acquisitionsNet,-92000000.0,132000000.0,-64000000.0,0.0,0.0,0.0,-73000000.0,0.0,-923000000.0,0.0,-5000000.0,0.0,7000000.0,0.0,-19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,-7000000.0,0.0,0.0,-95000000.0,-39000000.0,-94000000.0,-110000000.0,0.0,-9000000.0,-5000000.0,-2000000.0,-6000000.0,-20200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95000000.0,56000000.0,164000000.0,5000000.0,36000000.0,0.0,0.0,0.0,20000000.0,129500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
