date,,2021-01-29_FY,2020-01-31_FY,2019-02-01_FY,2018-02-02_FY,2017-02-03_FY,2016-01-29_FY,2015-01-30_FY,2014-01-31_FY,2013-02-01_FY,2012-02-03_FY,2011-01-28_FY,2010-01-29_FY,2009-01-30_FY,2008-02-01_FY,2007-02-02_FY,2006-02-03_FY,2005-01-28_FY,2004-01-30_FY,2003-01-31_FY,2002-02-01_FY,2001-02-02_FY,2000-01-28_FY,1999-01-29_FY,1998-01-31_FY,1997-01-31_FY,1996-01-31_FY,1995-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,5835000000.0,4281000000.0,2314000000.0,3447000000.0,3093000000.0,2546000000.0,2698000000.0,2286000000.0,1959000000.0,1839000000.0,2010000000.0,1783000000.0,2195000000.0,2809000000.0,3105000000.0,2765000000.0,2176000000.0,1877000000.0,1471000000.0,1023000000.0,810000000.0,673000000.0,482000000.0,357500000.0,292200000.0,226000000.0,223600000.0
,depreciationAndAmortization,1594000000.0,1410000000.0,1607000000.0,1540000000.0,1590000000.0,1587000000.0,1586000000.0,1562000000.0,1623000000.0,1579000000.0,1684000000.0,1733000000.0,1667000000.0,1464000000.0,1237000000.0,1051000000.0,920000000.0,781000000.0,645000000.0,534100000.0,409500000.0,337900000.0,272200000.0,241100000.0,199800000.0,153600000.0,112900000.0
,deferredIncomeTax,-108000000.0,177000000.0,-151000000.0,53000000.0,28000000.0,-68000000.0,-124000000.0,-162000000.0,-140000000.0,54000000.0,-133000000.0,-123000000.0,69000000.0,2000000.0,-6000000.0,-37000000.0,109000000.0,178000000.0,208000000.0,41700000.0,23300000.0,13400000.0,14300000.0,7600000.0,17000000.0,32900000.0,18100000.0
,stockBasedCompensation,0.0,98000000.0,74000000.0,99000000.0,90000000.0,117000000.0,119000000.0,100000000.0,100000000.0,107000000.0,0.0,102000000.0,0.0,0.0,0.0,76000000.0,70000000.0,41000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,3460000000.0,405000000.0,-945000000.0,650000000.0,-43000000.0,-434000000.0,-917000000.0,-656000000.0,-105000000.0,-667000000.0,471000000.0,1148000000.0,294000000.0,-840000000.0,-181000000.0,701000000.0,-1064000000.0,329000000.0,87000000.0,657000000.0,-78000000.0,503000000.0,160700000.0,157300000.0,-150800000.0,42500000.0,-1400000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000000.0,125000000.0,2000000.0,0.0,-5000000.0,-13000000.0,-4000000.0,-26000000.0,0.0,0.0,0.0,0.0
,inventory,-2967000000.0,-600000000.0,-1289000000.0,-791000000.0,-178000000.0,-582000000.0,170000000.0,-396000000.0,-244000000.0,-33000000.0,-64000000.0,-28000000.0,-611000000.0,-464000000.0,-509000000.0,-795000000.0,-1389000000.0,-648000000.0,-357000000.0,-326000000.0,-473000000.0,-707000000.0,-390000000.0,-108700000.0,-338800000.0,-134800000.0,-278600000.0
,accountsPayables,3211000000.0,-637000000.0,1720000000.0,-92000000.0,653000000.0,524000000.0,127000000.0,291000000.0,303000000.0,-5000000.0,60000000.0,175000000.0,402000000.0,185000000.0,692000000.0,137000000.0,475000000.0,423000000.0,0.0,17000000.0,-165000000.0,-434000000.0,-163000000.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,3596000000.0,136000000.0,-269000000.0,676000000.0,26000000.0,69000000.0,503000000.0,1420000000.0,2076000000.0,2181000000.0,2848000000.0,2377000000.0,1229000000.0,935000000.0,1775000000.0,1956000000.0,1255000000.0,2319000000.0,1990000000.0,1903000000.0,1246000000.0,1324000000.0,821000000.0,660300000.0,503000000.0,653800000.0,611300000.0
,otherNonCashItems,0.0,585000000.0,1665000000.0,521000000.0,535000000.0,741000000.0,201000000.0,64000000.0,231000000.0,563000000.0,218000000.0,295000000.0,195000000.0,150000000.0,85000000.0,166000000.0,124000000.0,200000000.0,0.0,73900000.0,30200000.0,51500000.0,23500000.0,0.0,0.0,100000.0,-100000.0
,netCashProvidedByOperatingActivites,11049000000.0,4296000000.0,6193000000.0,5065000000.0,5617000000.0,4784000000.0,4929000000.0,4111000000.0,3762000000.0,4349000000.0,3852000000.0,4054000000.0,4122000000.0,4347000000.0,4502000000.0,3842000000.0,3033000000.0,3153000000.0,2696000000.0,1613000000.0,1129700000.0,1170900000.0,696800000.0,664900000.0,543000000.0,303300000.0,359000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,-1174000000.0,-1123000000.0,-1167000000.0,-1197000000.0,-880000000.0,0.0,-1211000000.0,-1829000000.0,-1329000000.0,-1799000000.0,-3266000000.0,-4010000000.0,-3916000000.0,-3379000000.0,-2927000000.0,-2444000000.0,-2362000000.0,-2199100000.0,-2331900000.0,-1472300000.0,-928000000.0,-772800000.0,-677200000.0,-520400000.0,-414100000.0
,acquisitionsNet,0.0,0.0,0.0,-509000000.0,-2356000000.0,0.0,0.0,-203000000.0,0.0,-100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3094000000.0,-743000000.0,-4410000000.0,-4173000000.0,-3595000000.0,-3925000000.0,-3905000000.0,-759000000.0,-5837000000.0,-4370000000.0,-2605000000.0,-1987000000.0,-210000000.0,-920000000.0,-284000000.0,-1829000000.0,-156000000.0,-381000000.0,-227000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83400000.0
,salesMaturitiesOfInvestments,2926000000.0,695000000.0,1393000000.0,1114000000.0,1254000000.0,884000000.0,805000000.0,709000000.0,1837000000.0,2120000000.0,1822000000.0,624000000.0,431000000.0,1183000000.0,572000000.0,1802000000.0,28000000.0,193000000.0,0.0,0.0,0.0,0.0,0.0,30600000.0,111000000.0,18500000.0,0.0
,otherInvestingActivites,0.0,0.0,4504000000.0,4364000000.0,3757000000.0,3779000000.0,3697000000.0,5000000.0,4308000000.0,2642000000.0,652000000.0,1900000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-33000000.0,0.0,0.0,0.0,0.0,-20900000.0,-23800000.0,33100000.0,-47600000.0
