date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1056000000.0,860000000.0,671000000.0,444550000.0,356973000.0,1520992000.0,390513000.0,90111000.0,188584000.0,171077000.0,-310940000.0,-114332000.0,-48858000.0,-222813000.0,-41893000.0,-401537000.0,235110000.0,-398365000.0,-272521000.0,-366167000.0,-204786000.0,-96700000.0,-37800000.0,-11900000.0
,depreciationAndAmortization,1608000000.0,1572000000.0,1528000000.0,1242408000.0,1108551000.0,1036178000.0,1013064000.0,774215000.0,622592000.0,0.0,0.0,0.0,0.0,560553000.0,293844000.0,287864000.0,293498000.0,397592000.0,396495000.0,420244000.0,319799000.0,180000000.0,55100000.0,9200000.0
,deferredIncomeTax,3000000.0,2000000.0,2000000.0,14888000.0,8603000.0,-60618000.0,-25579000.0,180275000.0,-110374000.0,4626000.0,-26196000.0,-74410000.0,-113557000.0,-98914000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,138000000.0,117000000.0,103000000.0,91647000.0,79338000.0,60773000.0,51497000.0,39030000.0,41944000.0,32610000.0,36540000.0,29225000.0,25896000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,70000000.0,49000000.0,-29698000.0,-521708000.0,237530000.0,93309000.0,-103729000.0,-207170000.0,146420000.0,92786000.0,-337668000.0,791118000.0,-474458000.0,-473964000.0,842151000.0,-595168000.0,354019000.0,-508082000.0,-298296000.0,357350000.0,-83442000.0,281500000.0,194000000.0,1100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15021000.0,-8543000.0,4457000.0,46222000.0,-88681000.0,-89110000.0,-36800000.0,-4400000.0,-1500000.0
,accountsPayables,-77000000.0,19000000.0,37000000.0,-34067000.0,10600000.0,-5287000.0,10329000.0,28665000.0,34543000.0,-7497000.0,1702000.0,-1703000.0,-2564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-65000000.0,-139000000.0,-188000000.0,-158302000.0,363406000.0,125876000.0,32567000.0,136296000.0,343466000.0,197046000.0,104260000.0,441928000.0,-349190000.0,125268000.0,599232000.0,-242919000.0,352249000.0,-1770000.0,506312000.0,804608000.0,447258000.0,530700000.0,249200000.0,55200000.0
,otherNonCashItems,11000000.0,-1000000.0,9000000.0,7720000.0,16784000.0,28211000.0,55056000.0,102219000.0,109962000.0,26407000.0,14544000.0,20058000.0,15143000.0,169392000.0,30163000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0
,netCashProvidedByOperatingActivites,3055000000.0,2698000000.0,2502000000.0,2044186000.0,1782264000.0,1796725000.0,1666130000.0,1237656000.0,772557000.0,643454000.0,603430000.0,571256000.0,513001000.0,350355000.0,281416000.0,208542000.0,112084000.0,260039000.0,208932000.0,131930000.0,165495000.0,92600000.0,45000000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300005000.0,-428431000.0,-64678000.0,-43346000.0,-118912000.0,-277262000.0,-683102000.0,-636506000.0,-1502300000.0,-149200000.0,-52000000.0
,acquisitionsNet,0.0,-17000000.0,-42000000.0,-9260000000.0,-557000000.0,-1102000000.0,-462000000.0,-4932000000.0,-3759000000.0,-38000000.0,-139000000.0,-3000000.0,-28000000.0,-494000000.0,0.0,-147000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26825000.0,0.0,0.0,-755000.0,-6350000.0,0.0,-490900000.0,-56063000.0,-194697000.0,-337463000.0,-175000000.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,8141000.0,54475000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664000.0,0.0,0.0,517500000.0,171760000.0,280463000.0,311000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-10000000.0,-7000000.0,-12000000.0,-5487000.0,12364000.0,-3138000.0,3477000.0,7276000.0,1262000.0,-14372000.0,0.0,0.0,0.0,0.0,0.0,-55034000.0,-11119000.0,-13308000.0,-11293000.0,-29920000.0,-2499000.0,-6800000.0,0.0,-59500000.0
,netCashUsedForInvestingActivites,-1741000000.0,-2081000000.0,-1795000000.0,-10494021000.0,-1410232000.0,-1959734000.0,-1242905000.0,-5520969000.0,-4199596000.0,-399865000.0,-390949000.0,-172145000.0,-476613000.0,-791448000.0,-432499000.0,-264140000.0,-319628000.0,-8876000.0,-176917000.0,-895136000.0,-1957687000.0,-1509100000.0,-149200000.0,-111500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5260000000.0,-2758000000.0,-4176000000.0,-1958880000.0,-8705621000.0,-2532203000.0,-1651325000.0,-2719324000.0,-2310527000.0,-224345000.0,-3567710000.0,-2417619000.0,-6782000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
