date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,commonStockIssued,0.0,0.0,841000000.0,4221329000.0,1325865000.0,0.0,0.0,2980586000.0,258000.0,1557000.0,18731000.0,45049000.0,8444000.0,31176000.0,45540000.0,59054000.0,32094000.0,7992000.0,1032000.0,374641000.0,743290000.0,805800000.0,339900000.0,139900000.0
,commonStockRepurchased,-76000000.0,-44000000.0,-34000000.0,-23307000.0,-24936000.0,-29657000.0,-21872000.0,-99458000.0,-36043000.0,-318416000.0,-159639000.0,-3003000.0,-44685000.0,-729811000.0,-518028000.0,-514889000.0,-59364000.0,-343734000.0,-333445000.0,0.0,0.0,0.0,-900000.0,-2100000.0
,dividendsPaid,-2190000000.0,-2025000000.0,-1895000000.0,-1538640000.0,-1283146000.0,-1160432000.0,-668651000.0,0.0,-2481000.0,-19487000.0,-19879000.0,-19878000.0,-19878000.0,-19879000.0,-19877000.0,-21624000.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,0.0,0.0
,otherFinancingActivites,-38000000.0,-24000000.0,-31000000.0,-25432000.0,-49464000.0,-3184000.0,14111000.0,355981000.0,-367404000.0,1979000.0,-745127000.0,-166501000.0,16218000.0,-79393000.0,-71028000.0,-134539000.0,-444000.0,-29534000.0,-2673000.0,-12161000.0,-47219000.0,-28400000.0,-3000000.0,-100000.0
,netCashUsedProvidedByFinancingActivities,-1271000000.0,-692000000.0,-733000000.0,8195152000.0,-96292000.0,-935476000.0,-462987000.0,4063133000.0,3786803000.0,-275712000.0,-866624000.0,214396000.0,47717000.0,-77782000.0,678914000.0,-445220000.0,-1686422000.0,-313662000.0,-335086000.0,1109309000.0,1707091000.0,1670400000.0,345200000.0,159800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,-1000000.0,1178000.0,-101000.0,-1902000.0,-8012000.0,2210000.0,1480000.0,-288000.0,528000.0,-2580000.0,-4131000.0,1404000.0,-523000.0,-408000.0,1178000.0,8754000.0,14641000.0,4666000.0,-10394000.0,-1000000.0,400000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,43000000.0,-75000000.0,-27000000.0,-253505000.0,388789000.0,3190000.0,-47774000.0,-217970000.0,361244000.0,-32411000.0,-653615000.0,610927000.0,79974000.0,-517471000.0,527308000.0,-501299000.0,-1892788000.0,-53745000.0,-288430000.0,350769000.0,-95495000.0,252800000.0,0.0,0.0
,cashAtEndOfPeriod,381000000.0,338000000.0,413000000.0,314094000.0,567599000.0,178810000.0,175620000.0,223394000.0,441364000.0,80120000.0,112531000.0,766146000.0,155219000.0,75245000.0,592716000.0,65408000.0,567148000.0,462427000.0,516172000.0,804602000.0,453833000.0,549300000.0,0.0,0.0
,cashAtBeginningOfPeriod,338000000.0,413000000.0,440000000.0,567599000.0,178810000.0,175620000.0,223394000.0,441364000.0,80120000.0,112531000.0,766146000.0,155219000.0,75245000.0,592716000.0,65408000.0,566707000.0,2459936000.0,516172000.0,804602000.0,453833000.0,549328000.0,296500000.0,55100000.0,7300000.0
,operatingCashFlow,3055000000.0,2698000000.0,2502000000.0,2044186000.0,1782264000.0,1796725000.0,1666130000.0,1237656000.0,772557000.0,643454000.0,603430000.0,571256000.0,513001000.0,350355000.0,281416000.0,208542000.0,112084000.0,260039000.0,208932000.0,131930000.0,165495000.0,92600000.0,45000000.0,-600000.0
,capitalExpenditure,-1624000000.0,-2057000000.0,-1741000000.0,-1228071000.0,-873883000.0,-908892000.0,-780077000.0,-567810000.0,-441383000.0,-347942000.0,-228058000.0,-173535000.0,-450732000.0,-300005000.0,-428431000.0,-64678000.0,-43346000.0,-118912000.0,-277262000.0,-683102000.0,-636506000.0,-1502300000.0,-149200000.0,-52000000.0
,freeCashFlow,1431000000.0,641000000.0,761000000.0,816115000.0,908381000.0,887833000.0,886053000.0,669846000.0,331174000.0,295512000.0,375372000.0,397721000.0,62269000.0,50350000.0,-147015000.0,143864000.0,68738000.0,141127000.0,-68330000.0,-551172000.0,-471011000.0,-1409700000.0,-104200000.0,-52600000.0
