date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1994-02-28_FY,1993-02-28_FY,1992-02-29_FY,1991-02-28_FY,1990-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,169078000.0,166944000.0,168148000.0,202889000.0,79129000.0,123714000.0,98650000.0,86785000.0,103034000.0,102757000.0,80039000.0,56584000.0,67580000.0,75357000.0,98643000.0,98534000.0,87310000.0,73727000.0,61627000.0,47744000.0,48023000.0,60011000.0,57246000.0,48378000.0,40555000.0,36380000.0,36662000.0,31293000.0,23900000.0,19700000.0,18000000.0,16800000.0
,depreciationAndAmortization,263286000.0,249527000.0,230151000.0,217639000.0,209728000.0,193209000.0,176984000.0,173019000.0,166957000.0,158634000.0,152242000.0,155315000.0,167435000.0,166994000.0,167516000.0,162462000.0,144535000.0,135168000.0,121702000.0,116043000.0,109107000.0,99955000.0,82549000.0,72634000.0,65010000.0,61195000.0,53722000.0,-45440000.0,-40200000.0,-37600000.0,-36700000.0,-28700000.0
,deferredIncomeTax,-10233000.0,16401000.0,37694000.0,-100948000.0,44632000.0,38442000.0,5038000.0,-8389000.0,-9068000.0,57863000.0,-11921000.0,4908000.0,-5685000.0,-8571000.0,2234000.0,-37380000.0,12517000.0,-5480000.0,35891000.0,42529000.0,18751000.0,22200000.0,14700000.0,9500000.0,6500000.0,8700000.0,11800000.0,10693000.0,1200000.0,4800000.0,2200000.0,5800000.0
,stockBasedCompensation,8903000.0,8077000.0,7394000.0,4546000.0,2381000.0,4361000.0,6070000.0,4809000.0,4602000.0,2599000.0,1461000.0,1243000.0,1455000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,25408000.0,11196000.0,-21754000.0,9785000.0,-65570000.0,-15977000.0,57884000.0,38936000.0,488000.0,13247000.0,-8504000.0,-24415000.0,0.0,-7953000.0,20416000.0,-43975000.0,30878000.0,109136000.0,-30134000.0,-21548000.0,37737000.0,14263000.0,-643000.0,-3098000.0,10295000.0,15915000.0,3989000.0,-12647000.0,-1400000.0,5300000.0,100000.0,-3200000.0
,accountsReceivables,-18258000.0,15081000.0,-33753000.0,-42802000.0,-10349000.0,15704000.0,-35080000.0,-20514000.0,7579000.0,-28448000.0,-9524000.0,5196000.0,27560000.0,19298000.0,7430000.0,-53453000.0,-34310000.0,-20572000.0,-10535000.0,2164000.0,3693000.0,-32882000.0,-868000.0,-25533000.0,-10057000.0,-5349000.0,-7219000.0,-8261000.0,-5500000.0,-4200000.0,-2300000.0,-8200000.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-2483000.0,-7537000.0,7559000.0,5831000.0,-5272000.0,7256000.0,-1497000.0,2793000.0,-20172000.0,19381000.0,10839000.0,-445000.0,-2968000.0,-26169000.0,23434000.0,2769000.0,8715000.0,-9643000.0,17358000.0,2478000.0,-4976000.0,-12460000.0,3979000.0,25142000.0,3306000.0,-2845000.0,5816000.0,-7538000.0,8200000.0,5800000.0,-1300000.0,3300000.0
,otherWorkingCapital,182902000.0,157494000.0,146298000.0,168052000.0,158267000.0,223837000.0,239814000.0,181930000.0,142994000.0,142506000.0,129259000.0,137763000.0,162178000.0,162178000.0,170131000.0,149715000.0,193690000.0,162812000.0,53676000.0,83810000.0,105358000.0,67621000.0,53358000.0,54001000.0,57099000.0,46804000.0,30889000.0,26900000.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,10828000.0,21796000.0,-17562000.0,-14690000.0,10853000.0,-7348000.0,5859000.0,4013000.0,109684000.0,342000.0,-8160000.0,10437000.0,14367000.0,5353000.0,14207000.0,0.0,-6358000.0,17428000.0,-5875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90880000.0,87400000.0,77900000.0,79600000.0,61600000.0
,netCashProvidedByOperatingActivites,445909000.0,426644000.0,418159000.0,281838000.0,312397000.0,370392000.0,206565000.0,232457000.0,255096000.0,264480000.0,228483000.0,194442000.0,259130000.0,227985000.0,284065000.0,172492000.0,226582000.0,207474000.0,226271000.0,226920000.0,170147000.0,131977000.0,137940000.0,126037000.0,103956000.0,93804000.0,99305000.0,72840000.0,70900000.0,70100000.0,63200000.0,52300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-11271000.0,-420748000.0,-519872000.0,-316343000.0,-537838000.0,-454097000.0,-296649000.0,-211329000.0,-284942000.0,-302340000.0,-176057000.0,-177846000.0,-206305000.0,-133124000.0,-400548000.0,-414112000.0,-294288000.0,-158351000.0,-309672000.0,-170862000.0,-169113000.0,-255326000.0,-258643000.0,-215585000.0,-117599000.0,-131585000.0,-145369000.0,-123024000.0,-84600000.0,-47200000.0,-33700000.0,-76400000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699000.0,4286000.0,5615000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
