Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31,2010-07-31,2009-07-31
Cash and cash equivalents,11054000.0,119311000.0,5760000.0,4965000.0,7652000.0,8289000.0,6464000.0,8429000.0,7437000.0,11401000.0,7066000.0
Short-term investments,0.0,160888500.0,198163500.0,189516500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,11054000.0,119311000.0,5760000.0,4965000.0,7652000.0,8289000.0,6464000.0,8429000.0,7437000.0,11401000.0,7066000.0
Receivables,0.0,26000.0,307000.0,38000.0,307000.0,247000.0,506000.0,216000.0,229000.0,89234000.0,106910000.0
Inventories,80454000.0,83694000.0,92552000.0,90594000.0,96754000.0,145969000.0,117116000.0,127598000.0,136139000.0,166911000.0,129808000.0
Total current assets,241379000.0,363921000.0,296784000.0,285115000.0,365609000.0,364931000.0,280979000.0,289346000.0,326993000.0,281388000.0,1146162000.0
Property Plant & Equipment Net,596723000.0,557723000.0,731923000.0,774680000.0,965217000.0,611787000.0,589727000.0,626551000.0,642205000.0,652768000.0,666535000.0
Goodwill and Intangible Assets,355752000.0,367049000.0,507205000.0,536288000.0,1058790000.0,549381000.0,442878000.0,438062000.0,453080000.0,469996000.0,460976000.0
Long-term investments,16216000.0,8500000.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,631000.0,715000.0,1068000.0,1156000.0,724000.0,1152000.0,1367000.0,1158000.0,992000.0,0.0,0.0
Total non-current assets,1021580000.0,999360000.0,1313185000.0,1398191000.0,2098447000.0,1207339000.0,1075049000.0,1107933000.0,1133593000.0,1160963000.0,1029373000.0
Total assets,1262959000.0,1363281000.0,1609969000.0,1683306000.0,2464056000.0,1572270000.0,1356028000.0,1397279000.0,1460586000.0,1442351000.0,1404977000.0
Payables,33364000.0,46820000.0,85561000.0,67928000.0,83974000.0,69360000.0,49128000.0,47824000.0,67541000.0,48658000.0,49337000.0
Short-term debt,631756000.0,58000000.0,69000000.0,64000000.0,70000000.0,91000000.0,82000000.0,74000000.0,61000000.0,67203000.0,66159000.0
Total current liabilities,908357000.0,279645000.0,340566000.0,362177000.0,409980000.0,355040000.0,302284000.0,340221000.0,298281000.0,223915000.0,224259000.0
Long-term debt,1457004000.0,2078637000.0,1995795000.0,1941335000.0,1804392000.0,1292214000.0,1106940000.0,1059085000.0,1050920000.0,1111088000.0,1010073000.0
Total debt,2088760000.0,2136637000.0,2064795000.0,2005335000.0,1874392000.0,1383214000.0,1188940000.0,1133085000.0,1111920000.0,1178291000.0,1076232000.0
Deferred revenue,31974000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,22829000.0,25541000.0,27391000.0,28792000.0,25412000.0,20420000.0,28842000.0,19784000.0,0.0,0.0
Total non-current liabilities,1493616000.0,2118129000.0,2031099000.0,1976994000.0,1850524000.0,1333189000.0,1144973000.0,1088825000.0,1077182000.0,1132534000.0,1029373000.0
Total liabilities,1262956059.0,1363278400.0,1609966400.0,1683303400.0,2464054900.0,1572268900.0,1356026900.0,1397277900.0,1460584900.0,1356449000.0,1253632000.0
Other comprehensive income,14590518,0.0,0.0,10529820,38987267,0.0,0.0,13197871,0.0,-415000.0,-1194000.0
Retained earnings (deficit),-76577.0,-70952.0,-65736.0,-60220.0,-53167.0,-49059.0,-43770.0,-38771.0,-35282.0,,
Total shareholders equity,2941.0,2600.0,2600.0,2600.0,1100.0,1100.0,1100.0,1100.0,1100.0,82222000.0,147073000.0
Investments,16216000.0,169388500.0,218163500.0,189516500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,2077706000.0,2017326000.0,2059035000.0,2000370000.0,1866740000.0,1374925000.0,1182476000.0,1124656000.0,1104483000.0,1166890000.0,1069166000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13842000.0,15031000.0
Other Liabilities,-1139016941.0,-1034495600.0,-761698600.0,-655867600.0,203550900.0,-115960100.0,-91230100.0,-31768100.0,85121900.0,108054000.0,108763000.0
