date,,2021-12-31_FY,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,35585000.0,26438000.0,10481000.0,8163000.0,3032000.0
,depreciationAndAmortization,153000.0,-2074000.0,1685000.0,1422000.0,963000.0
,deferredIncomeTax,0.0,1254000.0,-503000.0,-293000.0,-66000.0
,stockBasedCompensation,1607000.0,763000.0,272000.0,293000.0,203000.0
,changeInWorkingCapital,-5933000.0,12125000.0,3182000.0,-1044000.0,-488000.0
,accountsReceivables,0.0,-2334000.0,-259000.0,-353000.0,-413000.0
,inventory,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,66000.0,783000.0,89000.0,22000.0
,otherWorkingCapital,1487987000.0,1468801000.0,943201000.0,804930000.0,687966000.0
,otherNonCashItems,-17183000.0,-196648000.0,6452000.0,2489000.0,6835000.0
,netCashProvidedByOperatingActivites,14229000.0,-158142000.0,21569000.0,11030000.0,10479000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-747000.0,-746000.0,-1639000.0,-2410000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,-3225000.0
,purchasesOfInvestments,0.0,-114494000.0,-44746000.0,-17094000.0,-12597000.0
,salesMaturitiesOfInvestments,0.0,56314000.0,38673000.0,6179000.0,7181000.0
,otherInvestingActivites,0.0,-312098000.0,-136258000.0,-143047000.0,-98590000.0
,netCashUsedForInvestingActivites,0.0,-371025000.0,-143077000.0,-155601000.0,-109641000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-585000.0,-10547000.0,-4894000.0,-480000.0
,commonStockIssued,0.0,0.0,0.0,0.0,42108000.0
,commonStockRepurchased,0.0,-7703000.0,-3000.0,0.0,-12845000.0
,dividendsPaid,-9679000.0,-1525000.0,0.0,0.0,-1167000.0
,otherFinancingActivites,-1927000.0,536353000.0,147477000.0,137911000.0,88180000.0
,netCashUsedProvidedByFinancingActivities,-11606000.0,526540000.0,136927000.0,133017000.0,115796000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-33908000.0,-2627000.0,15419000.0,-11554000.0,16634000.0
,cashAtEndOfPeriod,2836000.0,36744000.0,39371000.0,23952000.0,35506000.0
,cashAtBeginningOfPeriod,36744000.0,39371000.0,23952000.0,35506000.0,18872000.0
,operatingCashFlow,14229000.0,-158142000.0,21569000.0,11030000.0,10479000.0
,capitalExpenditure,0.0,-747000.0,-746000.0,-1639000.0,-2410000.0
,freeCashFlow,14229000.0,-158889000.0,20823000.0,9391000.0,8069000.0
