Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,8049237.0,7851029.0,3680224.0,8414133.0,167001.0,531172.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,8049237.0,7851029.0,3680224.0,8414133.0,167001.0,531172.0
Receivables,0.0,0.0,37349.0,907500.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,8478433.0,8459305.0,4154038.0,9449114.0,218780.0,558647.0
Property, Plant & Equipment Net,43518.0,55751.0,38040.0,0.0,1257.0,2981.0
Goodwill and Intangible Assets,5681960.0,5438210.0,5438210.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,18436.0,23685.0,16484.0,25086.0,25336.0,35124.0
Total non-current assets,5802184.0,5846087.0,5576564.0,58587.0,1187690.0,133547.0
Total assets,14280617.0,14305392.0,9730602.0,9507701.0,1406470.0,692194.0
Payables,63654.0,706089.0,1412128.0,417697.0,565947.0,13691.0
Short-term debt,0.0,0.0,0.0,0.0,3205504.0,2027240.0
Total current liabilities,3864382.0,14833536.0,7308058.0,3420935.0,5024017.0,2571152.0
Long-term debt,0.0,4855.0,16069.0,0.0,0.0,0.0
Total debt,0.0,4855.0,16069.0,0.0,3205504.0,2027240.0
Deferred revenue,2686000.0,12313600.0,4225000.0,1907500.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1479968.0,1398778.0,2751965.0,0.0,43189254.0,42964881.0
Total liabilities,5344350.0,16232314.0,10060023.0,3420935.0,48213271.0,45536033.0
Other comprehensive income,134331.0,127473.0,120187.0,114788.0,56544.0,52923.0
Retained earnings (deficit),-93150198.0,-91816655.0,-78598738.0,-65255301.0,-56862152.0,-55088160.0
Total shareholders equity,8936267.0,-1926922.0,-329421.0,6086766.0,-53587389.0,-51400054.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-8049237.0,-7846174.0,-3664155.0,-8414133.0,3038503.0,1496068.0
Other Assets,429196.0,608276.0,436465.0,127481.0,51779.0,27475.0
Other Liabilities,3800728.0,14127447.0,5895930.0,3003238.0,1252566.0,530221.0
