Date,2019-07-31,2018-07-31,2017-07-31,2016-07-31,2015-07-31,2014-07-31,2013-07-31,2012-07-31,2011-07-31,2010-07-31,2009-07-31
Cash and cash equivalents,13344000.0,13496000.0,13029000.0,10062000.0,8703347.0,6889243.0,9444660.0,10467770.0,8529842.0,14347194.0,16571186.0
Short-term investments,1577000.0,1497000.0,1498000.0,1598000.0,1433732.0,1407277.0,1463864.0,1404582.0,1491459.0,1305739.0,1212405.0
Cash and short-term investments,14921000.0,14993000.0,14527000.0,11660000.0,10137079.0,8296520.0,10908524.0,11872352.0,10021301.0,15652933.0,17783591.0
Receivables,13686000.0,13994000.0,21199000.0,20696000.0,25488331.0,23694451.0,16441857.0,0.0,63750870.0,47096456.0,41693034.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,42998000.0,43590000.0,53360000.0,48999000.0,58509878.0,59959891.0,68491155.0,82545793.0,80975954.0,68331546.0,11018089.0
Property Plant & Equipment Net,3253000.0,3870000.0,4428000.0,6094000.0,7113694.0,7941455.0,10122801.0,12112078.0,9961304.0,8664453.0,8258441.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,2130000.0,789000.0,1203000.0,2650000.0,933890.0,1865798.0,1089060.0,860499.0,6249549.0,4848453.0,6100886.0
Total non-current assets,8812000.0,9239000.0,7417000.0,10513000.0,9979459.0,11748431.0,13190529.0,14966362.0,13291688.0,11627386.0,835559.0
Total assets,51810000.0,52829000.0,60777000.0,59512000.0,68489337.0,71708322.0,81681684.0,97512155.0,94267642.0,79958932.0,77808075.0
Payables,6099000.0,5635000.0,8073000.0,6874000.0,10409656.0,9874649.0,9864138.0,11492602.0,13097765.0,10863390.0,13866425.0
Short-term debt,41000.0,54000.0,382000.0,240000.0,551148.0,420737.0,199658.0,488460.0,1689920.0,928027.0,411331.0
Total current liabilities,18022000.0,16328000.0,20869000.0,20758000.0,26870456.0,28756604.0,34203200.0,44034632.0,38997285.0,29381554.0,30647576.0
Long-term debt,13000.0,54000.0,66000.0,217000.0,395098.0,421769.0,251614.0,102635.0,448391.0,767302.0,403941.0
Total debt,54000.0,108000.0,448000.0,457000.0,946246.0,842506.0,451272.0,591095.0,2138311.0,1695329.0,815272.0
Deferred revenue,3551000.0,3191000.0,2850000.0,3297000.0,2618453.0,5003413.0,6437730.0,8281919.0,7727725.0,4128118.0,103509.0
Tax Liabilities,0.0,100000.0,0.0,0.0,0.0,73400.0,91100.0,0.0,2059874.0,1659965.0,431618.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,503000.0,54000.0,69000.0,742000.0,1026987.0,1052852.0,714401.0,525959.0,1312524.0,1343356.0,835559.0
Total liabilities,18942000.0,17046000.0,22671000.0,23940000.0,31573868.0,34030104.0,38137780.0,49366632.0,40309809.0,30724910.0,31483135.0
Other comprehensive income,16267000,16681000,16585000,15448000,15793392,15927291,18235727,17872047,1527189.0,815906.0,441965.0
Retained earnings (deficit),18687000.0,20973000.0,23509000.0,22237000.0,22818184.0,21916575.0,25365853.0,29534783.0,30797763.0,25800803.0,23290768.0
Total shareholders equity,32868000.0,35783000.0,38106000.0,35572000.0,36915469.0,37678218.0,43543904.0,48145523.0,50034404.0,44864381.0,41051485.0
Investments,1577000.0,1497000.0,1498000.0,1598000.0,1433732.0,1407277.0,1463864.0,1404582.0,1491459.0,1305739.0,1212405.0
Net Debt,-13290000.0,-13388000.0,-12581000.0,-9605000.0,-7757101.0,-6046737.0,-8993388.0,-9876675.0,-7882990.0,-13957604.0,-16968319.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7203783.0,5582157.0,7313361.0
Other Liabilities,417000.0,664000.0,1733000.0,2440000.0,3676425.0,4220648.0,3220179.0,4806041.0,24209600.0,17590137.0,16369820.0
