date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,debtRepayment,-3086000.0,-13569000.0,-1886000.0,-2583000.0,-2359000.0,-1083000.0,-1619000.0,-1887000.0,-2076000.0,-1942000.0,-420000.0,-1539000.0,-1170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,72936000.0,92363000.0,27851000.0,52626000.0,16405000.0,1696661000.0,17168000.0,21252000.0,11015000.0,20318000.0,20824000.0,2502000.0,2257000.0,8191000.0,3883000.0,1168000.0,1719928.0,748430.0,8000.0,28621.0,256639.0,0.0,100000.0,0.0,0.0
,commonStockRepurchased,-595918000.0,-707300000.0,-1342076000.0,-361178000.0,-2252437000.0,-807967000.0,-8175000.0,-67599000.0,-727670000.0,-176392000.0,-23540000.0,-86173000.0,-103467000.0,-148000.0,-27699000.0,0.0,0.0,0.0,0.0,0.0,-814545.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,0.0,0.0,0.0,0.0,314737000.0,11924000.0,30348000.0,19656000.0,3824000.0,12374000.0,3131000.0,4334000.0,29454000.0,17284000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-526068000.0,-628506000.0,-1316111000.0,-311135000.0,-2238391000.0,1202348000.0,19298000.0,-17886000.0,-699075000.0,-154192000.0,9238000.0,-82079000.0,-98046000.0,36587000.0,-7708000.0,113000.0,1297543.0,-2486015.0,-2344197.0,-4403480.0,7095516.0,-1600000.0,-400000.0,-1000000.0,-600000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,16848000.0,1912000.0,-9835000.0,5985000.0,-4606000.0,-5306000.0,-5488000.0,4496000.0,2733000.0,-2119000.0,721000.0,1904000.0,-1071000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,382456000.0,160444000.0,108891000.0,151040000.0,-1797835000.0,1805094000.0,158974000.0,-11165000.0,-136817000.0,4489000.0,26493000.0,71548000.0,244361000.0,-22689000.0,-26525000.0,57978000.0,19877334.0,560865.0,290263.0,116992.0,-1878490.0,-1800000.0,0.0,0.0,0.0
,cashAtEndOfPeriod,1180413000.0,797957000.0,637513000.0,528622000.0,377582000.0,2175417000.0,370323000.0,211349000.0,222514000.0,359331000.0,354842000.0,328349000.0,256801000.0,12440000.0,35129000.0,61654000.0,20976119.0,1098785.0,537920.0,247657.0,130665.0,2000000.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,797957000.0,637513000.0,528622000.0,377582000.0,2175417000.0,370323000.0,211349000.0,222514000.0,359331000.0,354842000.0,328349000.0,256801000.0,12440000.0,35129000.0,61654000.0,3676000.0,1098785.0,537920.0,247657.0,130665.0,2009155.0,3800000.0,400000.0,200000.0,100000.0
,operatingCashFlow,1364163000.0,1113762000.0,1161881000.0,987731000.0,701355000.0,207986000.0,585567000.0,342033000.0,287676000.0,333827000.0,229044000.0,156192000.0,199496000.0,135451000.0,76414000.0,54649000.0,20050517.0,5484414.0,2726669.0,5202706.0,-1122840.0,1300000.0,4400000.0,1300000.0,800000.0
,capitalExpenditure,-67272000.0,-110398000.0,-74925000.0,-93128000.0,-105337000.0,-42493000.0,-31363000.0,-51937000.0,-49236000.0,-30684000.0,-22397000.0,-28769000.0,-11072000.0,-7028000.0,-4901000.0,-1520000.0,-1260068.0,-1627490.0,-416873.0,-529905.0,-1191762.0,-300000.0,-400000.0,-200000.0,-100000.0
,freeCashFlow,1296891000.0,1003364000.0,1086956000.0,894603000.0,596018000.0,165493000.0,554204000.0,290096000.0,238440000.0,303143000.0,206647000.0,127423000.0,188424000.0,128423000.0,71513000.0,53129000.0,18790449.0,3856924.0,2309796.0,4672801.0,-2314602.0,1000000.0,4000000.0,1100000.0,700000.0
