Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,52812880.0,21568422.0,39252432.0,14884597.0,14770584.0,7175215.0,4144896.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,52812880.0,21568422.0,39252432.0,14884597.0,14770584.0,7175215.0,4144896.0
Receivables,102696.0,373729.0,452701.0,901676.0,276986.0,89102.0,149364.0
Inventories,0.0,0.0,0.0,390886.0,372249.0,119119.0,37241.0
Total current assets,54607711.0,23794846.0,40692084.0,16694291.0,16095465.0,7575008.0,4349619.0
Property, Plant & Equipment Net,31131964.0,12973342.0,4117739.0,2768900.0,1280410.0,1014805.0,1326882.0
Goodwill and Intangible Assets,15649481.0,20098481.0,21771370.0,23627889.0,18835465.0,3901022.0,940897.0
Long-term investments,240000.0,269424.0,509424.0,5379407.0,6886033.0,5105891.0,0.0
Tax assets,0.0,0.0,0.0,150082.0,0.0,0.0,0.0
Total non-current assets,52973638.0,37367450.0,27936383.0,32766131.0,27589637.0,10021718.0,2402008.0
Total assets,107581349.0,61162296.0,68628467.0,49460422.0,43685102.0,17596726.0,6751627.0
Payables,422752.0,225287.0,216154.0,260886.0,426917.0,213891.0,23931.0
Short-term debt,0.0,0.0,0.0,0.0,36254.0,67999.0,0.0
Total current liabilities,8041206.0,3676121.0,2364036.0,3019257.0,4076322.0,2201653.0,595233.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,36254.0,67999.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,28950.0,28875.0,28875.0,0.0,814288.0,1164747.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,14321751.0,183649.0,370477.0,76229.0,452689.0,0.0,0.0
Total liabilities,22362957.0,3859770.0,2734513.0,3095486.0,4529011.0,2201653.0,595233.0
Other comprehensive income,-1469192.0,-389503.0,-1116692.0,-116115.0,1568375.0,-57924.0,61626.0
Retained earnings (deficit),-149982489.0,-111036997.0,-85546687.0,-57338311.0,-37890590.0,-22415979.0,-8618946.0
Total shareholders equity,85218392.0,57302526.0,65893954.0,46364936.0,39156091.0,15395073.0,6156394.0
Investments,240000.0,269424.0,509424.0,5379407.0,6886033.0,5105891.0,0.0
Net Debt,-52812880.0,-21568422.0,-39252432.0,-14884597.0,-14734330.0,-7107216.0,-4144896.0
Other Assets,1692135.0,1852695.0,986951.0,517132.0,675646.0,191572.0,18118.0
Other Liabilities,7618454.0,3450834.0,2147882.0,2758371.0,3613151.0,1919763.0,571302.0
